chr	pos	strand	type	num_C	depth	percentage	isMeth
chr1	2647	+	CHH	0	14	0	0
chr1	2658	+	CHH	0	12	0	0
chr1	2661	+	CHH	0	12	0	0
chr1	2663	+	CHH	0	12	0	0
chr1	2673	+	CHH	0	8	0	0
chr1	2679	+	CHH	0	7	0	0
chr1	2680	+	CHH	0	7	0	0
chr1	2683	+	CHH	0	8	0	0
chr1	2684	+	CHH	0	8	0	0
chr1	2686	+	CHH	0	9	0	0
chr1	2688	+	CG	0	9	0	0
chr1	2697	+	CHH	0	11	0	0
chr1	2707	+	CHH	0	10	0	0
chr1	2708	+	CHH	0	9	0	0
chr1	2710	+	CHH	0	9	0	0
chr1	2721	+	CHH	0	11	0	0
chr1	2734	+	CHH	0	9	0	0
chr1	2740	+	CHH	0	9	0	0
chr1	2748	+	CHH	0	10	0	0
chr1	2767	+	CHH	0	12	0	0
chr1	2772	+	CHH	0	12	0	0
chr1	2774	+	CHH	0	12	0	0
chr1	2775	+	CHH	0	11	0	0
chr1	2778	+	CHH	0	12	0	0
chr1	2781	+	CHH	0	13	0	0
chr1	2782	+	CHH	0	13	0	0
chr1	2785	+	CHH	0	12	0	0
chr1	2800	+	CHH	0	13	0	0
chr1	2803	+	CHG	0	12	0	0
chr1	2807	+	CG	0	11	0	0
chr1	2815	+	CHH	0	11	0	0
chr1	2830	+	CG	0	12	0	0
chr1	2845	+	CG	0	9	0	0
chr1	2857	+	CG	0	10	0	0
chr1	2860	+	CHH	0	10	0	0
chr1	2862	+	CHH	0	9	0	0
chr1	2866	+	CG	0	9	0	0
chr1	2877	+	CG	1	7	0.142857	0
chr1	2884	+	CHH	0	5	0	0
chr1	2886	+	CHH	0	5	0	0
chr1	2890	+	CHH	0	5	0	0
chr1	2897	+	CHH	0	6	0	0
chr1	2898	+	CHH	0	6	0	0
chr1	2910	+	CHH	0	7	0	0
chr1	2913	+	CHH	1	8	0.125	0
chr1	2914	+	CHH	0	8	0	0
chr1	2915	+	CHH	0	8	0	0
chr1	2916	+	CHH	0	8	0	0
chr1	2918	+	CG	0	9	0	0
chr1	2922	+	CHH	0	9	0	0
chr1	2923	+	CHH	0	9	0	0
chr1	2929	+	CG	0	10	0	0
chr1	2932	+	CHH	0	8	0	0
chr1	2936	+	CHH	0	8	0	0
chr1	2941	+	CHH	0	7	0	0
chr1	2944	+	CHH	0	7	0	0
chr1	2950	+	CHH	0	8	0	0
chr1	2962	+	CHH	0	8	0	0
chr1	2966	+	CHH	0	8	0	0
chr1	2973	+	CHH	0	9	0	0
chr1	2974	+	CHG	0	9	0	0
chr1	2977	+	CG	0	9	0	0
chr1	2982	+	CHH	0	10	0	0
chr1	2990	+	CHH	0	9	0	0
chr1	2993	+	CHH	0	10	0	0
chr1	2994	+	CHH	0	10	0	0
chr1	2997	+	CHH	0	10	0	0
chr1	3011	+	CHH	0	7	0	0
chr1	3014	+	CHH	0	7	0	0
chr1	3019	+	CG	0	7	0	0
chr1	3029	+	CHH	0	8	0	0
chr1	3045	+	CHH	0	8	0	0
chr1	3047	+	CHH	0	8	0	0
chr1	3049	+	CHH	0	8	0	0
chr1	3069	+	CG	0	8	0	0
chr1	3091	+	CG	0	7	0	0
chr1	3097	+	CHH	0	7	0	0
chr1	3099	+	CHH	1	7	0.142857	0
chr1	3101	+	CHH	0	7	0	0
chr1	3103	+	CHH	0	7	0	0
chr1	3109	+	CHH	0	6	0	0
chr1	3117	+	CHG	0	6	0	0
chr1	3123	+	CG	0	5	0	0
chr1	3236	+	CHH	0	5	0	0
chr1	3673	+	CG	0	6	0	0
chr1	3683	+	CHG	0	5	0	0
chr1	3690	+	CHG	1	9	0.111111	0
chr1	3697	+	CG	1	8	0.125	0
chr1	3707	+	CG	0	11	0	0
chr1	3710	+	CG	0	12	0	0
chr1	3713	+	CG	0	12	0	0
chr1	3718	+	CHH	0	12	0	0
chr1	3720	+	CHH	0	14	0	0
chr1	3725	+	CHH	0	17	0	0
chr1	3726	+	CHG	0	17	0	0
chr1	3727	+	CG	0	17	0	0
chr1	3733	+	CHH	0	18	0	0
chr1	3734	+	CHH	1	18	0.0555556	0
chr1	3743	+	CG	0	22	0	0
chr1	3747	+	CG	0	21	0	0
chr1	3769	+	CHH	0	22	0	0
chr1	3786	+	CHG	0	19	0	0
chr1	3787	+	CG	0	20	0	0
chr1	3790	+	CHG	0	20	0	0
chr1	3791	+	CG	0	19	0	0
chr1	3795	+	CG	0	19	0	0
chr1	3798	+	CG	0	17	0	0
chr1	3805	+	CHH	0	19	0	0
chr1	3807	+	CG	0	20	0	0
chr1	3814	+	CHH	1	18	0.0555556	0
chr1	3816	+	CHH	0	18	0	0
chr1	3820	+	CHH	0	19	0	0
chr1	3822	+	CHG	0	19	0	0
chr1	3823	+	CG	0	19	0	0
chr1	3828	+	CHH	0	17	0	0
chr1	3834	+	CG	0	18	0	0
chr1	3843	+	CHH	0	21	0	0
chr1	3845	+	CHH	0	22	0	0
chr1	3849	+	CHG	0	22	0	0
chr1	3850	+	CG	0	22	0	0
chr1	3852	+	CG	0	21	0	0
chr1	3855	+	CG	0	21	0	0
chr1	3866	+	CHH	0	24	0	0
chr1	3867	+	CHH	0	25	0	0
chr1	3870	+	CHG	0	24	0	0
chr1	3873	+	CG	0	25	0	0
chr1	3879	+	CHH	0	24	0	0
chr1	3882	+	CHH	1	24	0.0416667	0
chr1	3885	+	CHG	0	24	0	0
chr1	3891	+	CHH	0	26	0	0
chr1	3894	+	CG	0	26	0	0
chr1	3898	+	CHH	0	27	0	0
chr1	3899	+	CHH	0	28	0	0
chr1	3906	+	CHH	0	27	0	0
chr1	3910	+	CG	0	25	0	0
chr1	3912	+	CHG	0	25	0	0
chr1	3921	+	CHG	0	29	0	0
chr1	3922	+	CG	0	29	0	0
chr1	3930	+	CHG	0	29	0	0
chr1	3938	+	CHH	0	28	0	0
chr1	3944	+	CHH	0	27	0	0
chr1	3952	+	CG	0	29	0	0
chr1	3993	+	CHG	0	28	0	0
chr1	3997	+	CHH	1	29	0.0344828	0
chr1	3998	+	CHG	0	29	0	0
chr1	4002	+	CHH	0	28	0	0
chr1	4009	+	CHH	0	23	0	0
chr1	4014	+	CG	0	23	0	0
chr1	4023	+	CHH	0	22	0	0
chr1	4033	+	CHH	0	20	0	0
chr1	4036	+	CHH	0	21	0	0
chr1	4039	+	CHH	0	18	0	0
chr1	4041	+	CHH	0	18	0	0
chr1	4043	+	CG	0	19	0	0
chr1	4054	+	CHH	0	20	0	0
chr1	4057	+	CHH	0	20	0	0
chr1	4067	+	CG	0	21	0	0
chr1	4070	+	CHG	0	19	0	0
chr1	4075	+	CHG	0	18	0	0
chr1	4080	+	CHH	0	19	0	0
chr1	4083	+	CG	0	19	0	0
chr1	4089	+	CHG	0	18	0	0
chr1	4103	+	CHH	0	17	0	0
chr1	4107	+	CHG	0	17	0	0
chr1	4108	+	CG	0	18	0	0
chr1	4116	+	CHG	0	21	0	0
chr1	4126	+	CHH	0	23	0	0
chr1	4132	+	CHH	0	21	0	0
chr1	4133	+	CHG	0	20	0	0
chr1	4156	+	CHH	0	19	0	0
chr1	4160	+	CG	0	20	0	0
chr1	4175	+	CHH	0	16	0	0
chr1	4195	+	CHH	0	19	0	0
chr1	4196	+	CHH	0	19	0	0
chr1	4198	+	CG	0	19	0	0
chr1	4210	+	CHH	1	17	0.0588235	0
chr1	4211	+	CHH	0	17	0	0
chr1	4212	+	CHG	0	17	0	0
chr1	4216	+	CHH	0	16	0	0
chr1	4221	+	CHH	0	16	0	0
chr1	4222	+	CHH	0	16	0	0
chr1	4227	+	CHG	0	16	0	0
chr1	4240	+	CHH	0	11	0	0
chr1	4241	+	CHH	0	11	0	0
chr1	4243	+	CG	0	10	0	0
chr1	4249	+	CHH	0	8	0	0
chr1	4250	+	CHH	0	8	0	0
chr1	4285	+	CHH	0	6	0	0
chr1	4336	+	CHG	0	6	0	0
chr1	4339	+	CHG	0	6	0	0
chr1	4345	+	CHH	0	7	0	0
chr1	4367	+	CHH	0	6	0	0
chr1	4378	+	CHH	0	6	0	0
chr1	4391	+	CHH	1	10	0.1	0
chr1	4393	+	CHH	0	9	0	0
chr1	4404	+	CHG	0	11	0	0
chr1	4407	+	CHG	0	11	0	0
chr1	4410	+	CHH	0	11	0	0
chr1	4420	+	CHH	0	12	0	0
chr1	4425	+	CHH	1	13	0.0769231	0
chr1	4429	+	CHH	0	14	0	0
chr1	4431	+	CHH	0	14	0	0
chr1	4433	+	CHH	0	14	0	0
chr1	4435	+	CHH	0	13	0	0
chr1	4436	+	CHH	0	13	0	0
chr1	4448	+	CHG	0	14	0	0
chr1	4456	+	CHH	0	14	0	0
chr1	4464	+	CHH	0	16	0	0
chr1	4468	+	CHH	0	16	0	0
chr1	4469	+	CHH	0	16	0	0
chr1	4471	+	CHG	0	15	0	0
chr1	4472	+	CG	0	15	0	0
chr1	4483	+	CHG	0	13	0	0
chr1	4490	+	CHH	0	11	0	0
chr1	4497	+	CHH	0	11	0	0
chr1	4500	+	CHG	0	13	0	0
chr1	4503	+	CHG	0	12	0	0
chr1	4507	+	CHH	0	11	0	0
chr1	4515	+	CHH	0	12	0	0
chr1	4529	+	CG	0	13	0	0
chr1	4533	+	CHH	0	15	0	0
chr1	4537	+	CHH	1	14	0.0714286	0
chr1	4541	+	CHG	0	14	0	0
chr1	4544	+	CHH	0	16	0	0
chr1	4550	+	CHH	0	15	0	0
chr1	4558	+	CHH	0	15	0	0
chr1	4559	+	CHH	0	15	0	0
chr1	4560	+	CHH	1	15	0.0666667	0
chr1	4562	+	CHH	0	16	0	0
chr1	4564	+	CHH	0	15	0	0
chr1	4565	+	CHG	0	15	0	0
chr1	4566	+	CG	0	16	0	0
chr1	4568	+	CHH	0	16	0	0
chr1	4575	+	CHH	0	17	0	0
chr1	4576	+	CHH	0	17	0	0
chr1	4577	+	CHH	0	17	0	0
chr1	4578	+	CHH	0	17	0	0
chr1	4586	+	CHH	0	18	0	0
chr1	4595	+	CHG	0	16	0	0
chr1	4601	+	CHG	0	16	0	0
chr1	4612	+	CHH	1	15	0.0666667	0
chr1	4616	+	CHH	0	12	0	0
chr1	4618	+	CHH	0	12	0	0
chr1	4619	+	CHH	0	12	0	0
chr1	4625	+	CHH	0	11	0	0
chr1	4627	+	CHH	1	11	0.0909091	0
chr1	4632	+	CHH	0	10	0	0
chr1	4643	+	CHG	0	11	0	0
chr1	4648	+	CHH	0	12	0	0
chr1	4658	+	CHH	0	9	0	0
chr1	4665	+	CHH	0	10	0	0
chr1	4668	+	CHG	0	10	0	0
chr1	4683	+	CHH	0	9	0	0
chr1	4684	+	CHH	0	9	0	0
chr1	4689	+	CHG	0	9	0	0
chr1	4698	+	CG	0	11	0	0
chr1	4703	+	CHG	0	12	0	0
chr1	4708	+	CHH	0	13	0	0
chr1	4711	+	CHH	1	13	0.0769231	0
chr1	4712	+	CHH	0	13	0	0
chr1	4716	+	CHH	0	12	0	0
chr1	4737	+	CHH	0	14	0	0
chr1	4741	+	CHH	0	13	0	0
chr1	4744	+	CHH	0	15	0	0
chr1	4746	+	CHH	0	15	0	0
chr1	4750	+	CHH	0	16	0	0
chr1	4752	+	CHG	0	16	0	0
chr1	4764	+	CHG	0	14	0	0
chr1	4767	+	CHH	0	14	0	0
chr1	4772	+	CHH	0	15	0	0
chr1	4777	+	CHH	0	16	0	0
chr1	4778	+	CHG	0	17	0	0
chr1	4781	+	CHG	0	17	0	0
chr1	4795	+	CHH	0	15	0	0
chr1	4797	+	CHH	0	14	0	0
chr1	4801	+	CHH	0	15	0	0
chr1	4808	+	CHG	0	15	0	0
chr1	4811	+	CHG	0	16	0	0
chr1	4814	+	CHH	0	15	0	0
chr1	4817	+	CHH	0	15	0	0
chr1	4818	+	CHH	1	14	0.0714286	0
chr1	4820	+	CHH	0	15	0	0
chr1	4823	+	CHH	1	14	0.0714286	0
chr1	4830	+	CHH	0	13	0	0
chr1	4834	+	CHH	0	12	0	0
chr1	4837	+	CHH	0	12	0	0
chr1	4838	+	CHH	0	12	0	0
chr1	4839	+	CHH	0	13	0	0
chr1	4841	+	CHH	0	12	0	0
chr1	4843	+	CHH	0	13	0	0
chr1	4844	+	CHH	0	12	0	0
chr1	4860	+	CHH	0	14	0	0
chr1	4865	+	CHH	0	14	0	0
chr1	4867	+	CG	0	13	0	0
chr1	4870	+	CG	0	13	0	0
chr1	4874	+	CHG	0	13	0	0
chr1	4880	+	CHG	0	13	0	0
chr1	4888	+	CHH	0	16	0	0
chr1	4894	+	CG	0	18	0	0
chr1	4897	+	CHH	0	19	0	0
chr1	4898	+	CHG	0	19	0	0
chr1	4901	+	CHH	0	18	0	0
chr1	4904	+	CHG	0	18	0	0
chr1	4907	+	CHH	0	19	0	0
chr1	4913	+	CHH	0	21	0	0
chr1	4914	+	CHH	0	21	0	0
chr1	4918	+	CHH	0	22	0	0
chr1	4923	+	CHH	0	24	0	0
chr1	4925	+	CHH	0	25	0	0
chr1	4926	+	CHH	0	25	0	0
chr1	4941	+	CG	0	22	0	0
chr1	4958	+	CHH	0	23	0	0
chr1	5001	+	CHH	0	15	0	0
chr1	5004	+	CHH	0	16	0	0
chr1	5009	+	CHH	0	19	0	0
chr1	5012	+	CHG	1	17	0.0588235	0
chr1	5015	+	CHH	0	15	0	0
chr1	5020	+	CHG	0	15	0	0
chr1	5027	+	CHH	0	15	0	0
chr1	5029	+	CHG	0	14	0	0
chr1	5030	+	CG	0	14	0	0
chr1	5033	+	CHH	0	14	0	0
chr1	5034	+	CHH	0	15	0	0
chr1	5035	+	CHH	0	16	0	0
chr1	5042	+	CHH	0	15	0	0
chr1	5043	+	CHG	0	15	0	0
chr1	5049	+	CHG	0	13	0	0
chr1	5060	+	CHH	0	12	0	0
chr1	5061	+	CHG	0	12	0	0
chr1	5071	+	CHG	0	13	0	0
chr1	5079	+	CHG	0	15	0	0
chr1	5085	+	CHG	0	14	0	0
chr1	5091	+	CHH	0	15	0	0
chr1	5101	+	CHH	0	13	0	0
chr1	5110	+	CHH	0	14	0	0
chr1	5112	+	CHH	0	14	0	0
chr1	5122	+	CHH	0	14	0	0
chr1	5124	+	CHH	0	13	0	0
chr1	5127	+	CHH	0	11	0	0
chr1	5128	+	CHH	0	11	0	0
chr1	5134	+	CG	0	12	0	0
chr1	5136	+	CHH	0	12	0	0
chr1	5139	+	CHH	0	12	0	0
chr1	5145	+	CHH	0	11	0	0
chr1	5147	+	CHH	0	12	0	0
chr1	5149	+	CHH	0	12	0	0
chr1	5151	+	CG	0	12	0	0
chr1	5153	+	CHG	0	12	0	0
chr1	5164	+	CHH	0	11	0	0
chr1	5171	+	CHG	0	12	0	0
chr1	5179	+	CG	0	10	0	0
chr1	5185	+	CHH	0	9	0	0
chr1	5187	+	CHH	0	10	0	0
chr1	5190	+	CG	0	10	0	0
chr1	5194	+	CHH	0	8	0	0
chr1	5196	+	CHH	0	7	0	0
chr1	5197	+	CHH	0	7	0	0
chr1	5199	+	CHG	0	7	0	0
chr1	5217	+	CHG	0	7	0	0
chr1	5225	+	CHG	0	7	0	0
chr1	5226	+	CG	0	7	0	0
chr1	5230	+	CHH	0	8	0	0
chr1	5231	+	CHH	0	8	0	0
chr1	5235	+	CHH	0	9	0	0
chr1	5237	+	CG	0	8	0	0
chr1	5252	+	CHH	0	10	0	0
chr1	5253	+	CHH	0	11	0	0
chr1	5256	+	CHH	0	11	0	0
chr1	5263	+	CHH	0	10	0	0
chr1	5273	+	CHH	0	15	0	0
chr1	5274	+	CHH	0	15	0	0
chr1	5279	+	CHH	0	14	0	0
chr1	5281	+	CHH	0	14	0	0
chr1	5292	+	CHH	0	17	0	0
chr1	5294	+	CHH	0	17	0	0
chr1	5300	+	CHH	0	19	0	0
chr1	5303	+	CHH	0	19	0	0
chr1	5304	+	CHH	1	19	0.0526316	0
chr1	5309	+	CHG	0	19	0	0
chr1	5312	+	CHG	0	19	0	0
chr1	5317	+	CHH	0	19	0	0
chr1	5333	+	CHH	0	16	0	0
chr1	5335	+	CHH	0	16	0	0
chr1	5337	+	CHH	0	16	0	0
chr1	5339	+	CHH	0	17	0	0
chr1	5341	+	CHG	0	17	0	0
chr1	5349	+	CHH	0	15	0	0
chr1	5354	+	CHH	0	12	0	0
chr1	5362	+	CG	0	10	0	0
chr1	5368	+	CHG	0	11	0	0
chr1	5374	+	CHH	0	11	0	0
chr1	5377	+	CHH	0	10	0	0
chr1	5382	+	CHH	0	10	0	0
chr1	5385	+	CHH	0	10	0	0
chr1	5399	+	CHH	0	12	0	0
chr1	5406	+	CHH	1	12	0.0833333	0
chr1	5407	+	CHH	0	12	0	0
chr1	5409	+	CHH	0	13	0	0
chr1	5421	+	CHH	1	17	0.0588235	0
chr1	5429	+	CHG	0	20	0	0
chr1	5432	+	CHH	0	19	0	0
chr1	5436	+	CHG	1	19	0.0526316	0
chr1	5449	+	CG	1	20	0.05	0
chr1	5451	+	CHG	1	20	0.05	0
chr1	5459	+	CG	18	21	0.857143	1
chr1	5465	+	CG	16	21	0.761905	1
chr1	5479	+	CHG	0	23	0	0
chr1	5486	+	CHH	0	23	0	0
chr1	5488	+	CG	0	23	0	0
chr1	5492	+	CHH	0	23	0	0
chr1	5499	+	CHH	0	22	0	0
chr1	5500	+	CHH	0	22	0	0
chr1	5502	+	CHH	0	22	0	0
chr1	5503	+	CHH	0	22	0	0
chr1	5506	+	CHH	0	20	0	0
chr1	5507	+	CHH	0	20	0	0
chr1	5509	+	CHH	0	21	0	0
chr1	5510	+	CHH	1	21	0.047619	0
chr1	5513	+	CHH	0	17	0	0
chr1	5515	+	CG	0	15	0	0
chr1	5523	+	CHG	0	18	0	0
chr1	5528	+	CHG	0	18	0	0
chr1	5548	+	CHH	1	20	0.05	0
chr1	5550	+	CHG	0	20	0	0
chr1	5558	+	CHH	0	22	0	0
chr1	5562	+	CHH	0	20	0	0
chr1	5564	+	CHH	1	20	0.05	0
chr1	5570	+	CHH	0	19	0	0
chr1	5576	+	CHH	0	19	0	0
chr1	5585	+	CHH	0	21	0	0
chr1	5594	+	CHH	0	22	0	0
chr1	5597	+	CHH	0	23	0	0
chr1	5599	+	CHG	0	22	0	0
chr1	5600	+	CG	1	23	0.0434783	0
chr1	5603	+	CHH	0	23	0	0
chr1	5615	+	CHH	0	25	0	0
chr1	5619	+	CHH	0	25	0	0
chr1	5636	+	CHH	0	23	0	0
chr1	5641	+	CG	0	21	0	0
chr1	5647	+	CHH	0	21	0	0
chr1	5651	+	CHH	0	19	0	0
chr1	5653	+	CHH	0	19	0	0
chr1	5667	+	CHH	0	15	0	0
chr1	5699	+	CHH	0	9	0	0
chr1	5704	+	CHH	0	9	0	0
chr1	5706	+	CHG	0	9	0	0
chr1	5713	+	CHH	0	9	0	0
chr1	5715	+	CG	0	10	0	0
chr1	5717	+	CHH	0	9	0	0
chr1	5719	+	CHG	0	11	0	0
chr1	5720	+	CG	0	11	0	0
chr1	5794	+	CHG	1	22	0.0454545	0
chr1	5802	+	CHH	0	21	0	0
chr1	5846	+	CHH	0	12	0	0
chr1	5849	+	CG	0	12	0	0
chr1	5890	+	CHH	0	11	0	0
chr1	5912	+	CHH	1	12	0.0833333	0
chr1	5919	+	CHH	0	13	0	0
chr1	5920	+	CHH	0	13	0	0
chr1	5921	+	CHH	0	13	0	0
chr1	5944	+	CHH	0	16	0	0
chr1	5946	+	CHH	0	16	0	0
chr1	5954	+	CHH	0	19	0	0
chr1	5961	+	CHH	0	18	0	0
chr1	5964	+	CHH	0	18	0	0
chr1	5965	+	CHH	0	18	0	0
chr1	5973	+	CHH	0	16	0	0
chr1	5979	+	CHH	0	15	0	0
chr1	6001	+	CHH	0	19	0	0
chr1	6007	+	CHH	0	18	0	0
chr1	6009	+	CHG	0	17	0	0
chr1	6012	+	CG	0	17	0	0
chr1	6017	+	CHH	0	18	0	0
chr1	6022	+	CHH	0	16	0	0
