chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr2	422973	423151	+	179	AT2TE01765	RathE3_cons	RathE3_cons
chr2	1170283	1170500	+	218	AT2TE05290	RathE3_cons	RathE3_cons
chr2	1600852	1600943	+	92	AT2TE07385	RathE3_cons	RathE3_cons
chr2	1977341	1977442	+	102	AT2TE09115	RathE3_cons	RathE3_cons
chr2	2892765	2892925	-	161	AT2TE12620	RathE3_cons	RathE3_cons
chr2	3517283	3517482	-	200	AT2TE15340	RathE3_cons	RathE3_cons
chr2	6357828	6357870	+	43	AT2TE25890	RathE3_cons	RathE3_cons
chr2	6443189	6443260	+	72	AT2TE26290	RathE3_cons	RathE3_cons
chr2	6668136	6668266	+	131	AT2TE27190	RathE3_cons	RathE3_cons
chr2	7538533	7538561	-	29	AT2TE30985	RathE3_cons	RathE3_cons
chr2	7538562	7538703	-	142	AT2TE30990	RathE3_cons	RathE3_cons
chr2	10435046	10435189	+	144	AT2TE44735	RathE3_cons	RathE3_cons
chr2	10561999	10562140	+	142	AT2TE45325	RathE3_cons	RathE3_cons
chr2	11014593	11014692	-	100	AT2TE47455	RathE3_cons	RathE3_cons
chr2	11642914	11643072	-	159	AT2TE50555	RathE3_cons	RathE3_cons
chr2	14284644	14284742	+	99	AT2TE63200	RathE3_cons	RathE3_cons
chr2	14290636	14290799	-	164	AT2TE63225	RathE3_cons	RathE3_cons
chr2	15845108	15845330	+	223	AT2TE70870	RathE3_cons	RathE3_cons
chr3	9406026	9406190	-	165	AT3TE39280	RathE3_cons	RathE3_cons
chr3	9839272	9839312	+	41	AT3TE40960	RathE3_cons	RathE3_cons
chr3	10075096	10075211	+	116	AT3TE41940	RathE3_cons	RathE3_cons
chr3	10104339	10104486	+	148	AT3TE42060	RathE3_cons	RathE3_cons
chr3	10112017	10112175	-	159	AT3TE42080	RathE3_cons	RathE3_cons
chr3	10128865	10129024	-	160	AT3TE42155	RathE3_cons	RathE3_cons
chr3	11095786	11095947	-	162	AT3TE46160	RathE3_cons	RathE3_cons
chr3	11140920	11141140	+	221	AT3TE46330	RathE3_cons	RathE3_cons
chr3	11283807	11283961	+	155	AT3TE47015	RathE3_cons	RathE3_cons
chr3	11962117	11962206	-	90	AT3TE49800	RathE3_cons	RathE3_cons
chr3	13525512	13525531	+	20	AT3TE55045	RathE3_cons	RathE3_cons
chr3	13525532	13525655	+	124	AT3TE55050	RathE3_cons	RathE3_cons
chr3	15221816	15221989	-	174	AT3TE61900	RathE3_cons	RathE3_cons
chr3	15225960	15226132	-	173	AT3TE61915	RathE3_cons	RathE3_cons
chr3	15775029	15775048	+	20	AT3TE63770	RathE3_cons	RathE3_cons
chr3	15775049	15775148	+	100	AT3TE63775	RathE3_cons	RathE3_cons
chr3	15794620	15794808	-	189	AT3TE63860	RathE3_cons	RathE3_cons
chr3	15944452	15944556	+	105	AT3TE64505	RathE3_cons	RathE3_cons
chr3	16395678	16395880	+	203	AT3TE66400	RathE3_cons	RathE3_cons
chr3	16814156	16814256	-	101	AT3TE68095	RathE3_cons	RathE3_cons
chr3	17072555	17072658	-	104	AT3TE69205	RathE3_cons	RathE3_cons
chr4	53736	53929	-	194	AT4TE00235	RathE3_cons	RathE3_cons
chr4	410106	410200	+	95	AT4TE02130	RathE3_cons	RathE3_cons
chr4	583498	583741	-	244	AT4TE03045	RathE3_cons	RathE3_cons
chr4	2218641	2218840	-	200	AT4TE10375	RathE3_cons	RathE3_cons
chr4	2237792	2237961	-	170	AT4TE10455	RathE3_cons	RathE3_cons
chr4	2393746	2393874	-	129	AT4TE11155	RathE3_cons	RathE3_cons
chr4	2420270	2420447	-	178	AT4TE11280	RathE3_cons	RathE3_cons
chr4	2594949	2595049	+	101	AT4TE12160	RathE3_cons	RathE3_cons
chr4	2595056	2595192	+	137	AT4TE12165	RathE3_cons	RathE3_cons
chr4	3356552	3356712	+	161	AT4TE15310	RathE3_cons	RathE3_cons
chr4	6748757	6748926	-	170	AT4TE28980	RathE3_cons	RathE3_cons
chr4	6890438	6890650	-	213	AT4TE29690	RathE3_cons	RathE3_cons
chr4	7063901	7064003	+	103	AT4TE30630	RathE3_cons	RathE3_cons
chr4	7675485	7675622	-	138	AT4TE33600	RathE3_cons	RathE3_cons
chr4	8801262	8801380	-	119	AT4TE39315	RathE3_cons	RathE3_cons
chr4	9048990	9049044	-	55	AT4TE40595	RathE3_cons	RathE3_cons
chr4	10011123	10011295	-	173	AT4TE45475	RathE3_cons	RathE3_cons
chr4	10370460	10370594	-	135	AT4TE47330	RathE3_cons	RathE3_cons
chr4	10745140	10745211	-	72	AT4TE49225	RathE3_cons	RathE3_cons
chr4	12302972	12303167	+	196	AT4TE57160	RathE3_cons	RathE3_cons
chr5	4561192	4561364	+	173	AT5TE16500	RathE3_cons	RathE3_cons
chr5	5717313	5717511	-	199	AT5TE20680	RathE3_cons	RathE3_cons
chr5	7478461	7478632	-	172	AT5TE27040	RathE3_cons	RathE3_cons
chr5	7490953	7491104	+	152	AT5TE27090	RathE3_cons	RathE3_cons
chr5	7528852	7529022	+	171	AT5TE27210	RathE3_cons	RathE3_cons
chr5	8511092	8511269	+	178	AT5TE30795	RathE3_cons	RathE3_cons
chr5	8697412	8697543	+	132	AT5TE31450	RathE3_cons	RathE3_cons
chr5	8701742	8701840	+	99	AT5TE31470	RathE3_cons	RathE3_cons
chr5	8850535	8850643	-	109	AT5TE32050	RathE3_cons	RathE3_cons
chr5	9129093	9129218	+	126	AT5TE33000	RathE3_cons	RathE3_cons
chr5	9363988	9364113	-	126	AT5TE33955	RathE3_cons	RathE3_cons
chr5	9652666	9652746	+	81	AT5TE35010	RathE3_cons	RathE3_cons
chr5	11290788	11290881	-	94	AT5TE40925	RathE3_cons	RathE3_cons
chr5	13550560	13550581	+	22	AT5TE48105	RathE3_cons	RathE3_cons
chr5	13550582	13550718	+	137	AT5TE48110	RathE3_cons	RathE3_cons
chr5	13761107	13761230	+	124	AT5TE49005	RathE3_cons	RathE3_cons
chr5	14746816	14746978	-	163	AT5TE53145	RathE3_cons	RathE3_cons
chr5	15865102	15865165	+	64	AT5TE57280	RathE3_cons	RathE3_cons
chr5	20571112	20571153	-	42	AT5TE74100	RathE3_cons	RathE3_cons
chr5	20604453	20604494	-	42	AT5TE74220	RathE3_cons	RathE3_cons
