chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	4111111	4113062	+	1952	AT1TE13375	ARNOLDY1	DNA/MuDR
chr1	4113063	4113122	-	60	AT1TE13380	ARNOLD1	DNA/MuDR
chr1	4129817	4130189	+	373	AT1TE13430	BRODYAGA1A	DNA/MuDR
chr1	4135742	4136147	-	406	AT1TE13450	BRODYAGA2	DNA/MuDR
chr1	4209164	4209607	-	444	AT1TE13690	ATMU3N1	DNA/MuDR
chr1	4297983	4298477	+	495	AT1TE13980	BRODYAGA2	DNA/MuDR
chr1	4329877	4334393	+	4517	AT1TE14085	ATMU4	DNA/MuDR
chr1	4374596	4374826	-	231	AT1TE14210	ATMU10	DNA/MuDR
chr1	4487465	4487576	-	112	AT1TE14590	VANDAL3	DNA/MuDR
chr1	4519858	4520031	+	174	AT1TE14670	VANDAL1	DNA/MuDR
chr1	4538949	4539356	-	408	AT1TE14730	BRODYAGA1A	DNA/MuDR
chr1	4546279	4546388	+	110	AT1TE14750	ARNOLD2	DNA/MuDR
chr1	4546389	4546409	+	21	AT1TE14755	VANDAL8	DNA/MuDR
chr1	4683026	4685396	+	2371	AT1TE15170	AT9MU1	DNA/MuDR
chr1	4683975	4684349	+	375	AT1TE15175	ATMU1	DNA/MuDR
chr1	4685519	4685630	+	112	AT1TE15180	AT9NMU1	DNA/MuDR
chr1	4689801	4690244	-	444	AT1TE15190	BRODYAGA1A	DNA/MuDR
chr1	4945121	4945380	+	260	AT1TE16010	ARNOLDY2	DNA/MuDR
chr1	5098849	5099142	+	294	AT1TE16500	VANDAL6	DNA/MuDR
chr1	5100442	5100610	+	169	AT1TE16505	VANDAL6	DNA/MuDR
chr1	5123634	5123802	+	169	AT1TE16580	BRODYAGA1A	DNA/MuDR
chr1	5129880	5130004	-	125	AT1TE16590	BRODYAGA1A	DNA/MuDR
chr1	5275965	5276773	+	809	AT1TE17050	VANDAL17	DNA/MuDR
chr1	5375978	5376341	+	364	AT1TE17365	BRODYAGA1A	DNA/MuDR
chr1	5391427	5392691	+	1265	AT1TE17415	BRODYAGA2	DNA/MuDR
chr1	5451893	5452078	-	186	AT1TE17610	VANDAL1	DNA/MuDR
chr1	5634545	5635101	-	557	AT1TE18210	BRODYAGA2	DNA/MuDR
chr1	5805366	5805709	-	344	AT1TE18770	VANDAL5A	DNA/MuDR
chr1	5807742	5807891	-	150	AT1TE18775	ATDNAI27T9B	DNA/MuDR
chr1	5862802	5862941	-	140	AT1TE18950	VANDAL8	DNA/MuDR
chr1	5911725	5916535	+	4811	AT1TE19130	ATMU3	DNA/MuDR
chr1	5916536	5916583	+	48	AT1TE19135	ATMU7	DNA/MuDR
chr1	5963974	5964607	+	634	AT1TE19280	VANDAL17	DNA/MuDR
chr1	6156401	6158864	-	2464	AT1TE19910	VANDAL2N1	DNA/MuDR
chr1	6199687	6199844	+	158	AT1TE20050	BRODYAGA2	DNA/MuDR
chr1	6209602	6209717	-	116	AT1TE20080	ATMU3N1	DNA/MuDR
chr1	6211027	6211309	+	283	AT1TE20085	VANDAL12	DNA/MuDR
chr1	6211689	6211987	+	299	AT1TE20090	ATREP16	DNA/MuDR
chr1	6219238	6219260	+	23	AT1TE20115	VANDAL8	DNA/MuDR
chr1	6236163	6236229	+	67	AT1TE20185	BRODYAGA2	DNA/MuDR
chr1	6236275	6237764	+	1490	AT1TE20195	ARNOLDY2	DNA/MuDR
chr1	6429617	6430111	+	495	AT1TE20840	ATMU6N1	DNA/MuDR
chr1	6449849	6450293	-	445	AT1TE20900	BRODYAGA1A	DNA/MuDR
chr1	6450341	6450389	-	49	AT1TE20910	ATDNA2T9C	DNA/MuDR
chr1	6453142	6453546	-	405	AT1TE20915	BRODYAGA1A	DNA/MuDR
chr1	6481931	6481979	-	49	AT1TE21020	VANDAL4	DNA/MuDR
chr1	6574510	6575045	+	536	AT1TE21310	ATN9_1	DNA/MuDR
chr1	6640460	6640486	-	27	AT1TE21510	BRODYAGA1A	DNA/MuDR
chr1	6753991	6754119	-	129	AT1TE21830	ATDNAI27T9A	DNA/MuDR
chr1	6951418	6951538	-	121	AT1TE22460	ATDNAI27T9A	DNA/MuDR
chr1	7023493	7023545	-	53	AT1TE22690	ATMU6N1	DNA/MuDR
chr1	7023546	7024535	+	990	AT1TE22695	ATMU6N1	DNA/MuDR
chr1	7024536	7024565	-	30	AT1TE22700	ATMU6N1	DNA/MuDR
chr1	7024566	7024640	-	75	AT1TE22705	ATMU6	DNA/MuDR
chr1	7037488	7037582	+	95	AT1TE22760	ARNOLDY2	DNA/MuDR
chr1	7125860	7125994	-	135	AT1TE23040	ATDNA1T9A	DNA/MuDR
chr1	7254947	7257226	-	2280	AT1TE23420	VANDAL1N1	DNA/MuDR
chr1	7285421	7286126	-	706	AT1TE23520	VANDAL17	DNA/MuDR
chr1	7286127	7286289	-	163	AT1TE23525	VANDAL17	DNA/MuDR
chr1	7313962	7314091	-	130	AT1TE23620	ATDNAI27T9C	DNA/MuDR
chr1	7352930	7365197	-	12268	AT1TE23740	VANDAL14	DNA/MuDR
chr1	7392261	7392513	+	253	AT1TE23830	VANDAL13	DNA/MuDR
chr1	7393252	7393404	+	153	AT1TE23835	VANDAL14	DNA/MuDR
chr1	7397253	7397547	-	295	AT1TE23845	ATMUN1	DNA/MuDR
chr1	7505757	7505989	+	233	AT1TE24170	ATDNA2T9C	DNA/MuDR
chr1	7676716	7676809	-	94	AT1TE24735	BRODYAGA2	DNA/MuDR
chr1	7761116	7761200	+	85	AT1TE24950	AT9NMU1	DNA/MuDR
chr1	7761201	7762110	-	910	AT1TE24955	AT9NMU1	DNA/MuDR
chr1	7762111	7762136	-	26	AT1TE24960	AT9NMU1	DNA/MuDR
chr1	7762137	7762164	-	28	AT1TE24965	AT9NMU1	DNA/MuDR
chr1	7787596	7787625	+	30	AT1TE25035	BRODYAGA2	DNA/MuDR
chr1	7788825	7789179	+	355	AT1TE25045	BRODYAGA1A	DNA/MuDR
chr1	7857328	7857683	-	356	AT1TE25285	BRODYAGA1A	DNA/MuDR
chr1	7959315	7959915	-	601	AT1TE25610	ATDNA2T9C	DNA/MuDR
chr1	7960124	7961263	-	1140	AT1TE25615	ATDNA2T9B	DNA/MuDR
chr1	7961264	7961466	-	203	AT1TE25620	ATDNA2T9A	DNA/MuDR
chr1	8002930	8003330	-	401	AT1TE25745	BRODYAGA1A	DNA/MuDR
chr1	8023560	8024044	+	485	AT1TE25820	BRODYAGA1A	DNA/MuDR
chr1	8042670	8042891	-	222	AT1TE25875	VANDALNX2	DNA/MuDR
chr1	8113300	8113476	+	177	AT1TE26100	ARNOLDY2	DNA/MuDR
chr1	8238432	8238454	-	23	AT1TE26530	ARNOLDY2	DNA/MuDR
chr1	8239850	8240013	+	164	AT1TE26540	ARNOLDY2	DNA/MuDR
chr1	8419005	8419254	+	250	AT1TE27190	ARNOLDY2	DNA/MuDR
chr1	8448340	8448464	-	125	AT1TE27285	BRODYAGA2	DNA/MuDR
chr1	8453486	8461797	+	8312	AT1TE27295	VANDAL6	DNA/MuDR
chr1	8461419	8461481	+	63	AT1TE27300	VANDAL6	DNA/MuDR
chr1	8475177	8475479	-	303	AT1TE27345	ATREP16	DNA/MuDR
chr1	8476059	8476379	+	321	AT1TE27350	ATREP16	DNA/MuDR
chr1	8573146	8573496	-	351	AT1TE27655	ATMUNX1	DNA/MuDR
chr1	8573497	8573632	-	136	AT1TE27660	ATMUNX1	DNA/MuDR
chr1	8582914	8583685	-	772	AT1TE27690	BRODYAGA2	DNA/MuDR
chr1	8649671	8649768	-	98	AT1TE27920	BRODYAGA1A	DNA/MuDR
chr1	8654079	8654425	-	347	AT1TE27935	BRODYAGA1A	DNA/MuDR
chr1	8713283	8713751	-	469	AT1TE28120	BRODYAGA2	DNA/MuDR
chr1	8779415	8779452	-	38	AT1TE28335	VANDAL6	DNA/MuDR
chr1	8790241	8797988	-	7748	AT1TE28370	VANDAL5	DNA/MuDR
chr1	8791596	8792382	+	787	AT1TE28375	VANDAL4	DNA/MuDR
chr1	8793538	8794372	+	835	AT1TE28380	VANDAL4	DNA/MuDR
chr1	8797989	8798224	-	236	AT1TE28390	VANDAL5A	DNA/MuDR
chr1	8801943	8801980	-	38	AT1TE28410	VANDAL6	DNA/MuDR
chr1	8816321	8816358	-	38	AT1TE28465	VANDAL6	DNA/MuDR
chr1	8830699	8830736	-	38	AT1TE28515	VANDAL6	DNA/MuDR
chr1	8851193	8851341	+	149	AT1TE28580	ATDNAI27T9C	DNA/MuDR
chr1	8869580	8869748	-	169	AT1TE28630	VANDAL22	DNA/MuDR
chr1	8873203	8873826	-	624	AT1TE28650	ATDNA2T9C	DNA/MuDR
chr1	9004807	9004833	+	27	AT1TE29055	VANDAL2N1	DNA/MuDR
chr1	9004836	9015724	+	10889	AT1TE29060	VANDAL2	DNA/MuDR
chr1	9023713	9023800	-	88	AT1TE29080	ATDNAI27T9A	DNA/MuDR
chr1	9042257	9042440	-	184	AT1TE29140	VANDAL1	DNA/MuDR
chr1	9042441	9042476	-	36	AT1TE29145	VANDAL1	DNA/MuDR
chr1	9082621	9082919	+	299	AT1TE29265	ATREP16	DNA/MuDR
chr1	9117490	9117606	+	117	AT1TE29370	VANDAL18NB	DNA/MuDR
chr1	9129202	9129588	+	387	AT1TE29395	ATDNA2T9C	DNA/MuDR
chr1	9146082	9146256	-	175	AT1TE29465	ARNOLDY2	DNA/MuDR
chr1	9146257	9146286	+	30	AT1TE29470	ARNOLDY2	DNA/MuDR
chr1	9146287	9147162	+	876	AT1TE29475	ARNOLDY2	DNA/MuDR
chr1	9187620	9188638	+	1019	AT1TE29605	ATMUN1	DNA/MuDR
chr1	9200278	9200364	-	87	AT1TE29650	BRODYAGA1	DNA/MuDR
chr1	9235669	9235746	-	78	AT1TE29760	ARNOLDY1	DNA/MuDR
chr1	9235747	9235932	-	186	AT1TE29765	ARNOLDY2	DNA/MuDR
chr1	9235933	9237369	-	1437	AT1TE29770	ARNOLDY2	DNA/MuDR
chr1	9278689	9279001	+	313	AT1TE29905	BRODYAGA1A	DNA/MuDR
chr1	9282935	9282960	+	26	AT1TE29915	BRODYAGA2	DNA/MuDR
chr1	9318360	9318496	+	137	AT1TE30045	VANDAL1	DNA/MuDR
chr1	9335611	9336202	+	592	AT1TE30095	BRODYAGA1A	DNA/MuDR
chr1	9415990	9416022	+	33	AT1TE30345	AT9TSD1	DNA/MuDR
chr1	9440606	9440975	-	370	AT1TE30440	BRODYAGA1A	DNA/MuDR
chr1	9462957	9463496	-	540	AT1TE30510	ARNOLDY2	DNA/MuDR
chr1	9547087	9547141	-	55	AT1TE30760	AT9TSD1	DNA/MuDR
chr1	9585965	9587249	-	1285	AT1TE30890	ARNOLDY2	DNA/MuDR
chr1	9618290	9618543	+	254	AT1TE31000	BRODYAGA1A	DNA/MuDR
chr1	9629651	9629939	+	289	AT1TE31045	ARNOLDY1	DNA/MuDR
chr1	9676477	9691257	-	14781	AT1TE31190	VANDAL2	DNA/MuDR
chr1	9691258	9691303	-	46	AT1TE31195	VANDAL2	DNA/MuDR
chr1	9691304	9691418	-	115	AT1TE31200	VANDAL2N1	DNA/MuDR
chr1	9744857	9745492	+	636	AT1TE31380	VANDAL4	DNA/MuDR
chr1	9848091	9848331	+	241	AT1TE31700	ATDNA2T9B	DNA/MuDR
chr1	9899847	9899984	+	138	AT1TE31895	ATDNAI27T9C	DNA/MuDR
chr1	9900210	9900281	+	72	AT1TE31900	BRODYAGA2	DNA/MuDR
chr1	9915357	9916480	-	1124	AT1TE31970	BRODYAGA1A	DNA/MuDR
chr1	9916481	9916577	-	97	AT1TE31975	BRODYAGA1A	DNA/MuDR
chr1	9916578	9916827	-	250	AT1TE31980	BRODYAGA1	DNA/MuDR
chr1	9992078	9992656	+	579	AT1TE32220	BRODYAGA2	DNA/MuDR
chr1	10025735	10025856	+	122	AT1TE32340	LIMPET1	DNA/MuDR
chr1	10114015	10114270	-	256	AT1TE32620	VANDAL17	DNA/MuDR
chr1	10114660	10115025	+	366	AT1TE32625	ATMUNX1	DNA/MuDR
chr1	10144109	10144182	-	74	AT1TE32710	BRODYAGA1A	DNA/MuDR
chr1	10144183	10144531	-	349	AT1TE32715	ATDNA2T9C	DNA/MuDR
chr1	10144532	10144558	-	27	AT1TE32720	BRODYAGA1A	DNA/MuDR
chr1	10152743	10152772	+	30	AT1TE32750	VANDAL1N1	DNA/MuDR
chr1	10152773	10154690	+	1918	AT1TE32755	VANDAL1	DNA/MuDR
chr1	10154691	10155086	+	396	AT1TE32760	VANDAL2N1	DNA/MuDR
chr1	10155201	10156790	+	1590	AT1TE32765	VANDAL1N1	DNA/MuDR
chr1	10155605	10155652	+	48	AT1TE32770	VANDAL1N1	DNA/MuDR
chr1	10170915	10171300	+	386	AT1TE32825	BRODYAGA1A	DNA/MuDR
chr1	10231645	10232308	+	664	AT1TE33035	BRODYAGA2	DNA/MuDR
chr1	10236377	10236490	+	114	AT1TE33060	ATDNAI27T9A	DNA/MuDR
chr1	10237612	10237792	-	181	AT1TE33065	ATMU11	DNA/MuDR
chr1	10314649	10314725	-	77	AT1TE33335	BRODYAGA2	DNA/MuDR
chr1	10347111	10347383	+	273	AT1TE33450	VANDAL5	DNA/MuDR
chr1	10347384	10348529	+	1146	AT1TE33455	VANDAL5A	DNA/MuDR
chr1	10348567	10348766	+	200	AT1TE33460	VANDAL4	DNA/MuDR
chr1	10349201	10349353	+	153	AT1TE33465	VANDAL5	DNA/MuDR
chr1	10442906	10442999	-	94	AT1TE33740	VANDAL8	DNA/MuDR
chr1	10443000	10443478	+	479	AT1TE33745	BRODYAGA2	DNA/MuDR
chr1	10456764	10456841	-	78	AT1TE33790	VANDAL20	DNA/MuDR
chr1	10497530	10497719	+	190	AT1TE33920	ATREP16	DNA/MuDR
chr1	10497747	10497855	+	109	AT1TE33925	ATREP16	DNA/MuDR
chr1	10506479	10506500	-	22	AT1TE33950	ATMU6N1	DNA/MuDR
chr1	10506501	10507368	-	868	AT1TE33955	BOMZH2	DNA/MuDR
chr1	10507369	10507412	-	44	AT1TE33960	ATMU6	DNA/MuDR
chr1	10524679	10524717	+	39	AT1TE34010	BRODYAGA2	DNA/MuDR
chr1	10592111	10592664	-	554	AT1TE34265	BRODYAGA2	DNA/MuDR
chr1	10596062	10596335	-	274	AT1TE34285	ATDNA2T9C	DNA/MuDR
chr1	10655834	10655963	+	130	AT1TE34455	ARNOLD1	DNA/MuDR
chr1	10790656	10791009	-	354	AT1TE34860	VANDAL17	DNA/MuDR
chr1	10800967	10801070	+	104	AT1TE34890	LIMPET1	DNA/MuDR
chr1	10802426	10803341	-	916	AT1TE34895	AT9NMU1	DNA/MuDR
chr1	10803342	10803366	-	25	AT1TE34900	AT9NMU1	DNA/MuDR
chr1	10886713	10887319	+	607	AT1TE35160	VANDAL8	DNA/MuDR
chr1	10929425	10931699	-	2275	AT1TE35305	VANDAL8	DNA/MuDR
chr1	10931700	10931893	+	194	AT1TE35310	BRODYAGA1A	DNA/MuDR
chr1	10956552	10957346	-	795	AT1TE35395	BRODYAGA2	DNA/MuDR
chr1	10966588	10966875	-	288	AT1TE35410	BRODYAGA1A	DNA/MuDR
chr1	11023419	11023824	-	406	AT1TE35610	ATDNA2T9C	DNA/MuDR
chr1	11048697	11051466	-	2770	AT1TE35680	VANDAL2N1	DNA/MuDR
chr1	11060778	11061137	+	360	AT1TE35710	BRODYAGA1A	DNA/MuDR
chr1	11068630	11068731	-	102	AT1TE35730	BRODYAGA2	DNA/MuDR
chr1	11120129	11120890	-	762	AT1TE35930	VANDAL20	DNA/MuDR
chr1	11124546	11124578	+	33	AT1TE35940	VANDAL8	DNA/MuDR
chr1	11126986	11127156	-	171	AT1TE35970	VANDAL20	DNA/MuDR
chr1	11167568	11167817	-	250	AT1TE36100	BRODYAGA1A	DNA/MuDR
chr1	11181168	11181521	-	354	AT1TE36135	ATMUN1	DNA/MuDR
chr1	11201317	11201431	-	115	AT1TE36200	BRODYAGA1	DNA/MuDR
chr1	11241567	11241774	-	208	AT1TE36345	BRODYAGA2	DNA/MuDR
chr1	11241775	11242082	+	308	AT1TE36350	ATDNAI27T9A	DNA/MuDR
chr1	11294809	11294860	-	52	AT1TE36535	ARNOLDY2	DNA/MuDR
chr1	11301592	11301728	-	137	AT1TE36560	ATMUNX1	DNA/MuDR
chr1	11335194	11335777	-	584	AT1TE36665	BRODYAGA1	DNA/MuDR
chr1	11335778	11335886	+	109	AT1TE36670	BRODYAGA2	DNA/MuDR
chr1	11421959	11422070	-	112	AT1TE36940	ARNOLD1	DNA/MuDR
chr1	11455750	11456169	+	420	AT1TE37070	ARNOLD4	DNA/MuDR
chr1	11486637	11486704	+	68	AT1TE37155	BRODYAGA2	DNA/MuDR
chr1	11508353	11508500	-	148	AT1TE37220	VANDAL7	DNA/MuDR
chr1	11516845	11517045	+	201	AT1TE37255	BRODYAGA2	DNA/MuDR
chr1	11590320	11590571	-	252	AT1TE37520	VANDAL8	DNA/MuDR
chr1	11591270	11591960	-	691	AT1TE37530	BRODYAGA1	DNA/MuDR
chr1	11660991	11661122	+	132	AT1TE37760	ATDNA2T9C	DNA/MuDR
chr1	11666452	11666871	-	420	AT1TE37770	BRODYAGA1A	DNA/MuDR
chr1	11703841	11704294	-	454	AT1TE37905	VANDAL3	DNA/MuDR
chr1	11704458	11704896	-	439	AT1TE37910	VANDAL3	DNA/MuDR
chr1	11704897	11705026	-	130	AT1TE37915	VANDAL3	DNA/MuDR
chr1	11720253	11720280	+	28	AT1TE37970	BRODYAGA2	DNA/MuDR
chr1	11752261	11755077	+	2817	AT1TE38090	VANDAL2N1	DNA/MuDR
chr1	11819680	11820061	+	382	AT1TE38305	BRODYAGA1	DNA/MuDR
chr1	11834650	11834922	+	273	AT1TE38345	VANDAL5	DNA/MuDR
chr1	11834923	11836068	+	1146	AT1TE38350	VANDAL5A	DNA/MuDR
chr1	11836106	11836305	+	200	AT1TE38355	VANDAL4	DNA/MuDR
chr1	11836740	11836893	+	154	AT1TE38360	VANDAL5	DNA/MuDR
chr1	11863985	11864831	+	847	AT1TE38460	BRODYAGA2	DNA/MuDR
chr1	11887020	11887094	-	75	AT1TE38520	ARNOLDY1	DNA/MuDR
chr1	11887095	11887151	+	57	AT1TE38525	ARNOLD2	DNA/MuDR
chr1	11887152	11901703	+	14552	AT1TE38530	ARNOLD2	DNA/MuDR
chr1	11983040	11983078	+	39	AT1TE38785	ARNOLDY2	DNA/MuDR
chr1	11983079	11983129	+	51	AT1TE38790	ARNOLDY2	DNA/MuDR
chr1	11983130	11984131	+	1002	AT1TE38795	ARNOLDY2	DNA/MuDR
chr1	11984132	11984303	+	172	AT1TE38800	ARNOLDY1	DNA/MuDR
chr1	11998682	11998872	+	191	AT1TE38865	ARNOLDY2	DNA/MuDR
chr1	12009495	12009841	+	347	AT1TE38900	ATMUNX1	DNA/MuDR
chr1	12012336	12012506	-	171	AT1TE38910	ARNOLDY2	DNA/MuDR
chr1	12138862	12139089	-	228	AT1TE39370	BRODYAGA2	DNA/MuDR
chr1	12139300	12139652	+	353	AT1TE39375	VANDAL12	DNA/MuDR
chr1	12140695	12141659	-	965	AT1TE39380	ATMU10	DNA/MuDR
chr1	12142987	12143017	+	31	AT1TE39395	BRODYAGA2	DNA/MuDR
chr1	12143018	12143178	-	161	AT1TE39400	BRODYAGA2	DNA/MuDR
chr1	12184078	12184141	+	64	AT1TE39540	VANDAL8	DNA/MuDR
chr1	12196683	12196963	-	281	AT1TE39590	VANDAL3	DNA/MuDR
chr1	12207727	12207838	+	112	AT1TE39630	VANDAL1	DNA/MuDR
chr1	12241385	12241494	-	110	AT1TE39765	BRODYAGA1	DNA/MuDR
chr1	12242736	12243209	-	474	AT1TE39775	ATMU6N1	DNA/MuDR
chr1	12252002	12252350	-	349	AT1TE39800	ATMU9	DNA/MuDR
chr1	12286564	12287597	+	1034	AT1TE39915	VANDAL18NA	DNA/MuDR
chr1	12287598	12287713	+	116	AT1TE39920	VANDAL18NA	DNA/MuDR
chr1	12309952	12310543	-	592	AT1TE40030	BRODYAGA1	DNA/MuDR
chr1	12341018	12341310	+	293	AT1TE40155	ATMUNX1	DNA/MuDR
chr1	12346862	12347001	-	140	AT1TE40175	ATMU7	DNA/MuDR
chr1	12347002	12347086	-	85	AT1TE40180	ATMU7	DNA/MuDR
chr1	12372766	12373301	+	536	AT1TE40260	ARNOLDY1	DNA/MuDR
chr1	12381499	12381898	+	400	AT1TE40285	ATDNA2T9C	DNA/MuDR
chr1	12387695	12388109	+	415	AT1TE40295	ARNOLD4	DNA/MuDR
chr1	12476770	12478196	+	1427	AT1TE40620	VANDALNX2	DNA/MuDR
chr1	12494577	12494613	+	37	AT1TE40670	ATMUN1	DNA/MuDR
chr1	12494614	12494935	+	322	AT1TE40675	ATDNA2T9C	DNA/MuDR
chr1	12527192	12527287	+	96	AT1TE40785	BRODYAGA1A	DNA/MuDR
chr1	12547603	12547626	+	24	AT1TE40860	BRODYAGA2	DNA/MuDR
chr1	12565673	12565951	-	279	AT1TE40935	ATDNAI27T9A	DNA/MuDR
chr1	12568438	12568468	-	31	AT1TE40945	LIMPET1	DNA/MuDR
chr1	12569339	12569583	-	245	AT1TE40950	LIMPET1	DNA/MuDR
chr1	12572723	12572963	-	241	AT1TE40960	LIMPET1	DNA/MuDR
chr1	12573376	12573529	-	154	AT1TE40965	ATDNAI26T9	DNA/MuDR
chr1	12574466	12574595	-	130	AT1TE40970	LIMPET1	DNA/MuDR
chr1	12592611	12592835	-	225	AT1TE41025	ATDNAI27T9C	DNA/MuDR
chr1	12592985	12593289	-	305	AT1TE41030	LIMPET1	DNA/MuDR
chr1	12593290	12593311	+	22	AT1TE41035	ATDNAI27T9C	DNA/MuDR
