chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	14027020	14027168	+	149	AT1TE46075	ATHAT1	DNA/HAT
chr1	14069500	14070821	+	1322	AT1TE46230	ATHAT1	DNA/HAT
chr1	14075428	14075463	+	36	AT1TE46240	TAG2	DNA/HAT
chr1	14075464	14076385	+	922	AT1TE46245	ATHAT1	DNA/HAT
chr1	14076511	14076682	+	172	AT1TE46250	SIMPLEHAT2	DNA/HAT
chr1	14095842	14096232	-	391	AT1TE46275	ATHAT1	DNA/HAT
chr1	14096233	14096296	-	64	AT1TE46280	ATHAT1	DNA/HAT
chr1	14287804	14288391	+	588	AT1TE46880	ATHATN1	DNA/HAT
chr1	14289036	14289526	+	491	AT1TE46890	ATHATN1	DNA/HAT
chr1	14289527	14289577	+	51	AT1TE46895	ATHATN1	DNA/HAT
chr1	14292522	14293012	+	491	AT1TE46900	ATHATN1	DNA/HAT
chr1	14293013	14293069	+	57	AT1TE46905	ATHATN1	DNA/HAT
chr1	14298032	14298666	+	635	AT1TE46940	ATHATN7	DNA/HAT
chr1	14307040	14307208	-	169	AT1TE46995	ATHAT1	DNA/HAT
chr1	15725500	15725601	+	102	AT1TE51770	TAG2	DNA/HAT
chr1	15725602	15727426	+	1825	AT1TE51775	ATHAT1	DNA/HAT
chr1	15887701	15887859	-	159	AT1TE52290	ATHATN1	DNA/HAT
chr1	15890200	15891183	+	984	AT1TE52310	TAG3N1	DNA/HAT
chr1	15890485	15890603	+	119	AT1TE52315	TAG1	DNA/HAT
chr1	15918409	15918615	+	207	AT1TE52445	ATHATN5	DNA/HAT
chr1	15980798	15980948	-	151	AT1TE52675	ATHATN5	DNA/HAT
chr1	15984521	15984829	+	309	AT1TE52685	ATHATN10	DNA/HAT
chr1	15984830	15985729	+	900	AT1TE52690	ATHATN10	DNA/HAT
chr1	15984878	15985154	+	277	AT1TE52695	ATHAT10	DNA/HAT
chr1	16034406	16034719	+	314	AT1TE52835	ATHATN1	DNA/HAT
chr1	16070137	16074320	+	4184	AT1TE52925	ATHAT3	DNA/HAT
chr1	16106231	16109971	-	3741	AT1TE53030	ATHAT3	DNA/HAT
chr1	16124620	16124702	-	83	AT1TE53100	SIMPLEHAT2	DNA/HAT
chr1	16124703	16125144	-	442	AT1TE53105	SIMPLEHAT2	DNA/HAT
chr1	16248690	16249108	-	419	AT1TE53495	ATHATN4	DNA/HAT
chr1	16252755	16254035	+	1281	AT1TE53510	SIMPLEHAT2	DNA/HAT
chr1	16318842	16319152	+	311	AT1TE53725	TAG1	DNA/HAT
chr1	16351946	16352111	+	166	AT1TE53885	TAG2	DNA/HAT
chr1	16352973	16353121	+	149	AT1TE53890	ATHATN1	DNA/HAT
chr1	16430418	16430658	-	241	AT1TE54160	ATHATN2	DNA/HAT
chr1	16467478	16467772	+	295	AT1TE54320	ATHATN4	DNA/HAT
chr1	16482959	16483451	-	493	AT1TE54385	TAG1	DNA/HAT
chr1	16483793	16483982	-	190	AT1TE54390	TAG3N1	DNA/HAT
chr1	16751224	16751705	+	482	AT1TE55325	ATHAT1	DNA/HAT
chr1	16769734	16770051	-	318	AT1TE55415	ATHATN1	DNA/HAT
chr1	16996196	16996543	+	348	AT1TE56285	ATHATN1	DNA/HAT
chr1	16996654	16996973	-	320	AT1TE56290	ATHATN3	DNA/HAT
chr1	17120320	17120584	-	265	AT1TE56675	ATHAT3	DNA/HAT
chr1	17194072	17194987	+	916	AT1TE56975	TAG2	DNA/HAT
chr1	17195012	17195111	+	100	AT1TE56980	ATHAT1	DNA/HAT
chr1	17196167	17197459	+	1293	AT1TE56990	ATHAT1	DNA/HAT
chr1	17200977	17201083	-	107	AT1TE57010	ATHATN10	DNA/HAT
chr1	17213316	17213731	+	416	AT1TE57040	TAG2	DNA/HAT
chr1	17214215	17215150	+	936	AT1TE57045	TAG2	DNA/HAT
chr1	17214883	17214939	+	57	AT1TE57050	ATHAT1	DNA/HAT
chr1	17215151	17215220	+	70	AT1TE57055	TAG2	DNA/HAT
chr1	17215221	17216165	+	945	AT1TE57060	TAG2	DNA/HAT
chr1	17216166	17216206	+	41	AT1TE57065	ATHAT1	DNA/HAT
chr1	17216535	17217243	+	709	AT1TE57070	ATHAT1	DNA/HAT
chr1	17217244	17217311	+	68	AT1TE57075	TAG2	DNA/HAT
chr1	17267055	17268180	+	1126	AT1TE57235	SIMPLEHAT1	DNA/HAT
chr1	17290069	17290814	-	746	AT1TE57300	ATHATN3	DNA/HAT
chr1	17381434	17381809	-	376	AT1TE57565	ATHATN2	DNA/HAT
chr1	17413147	17413305	+	159	AT1TE57700	TAG2	DNA/HAT
chr1	17415478	17416206	+	729	AT1TE57710	TAG3N1	DNA/HAT
chr1	17457009	17457043	-	35	AT1TE57850	ATHATN1	DNA/HAT
chr1	17551560	17552174	+	615	AT1TE58205	ATHATN7	DNA/HAT
chr1	17554787	17555068	+	282	AT1TE58230	ATHATN3	DNA/HAT
chr1	17616851	17617075	+	225	AT1TE58465	ATHATN6	DNA/HAT
chr1	17664621	17664724	+	104	AT1TE58640	ATHATN5	DNA/HAT
chr1	17666685	17666817	+	133	AT1TE58660	ATHATN5	DNA/HAT
chr1	17824800	17825358	-	559	AT1TE59180	ATHATN3A	DNA/HAT
chr1	17911030	17911223	-	194	AT1TE59450	ATHATN6	DNA/HAT
chr1	18033271	18034112	+	842	AT1TE59800	ATHATN5	DNA/HAT
chr1	18338815	18339763	+	949	AT1TE60780	TAG2	DNA/HAT
chr1	18579417	18579496	-	80	AT1TE61560	TAG1	DNA/HAT
chr1	18692243	18692438	-	196	AT1TE61935	ATHATN1	DNA/HAT
chr1	18745297	18745917	+	621	AT1TE62125	ATHATN7	DNA/HAT
chr1	19086336	19086473	-	138	AT1TE63250	ATHATN7	DNA/HAT
chr1	19172430	19172980	+	551	AT1TE63530	ATHATN7	DNA/HAT
chr1	19198196	19198428	+	233	AT1TE63615	ATHATN8	DNA/HAT
chr1	19395566	19395643	+	78	AT1TE64255	ATHATN1	DNA/HAT
chr1	19399826	19400414	+	589	AT1TE64265	TAG3N1	DNA/HAT
chr1	19743666	19744386	-	721	AT1TE65255	ATHATN6	DNA/HAT
chr1	19874972	19875199	+	228	AT1TE65700	ATHATN2	DNA/HAT
chr1	19876058	19876222	+	165	AT1TE65705	ATHAT1	DNA/HAT
chr1	20174045	20174320	+	276	AT1TE66655	ATHAT10	DNA/HAT
chr1	20174321	20175287	+	967	AT1TE66660	ATHATN10	DNA/HAT
chr1	20226442	20226747	+	306	AT1TE66850	ATHATN4	DNA/HAT
chr1	20492480	20492875	-	396	AT1TE67695	ATHATN4	DNA/HAT
chr1	20616599	20616866	-	268	AT1TE68105	ATHAT1	DNA/HAT
chr1	20671739	20671934	-	196	AT1TE68270	ATHATN4	DNA/HAT
chr1	20773136	20773292	-	157	AT1TE68600	ATHAT1	DNA/HAT
chr1	20791408	20791700	-	293	AT1TE68660	ATHATN1	DNA/HAT
chr1	21053506	21053617	-	112	AT1TE69525	ATHATN1	DNA/HAT
chr1	21179997	21180142	-	146	AT1TE70010	ATHATN3	DNA/HAT
chr1	21514821	21515306	-	486	AT1TE71005	ATHATN3	DNA/HAT
chr1	21524157	21524517	-	361	AT1TE71040	ATHATN5	DNA/HAT
chr1	21731638	21732236	+	599	AT1TE71705	ATHATN6	DNA/HAT
chr1	21741593	21741796	-	204	AT1TE71740	SIMPLEHAT1	DNA/HAT
chr1	21744195	21745093	-	899	AT1TE71755	SIMPLEHAT1	DNA/HAT
chr1	21746740	21747327	-	588	AT1TE71770	ATHATN3	DNA/HAT
chr1	21758660	21759682	+	1023	AT1TE71830	SIMPLEHAT2	DNA/HAT
chr1	21824337	21824375	+	39	AT1TE72030	TAG3N1	DNA/HAT
chr1	21991153	21991448	-	296	AT1TE72610	SIMPLEHAT1	DNA/HAT
chr1	21991449	21992506	-	1058	AT1TE72615	ATHAT1	DNA/HAT
chr1	21992783	21992974	-	192	AT1TE72620	SIMPLEHAT1	DNA/HAT
chr1	22105363	22106636	-	1274	AT1TE72980	SIMPLEHAT2	DNA/HAT
chr1	22125693	22125815	+	123	AT1TE73060	ATHATN6	DNA/HAT
chr1	22125848	22126128	+	281	AT1TE73065	ATHAT3	DNA/HAT
chr1	22775861	22776617	+	757	AT1TE75065	TAG3N1	DNA/HAT
chr1	22778334	22779072	+	739	AT1TE75090	TAG3N1	DNA/HAT
chr1	22779073	22779119	+	47	AT1TE75095	TAG3N1	DNA/HAT
chr1	23174795	23175117	-	323	AT1TE76405	ATHATN7	DNA/HAT
chr1	23240232	23242673	-	2442	AT1TE76620	TAG2	DNA/HAT
chr1	23435101	23435292	-	192	AT1TE77165	ATHAT1	DNA/HAT
chr1	23742384	23742487	+	104	AT1TE78160	ATHAT1	DNA/HAT
chr1	24063961	24064293	-	333	AT1TE79130	ATHATN4	DNA/HAT
chr1	24223223	24223479	-	257	AT1TE79660	ATHATN3A	DNA/HAT
chr1	24294769	24294914	+	146	AT1TE79870	ATHATN2	DNA/HAT
chr1	24436425	24436884	-	460	AT1TE80270	ATHATN5	DNA/HAT
chr1	24773789	24774043	-	255	AT1TE81365	ATHATN1	DNA/HAT
chr1	24832637	24832699	-	63	AT1TE81565	SIMPLEHAT2	DNA/HAT
chr1	24877098	24877222	-	125	AT1TE81720	TAG3N1	DNA/HAT
chr1	24893922	24893994	+	73	AT1TE81780	SIMPLEHAT2	DNA/HAT
chr1	24930464	24930717	-	254	AT1TE81880	ATHAT10	DNA/HAT
chr1	24988713	24988814	-	102	AT1TE82090	SIMPLEHAT1	DNA/HAT
chr1	25343133	25343303	+	171	AT1TE83170	ATHATN6	DNA/HAT
chr1	25344309	25344450	+	142	AT1TE83185	ATHATN2	DNA/HAT
chr1	25448292	25448415	+	124	AT1TE83495	TAG1	DNA/HAT
chr1	25590911	25591070	-	160	AT1TE83935	TAG1	DNA/HAT
chr1	25594251	25594966	+	716	AT1TE83945	TAG3N1	DNA/HAT
chr1	25889216	25889340	+	125	AT1TE84840	ATHAT1	DNA/HAT
chr1	26430152	26430326	-	175	AT1TE86560	TAG3N1	DNA/HAT
chr1	26582421	26582531	-	111	AT1TE87045	ATHATN5	DNA/HAT
chr1	26771216	26771572	+	357	AT1TE87610	ATHATN4	DNA/HAT
chr1	27117491	27118195	-	705	AT1TE88730	TAG3N1	DNA/HAT
chr1	27932606	27933669	+	1064	AT1TE91400	TAG2	DNA/HAT
chr1	28515035	28515061	-	27	AT1TE93270	ATHAT2	DNA/HAT
chr1	28522719	28522749	+	31	AT1TE93305	ATHATN2	DNA/HAT
chr1	28912664	28913670	-	1007	AT1TE94570	SIMPLEHAT1	DNA/HAT
chr1	29015882	29015953	+	72	AT1TE94900	ATHATN4	DNA/HAT
chr1	29319211	29319629	+	419	AT1TE95910	ATHATN7	DNA/HAT
chr1	29342234	29342365	-	132	AT1TE95985	ATHATN6	DNA/HAT
chr1	29611562	29611719	+	158	AT1TE96850	TAG2	DNA/HAT
chr1	29612248	29612406	+	159	AT1TE96860	TAG2	DNA/HAT
chr1	30005634	30006120	-	487	AT1TE98130	TAG1	DNA/HAT
chr1	30381109	30381200	+	92	AT1TE99340	ATHATN3	DNA/HAT
chr2	192071	192516	-	446	AT2TE00730	ATHATN5	DNA/HAT
chr2	241950	242050	+	101	AT2TE00990	ATHAT10	DNA/HAT
chr2	323997	324323	+	327	AT2TE01350	ATHATN4	DNA/HAT
chr2	351667	352117	-	451	AT2TE01465	ATHATN4	DNA/HAT
chr2	390843	391401	-	559	AT2TE01620	ATHATN3A	DNA/HAT
chr2	421014	421540	+	527	AT2TE01760	ATHATN3	DNA/HAT
chr2	449759	449791	-	33	AT2TE01890	ATHATN1	DNA/HAT
chr2	680440	680482	+	43	AT2TE02925	ATHAT10	DNA/HAT
chr2	708841	709399	+	559	AT2TE03060	ATHATN6	DNA/HAT
chr2	741782	742363	-	582	AT2TE03240	ATHATN5	DNA/HAT
chr2	893850	894388	-	539	AT2TE04000	ATHATN5	DNA/HAT
chr2	963292	963521	-	230	AT2TE04305	ATHATN9	DNA/HAT
chr2	998623	999137	+	515	AT2TE04470	ATHATN5	DNA/HAT
chr2	1005122	1005363	+	242	AT2TE04495	ATHATN1	DNA/HAT
chr2	1005364	1005393	+	30	AT2TE04500	ATHAT2	DNA/HAT
chr2	1108692	1110025	-	1334	AT2TE05000	ATHAT3	DNA/HAT
chr2	1109030	1109123	-	94	AT2TE05005	ATHAT2	DNA/HAT
chr2	1110026	1110383	-	358	AT2TE05010	ATHAT7	DNA/HAT
chr2	1239824	1240538	+	715	AT2TE05590	ATHATN5	DNA/HAT
chr2	1240539	1240769	+	231	AT2TE05595	ATHATN10	DNA/HAT
chr2	1243386	1243579	+	194	AT2TE05615	ATHATN10	DNA/HAT
chr2	1288668	1288912	-	245	AT2TE05835	ATHATN9	DNA/HAT
chr2	1312743	1314083	+	1341	AT2TE05980	ATHAT1	DNA/HAT
chr2	1317080	1317204	-	125	AT2TE06000	ATHATN2	DNA/HAT
chr2	1370788	1371826	-	1039	AT2TE06255	SIMPLEHAT2	DNA/HAT
chr2	1428554	1429356	+	803	AT2TE06565	ATHATN10	DNA/HAT
chr2	1429357	1429385	+	29	AT2TE06570	ATHAT10	DNA/HAT
chr2	1459214	1459811	+	598	AT2TE06765	ATHATN7	DNA/HAT
chr2	1464641	1465329	+	689	AT2TE06785	ATHAT7	DNA/HAT
chr2	1546015	1546532	+	518	AT2TE07125	SIMPLEHAT2	DNA/HAT
chr2	1584873	1585622	+	750	AT2TE07295	TAG3N1	DNA/HAT
chr2	1615285	1615439	-	155	AT2TE07465	ATHAT3	DNA/HAT
chr2	1620458	1620833	-	376	AT2TE07495	ATHATN3A	DNA/HAT
chr2	1620834	1621464	+	631	AT2TE07500	ATHATN7	DNA/HAT
chr2	1621465	1621654	-	190	AT2TE07505	ATHATN3A	DNA/HAT
chr2	1649686	1651890	-	2205	AT2TE07640	ATHAT3	DNA/HAT
chr2	1701489	1702188	-	700	AT2TE07880	ATHATN3	DNA/HAT
chr2	1733206	1733392	-	187	AT2TE08060	ATHATN5	DNA/HAT
chr2	1897987	1898108	+	122	AT2TE08740	ATHATN1	DNA/HAT
chr2	1898109	1898622	+	514	AT2TE08745	ATHATN3	DNA/HAT
chr2	1905595	1906142	+	548	AT2TE08780	ATHATN3	DNA/HAT
chr2	1946102	1946361	+	260	AT2TE08945	ATHATN1	DNA/HAT
chr2	1968287	1968946	-	660	AT2TE09085	TAG2	DNA/HAT
chr2	2082007	2082129	-	123	AT2TE09505	ATHATN6	DNA/HAT
chr2	2133090	2134050	+	961	AT2TE09720	ATHAT2	DNA/HAT
chr2	2134051	2134368	+	318	AT2TE09725	ATHAT2	DNA/HAT
chr2	2134404	2134452	+	49	AT2TE09730	ATHAT2	DNA/HAT
chr2	2134453	2137255	+	2803	AT2TE09735	ATHAT2	DNA/HAT
chr2	2212827	2213371	+	545	AT2TE10210	ATHATN10	DNA/HAT
chr2	2233114	2233258	+	145	AT2TE10335	TAG2	DNA/HAT
chr2	2259599	2259985	-	387	AT2TE10405	ATHATN3	DNA/HAT
chr2	2307376	2307792	+	417	AT2TE10625	ATHAT1	DNA/HAT
chr2	2307793	2307896	+	104	AT2TE10630	ATHAT1	DNA/HAT
chr2	2331932	2332392	-	461	AT2TE10755	ATHATN4	DNA/HAT
chr2	2336153	2336173	+	21	AT2TE10765	ATHATN1	DNA/HAT
chr2	2428201	2428942	+	742	AT2TE11075	TAG3N1	DNA/HAT
chr2	2454398	2454634	+	237	AT2TE11155	ATHATN4	DNA/HAT
chr2	2472915	2473160	+	246	AT2TE11270	ATHATN8	DNA/HAT
chr2	2592556	2592648	+	93	AT2TE11650	SIMPLEHAT1	DNA/HAT
chr2	2693148	2695069	-	1922	AT2TE11960	ATHAT3	DNA/HAT
chr2	2867876	2867962	+	87	AT2TE12520	SIMPLEHAT2	DNA/HAT
chr2	2967982	2969230	+	1249	AT2TE12950	ATHAT2	DNA/HAT
chr2	2980029	2980789	-	761	AT2TE12990	TAG3N1	DNA/HAT
chr2	3531452	3531674	-	223	AT2TE15395	TAG2	DNA/HAT
chr2	3546088	3546243	-	156	AT2TE15465	ATHAT1	DNA/HAT
chr2	3546838	3547823	-	986	AT2TE15475	ATHAT1	DNA/HAT
chr2	3547824	3547927	-	104	AT2TE15480	ATHAT1	DNA/HAT
chr2	3575486	3575737	-	252	AT2TE15600	ATHATN8	DNA/HAT
chr2	3796608	3796789	+	182	AT2TE16325	ATHAT1	DNA/HAT
chr2	3934296	3934858	-	563	AT2TE16760	ATHAT7	DNA/HAT
chr2	3934905	3935164	+	260	AT2TE16765	ATHATN10	DNA/HAT
chr2	3935165	3935185	+	21	AT2TE16770	ATHAT10	DNA/HAT
chr2	3935587	3936567	+	981	AT2TE16775	ATHAT10	DNA/HAT
chr2	4005636	4007377	+	1742	AT2TE16940	ATHAT10	DNA/HAT
chr2	4075193	4075362	-	170	AT2TE17215	ATHAT1	DNA/HAT
chr2	4105107	4105349	+	243	AT2TE17355	TAG3N1	DNA/HAT
chr2	4314780	4315149	-	370	AT2TE18140	ATHATN4	DNA/HAT
chr2	4438079	4438132	-	54	AT2TE18630	SIMPLEHAT2	DNA/HAT
chr2	4438133	4438305	-	173	AT2TE18635	SIMPLEHAT2	DNA/HAT
chr2	4744894	4745525	+	632	AT2TE19685	TAG3N1	DNA/HAT
chr2	4745527	4745553	+	27	AT2TE19690	TAG3N1	DNA/HAT
chr2	4747609	4748497	+	889	AT2TE19700	SIMPLEHAT2	DNA/HAT
chr2	4889269	4890107	+	839	AT2TE20165	ATHATN10	DNA/HAT
chr2	4942002	4942160	-	159	AT2TE20285	ATHAT1	DNA/HAT
chr2	5005804	5005938	-	135	AT2TE20520	ATHAT1	DNA/HAT
chr2	5020089	5020876	-	788	AT2TE20620	ATHATN10	DNA/HAT
chr2	5425471	5425850	-	380	AT2TE21975	SIMPLEHAT2	DNA/HAT
chr2	5465294	5465929	+	636	AT2TE22140	ATHATN7	DNA/HAT
chr2	5557065	5557360	+	296	AT2TE22475	ATHAT10	DNA/HAT
chr2	5741404	5741686	-	283	AT2TE23260	ATHATN3	DNA/HAT
chr2	5824926	5824961	-	36	AT2TE23725	SIMPLEHAT2	DNA/HAT
chr2	5824962	5825497	-	536	AT2TE23730	SIMPLEHAT2	DNA/HAT
chr2	5825498	5825578	-	81	AT2TE23735	SIMPLEHAT2	DNA/HAT
chr2	5825579	5825708	-	130	AT2TE23740	SIMPLEHAT2	DNA/HAT
chr2	5842848	5843478	+	631	AT2TE23825	ATHATN7	DNA/HAT
chr2	5882871	5883093	-	223	AT2TE23945	ATHATN1	DNA/HAT
chr2	5944431	5944540	+	110	AT2TE24240	ATHATN8	DNA/HAT
chr2	6084370	6084726	-	357	AT2TE24750	ATHATN7	DNA/HAT
chr2	6101772	6102380	-	609	AT2TE24835	ATHATN7	DNA/HAT
chr2	6187175	6187334	+	160	AT2TE25140	TAG3N1	DNA/HAT
chr2	6295972	6296046	+	75	AT2TE25680	ATHATN10	DNA/HAT
chr2	6296047	6296271	+	225	AT2TE25685	ATHATN10	DNA/HAT
chr2	6382656	6383125	+	470	AT2TE26020	ATHATN7	DNA/HAT
chr2	6410737	6411067	+	331	AT2TE26165	ATHATN10	DNA/HAT
chr2	6412253	6412565	+	313	AT2TE26175	ATHATN10	DNA/HAT
chr2	6446778	6450277	+	3500	AT2TE26315	ATHAT7	DNA/HAT
chr2	6450278	6450297	+	20	AT2TE26320	ATHATN4	DNA/HAT
chr2	6450341	6450564	-	224	AT2TE26325	ATHATN7	DNA/HAT
chr2	6450565	6450624	-	60	AT2TE26330	ATHATN5	DNA/HAT
chr2	6482552	6483170	+	619	AT2TE26495	SIMPLEHAT2	DNA/HAT
chr2	6506582	6506680	+	99	AT2TE26600	TAG3N1	DNA/HAT
chr2	6579574	6581820	-	2247	AT2TE26875	ATHAT1	DNA/HAT
chr2	6583175	6583351	-	177	AT2TE26880	ATHAT1	DNA/HAT
chr2	6695356	6695630	-	275	AT2TE27360	ATHATN4	DNA/HAT
chr2	6695938	6696388	+	451	AT2TE27365	TAG3N1	DNA/HAT
chr2	6696389	6696428	+	40	AT2TE27370	TAG3N1	DNA/HAT
chr2	6711939	6712118	+	180	AT2TE27425	TAG3N1	DNA/HAT
chr2	6714864	6716186	-	1323	AT2TE27440	SIMPLEHAT2	DNA/HAT
chr2	6743021	6743042	+	22	AT2TE27550	ATHATN3	DNA/HAT
