chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	12389721	12390060	+	340	AT1TE40305	ATLINE2	LINE/L1
chr1	12483087	12483559	-	473	AT1TE40640	ATLINE2	LINE/L1
chr1	12518067	12518122	-	56	AT1TE40740	ATLINE1_3A	LINE/L1
chr1	12524947	12525074	+	128	AT1TE40760	ATLINE1_5	LINE/L1
chr1	12612939	12613280	+	342	AT1TE41120	ATLINE2	LINE/L1
chr1	12625229	12625471	+	243	AT1TE41215	ATLINE1_3A	LINE/L1
chr1	12688765	12688951	+	187	AT1TE41360	ATLINE1A	LINE/L1
chr1	12751152	12751235	-	84	AT1TE41560	ATLINE1_6	LINE/L1
chr1	12751236	12752462	-	1227	AT1TE41565	ATLINE1_6	LINE/L1
chr1	12856202	12862061	-	5860	AT1TE41860	TA11	LINE/L1
chr1	12885653	12885997	-	345	AT1TE41940	ATLINE1_5	LINE/L1
chr1	12886284	12886983	-	700	AT1TE41945	ATLINE1_4	LINE/L1
chr1	12888717	12888779	-	63	AT1TE41955	ATLINE1_4	LINE/L1
chr1	12899877	12900120	-	244	AT1TE42025	ATLINE1_5	LINE/L1
chr1	12918637	12918772	-	136	AT1TE42110	ATLINE1A	LINE/L1
chr1	13010030	13011057	+	1028	AT1TE42410	TA11	LINE/L1
chr1	13011058	13012650	+	1593	AT1TE42415	ATLINE1_6	LINE/L1
chr1	13030273	13030468	-	196	AT1TE42500	ATLINE1A	LINE/L1
chr1	13067784	13068628	+	845	AT1TE42670	ATLINE1A	LINE/L1
chr1	13081894	13082094	+	201	AT1TE42725	ATLINE1_2	LINE/L1
chr1	13119393	13120283	-	891	AT1TE42850	ATLINEIII	LINE/L1
chr1	13121472	13121558	+	87	AT1TE42860	ATLINE1_3A	LINE/L1
chr1	13256864	13257271	-	408	AT1TE43325	ATLINE1A	LINE/L1
chr1	13349386	13349779	-	394	AT1TE43645	ATLINE1A	LINE/L1
chr1	13351631	13351770	-	140	AT1TE43650	ATLINEIII	LINE/L1
chr1	13351818	13352148	+	331	AT1TE43655	ATLINE1_3A	LINE/L1
chr1	13392126	13393945	-	1820	AT1TE43780	TA11	LINE/L1
chr1	13393946	13393969	-	24	AT1TE43785	ATLINE1_4	LINE/L1
chr1	13394348	13394649	-	302	AT1TE43790	ATLINE1_6	LINE/L1
chr1	13410326	13410458	-	133	AT1TE43860	TA11	LINE/L1
chr1	13410459	13415145	-	4687	AT1TE43865	TA11	LINE/L1
chr1	13426458	13430183	+	3726	AT1TE43910	ATLINE1_1	LINE/L1
chr1	13616744	13616953	+	210	AT1TE44595	ATLINE1A	LINE/L1
chr1	13617362	13617633	+	272	AT1TE44600	TA11	LINE/L1
chr1	13617797	13623173	+	5377	AT1TE44605	TA11	LINE/L1
chr1	13623194	13623304	+	111	AT1TE44620	TA11	LINE/L1
chr1	13643189	13644511	-	1323	AT1TE44660	ATLINE1_5	LINE/L1
chr1	13644512	13644543	-	32	AT1TE44665	ATLINE1_5	LINE/L1
chr1	13684550	13684676	-	127	AT1TE44780	ATLINE1A	LINE/L1
chr1	13690655	13690718	+	64	AT1TE44820	TA11	LINE/L1
chr1	13690719	13693207	+	2489	AT1TE44825	ATLINE1_4	LINE/L1
chr1	13693208	13693309	+	102	AT1TE44830	ATLINE1_4	LINE/L1
chr1	13854430	13855683	-	1254	AT1TE45430	ATLINE1A	LINE/L1
chr1	13967736	13968110	-	375	AT1TE45850	ATLINEIII	LINE/L1
chr1	13968111	13979022	-	10912	AT1TE45855	ATLINE2	LINE/L1
chr1	14053505	14054914	+	1410	AT1TE46170	ATLINE1_4	LINE/L1
chr1	14054915	14054966	+	52	AT1TE46175	ATLINE1_6	LINE/L1
chr1	14080251	14082586	+	2336	AT1TE46260	ATLINEIII	LINE/L1
chr1	14094069	14097504	+	3436	AT1TE46270	ATLINEIII	LINE/L1
chr1	14097505	14097525	+	21	AT1TE46285	ATLINEIII	LINE/L1
chr1	14097592	14097911	+	320	AT1TE46290	ATLINE1_3A	LINE/L1
chr1	14139230	14139495	+	266	AT1TE46415	ATLINE1_2	LINE/L1
chr1	14144209	14144306	-	98	AT1TE46440	ATLINEIII	LINE/L1
chr1	14144307	14145694	-	1388	AT1TE46445	ATLINE2	LINE/L1
chr1	14151222	14151753	-	532	AT1TE46475	ATLINE1A	LINE/L1
chr1	15608530	15608627	-	98	AT1TE51345	ATLINE1A	LINE/L1
chr1	15618056	15618120	-	65	AT1TE51375	ATLINE2	LINE/L1
chr1	15618121	15618170	-	50	AT1TE51380	ATLINEIII	LINE/L1
chr1	15618171	15622851	-	4681	AT1TE51385	ATLINEIII	LINE/L1
chr1	15622852	15622906	-	55	AT1TE51390	ATLINE2	LINE/L1
chr1	15626585	15627240	+	656	AT1TE51415	TA11	LINE/L1
chr1	15627368	15629085	+	1718	AT1TE51420	ATLINE1_4	LINE/L1
chr1	15629086	15629702	+	617	AT1TE51425	TA11	LINE/L1
chr1	15630986	15632195	+	1210	AT1TE51435	ATLINE1A	LINE/L1
chr1	15644539	15644761	+	223	AT1TE51530	ATLINE1A	LINE/L1
chr1	15649183	15649875	-	693	AT1TE51560	ATLINE1_4	LINE/L1
chr1	15770764	15771086	+	323	AT1TE51965	ATLINEIII	LINE/L1
chr1	15926757	15926879	-	123	AT1TE52495	ATLINE1A	LINE/L1
chr1	16135677	16135737	+	61	AT1TE53125	ATLINE1A	LINE/L1
chr1	16246205	16246418	+	214	AT1TE53475	ATLINE1A	LINE/L1
chr1	16249785	16250104	-	320	AT1TE53500	ATLINE2	LINE/L1
chr1	16319999	16320280	+	282	AT1TE53730	ATLINE1_6	LINE/L1
chr1	16321607	16324358	+	2752	AT1TE53735	ATLINE1_4	LINE/L1
chr1	16324359	16324403	+	45	AT1TE53740	ATLINE1A	LINE/L1
chr1	16401464	16402983	-	1520	AT1TE54030	ATLINEIII	LINE/L1
chr1	16449025	16449303	+	279	AT1TE54230	ATLINE1A	LINE/L1
chr1	16509063	16509235	-	173	AT1TE54470	ATLINE2	LINE/L1
chr1	16658269	16658518	+	250	AT1TE54915	ATLINE1_3A	LINE/L1
chr1	16675425	16676972	+	1548	AT1TE54975	ATLINE1_2	LINE/L1
chr1	16698314	16699068	-	755	AT1TE55090	ATLINE1_1	LINE/L1
chr1	16732011	16732148	-	138	AT1TE55290	TA11	LINE/L1
chr1	16732149	16733523	-	1375	AT1TE55295	ATLINE1_4	LINE/L1
chr1	16752636	16752942	+	307	AT1TE55340	ATLINEIII	LINE/L1
chr1	16765385	16765458	+	74	AT1TE55395	ATLINE1_3A	LINE/L1
chr1	16768713	16768759	-	47	AT1TE55405	ATLINE1A	LINE/L1
chr1	16768760	16768889	-	130	AT1TE55410	ATLINE1A	LINE/L1
chr1	16774264	16774292	-	29	AT1TE55430	ATLINE1A	LINE/L1
chr1	16791277	16791723	+	447	AT1TE55520	ATLINE1A	LINE/L1
chr1	16872759	16872870	+	112	AT1TE55865	ATLINE1_4	LINE/L1
chr1	16876775	16876855	-	81	AT1TE55875	ATLINE1A	LINE/L1
chr1	16882185	16882942	-	758	AT1TE55910	ATLINE1_3A	LINE/L1
chr1	17023249	17023915	-	667	AT1TE56385	ATLINE1_2	LINE/L1
chr1	17029261	17029605	-	345	AT1TE56395	TA12	LINE/L1
chr1	17029606	17030400	+	795	AT1TE56400	ATLINE1_1	LINE/L1
chr1	17071352	17074489	-	3138	AT1TE56505	ATLINE1A	LINE/L1
chr1	17074490	17074538	-	49	AT1TE56510	ATLINE1_6	LINE/L1
chr1	17349654	17350231	+	578	AT1TE57500	ATLINE1_1	LINE/L1
chr1	17390117	17390827	+	711	AT1TE57585	ATLINEIII	LINE/L1
chr1	17399524	17400835	+	1312	AT1TE57620	ATLINEIII	LINE/L1
chr1	17413907	17414210	+	304	AT1TE57705	ATLINEIII	LINE/L1
chr1	17502944	17503720	-	777	AT1TE58005	ATLINE1_2	LINE/L1
chr1	17593269	17593454	-	186	AT1TE58400	ATLINE1_3A	LINE/L1
chr1	17596590	17597178	+	589	AT1TE58410	ATLINEIII	LINE/L1
chr1	17624834	17627298	-	2465	AT1TE58505	ATLINE2	LINE/L1
chr1	17627299	17627355	-	57	AT1TE58510	ATLINEIII	LINE/L1
chr1	17656787	17660319	+	3533	AT1TE58625	ATLINE1A	LINE/L1
chr1	17731841	17731892	+	52	AT1TE58895	ATLINEIII	LINE/L1
chr1	17861020	17861356	-	337	AT1TE59280	ATLINE1_3A	LINE/L1
chr1	17866490	17866813	+	324	AT1TE59290	ATLINE2	LINE/L1
chr1	17873852	17873885	+	34	AT1TE59315	ATLINE1_1	LINE/L1
chr1	17873886	17874352	+	467	AT1TE59320	ATLINE2	LINE/L1
chr1	17929874	17930037	-	164	AT1TE59515	ATLINE1_3A	LINE/L1
chr1	18049103	18049326	+	224	AT1TE59850	ATLINE1_3A	LINE/L1
chr1	18194292	18194470	+	179	AT1TE60280	ATLINE1_3A	LINE/L1
chr1	18302777	18304452	+	1676	AT1TE60665	ATLINE2	LINE/L1
chr1	18346028	18346370	-	343	AT1TE60800	ATLINE1_4	LINE/L1
chr1	18478688	18478753	-	66	AT1TE61240	ATLINE1A	LINE/L1
chr1	18557183	18557304	+	122	AT1TE61495	ATLINE1_4	LINE/L1
chr1	18931330	18931653	-	324	AT1TE62710	ATLINE1_3A	LINE/L1
chr1	19195167	19197293	+	2127	AT1TE63610	ATLINEIII	LINE/L1
chr1	19219595	19220224	+	630	AT1TE63680	ATLINE1A	LINE/L1
chr1	19233203	19233275	+	73	AT1TE63725	ATLINE2	LINE/L1
chr1	19329839	19330140	-	302	AT1TE64065	ATLINEIII	LINE/L1
chr1	19476546	19476625	+	80	AT1TE64480	ATLINE1A	LINE/L1
chr1	19688610	19688768	-	159	AT1TE65075	ATLINE1_3A	LINE/L1
chr1	19909342	19909540	+	199	AT1TE65815	ATLINE1_1	LINE/L1
chr1	20016267	20016860	-	594	AT1TE66160	ATLINE1_5	LINE/L1
chr1	20016861	20017327	-	467	AT1TE66165	ATLINE1_4	LINE/L1
chr1	20367162	20367525	+	364	AT1TE67290	ATLINE1_4	LINE/L1
chr1	20432899	20433301	+	403	AT1TE67485	ATLINE1_2	LINE/L1
chr1	20494116	20494849	+	734	AT1TE67700	ATLINEIII	LINE/L1
chr1	20498931	20499325	-	395	AT1TE67715	ATLINE1A	LINE/L1
chr1	20540948	20541038	+	91	AT1TE67865	ATLINE1A	LINE/L1
chr1	20709456	20711250	-	1795	AT1TE68395	ATLINE1_5	LINE/L1
chr1	20795216	20795640	+	425	AT1TE68670	ATLINE1_6	LINE/L1
chr1	21215657	21215832	-	176	AT1TE70115	ATLINE1A	LINE/L1
chr1	21218752	21218834	+	83	AT1TE70120	ATLINEIII	LINE/L1
chr1	21252458	21252855	+	398	AT1TE70210	ATLINEIII	LINE/L1
chr1	21413257	21413622	-	366	AT1TE70690	ATLINE2	LINE/L1
chr1	21418459	21418545	-	87	AT1TE70700	ATLINE1_6	LINE/L1
chr1	21429062	21429163	-	102	AT1TE70745	ATLINE1A	LINE/L1
chr1	21450132	21455990	-	5859	AT1TE70805	ATLINE1_1	LINE/L1
chr1	21680982	21681096	-	115	AT1TE71535	ATLINE2	LINE/L1
chr1	22043296	22043403	-	108	AT1TE72790	ATLINE1A	LINE/L1
chr1	22069212	22069853	+	642	AT1TE72875	ATLINEIII	LINE/L1
chr1	22182646	22183141	-	496	AT1TE73260	ATLINEIII	LINE/L1
chr1	22230965	22231044	-	80	AT1TE73415	ATLINE1_3A	LINE/L1
chr1	22231045	22231065	-	21	AT1TE73420	ATLINEIII	LINE/L1
chr1	22231071	22232773	-	1703	AT1TE73425	ATLINEIII	LINE/L1
chr1	22236787	22236931	-	145	AT1TE73435	ATLINE1A	LINE/L1
chr1	22400915	22401145	-	231	AT1TE73940	ATLINE1_4	LINE/L1
chr1	22751639	22751805	+	167	AT1TE75010	ATLINE1_4	LINE/L1
chr1	22850190	22850341	+	152	AT1TE75320	ATLINE1_6	LINE/L1
chr1	22855428	22855824	-	397	AT1TE75350	ATLINE2	LINE/L1
chr1	22990841	22991677	-	837	AT1TE75770	ATLINE1_1	LINE/L1
chr1	23031591	23031816	+	226	AT1TE75910	ATLINE1A	LINE/L1
chr1	23069555	23069670	-	116	AT1TE76045	ATLINE1A	LINE/L1
chr1	23087965	23088297	-	333	AT1TE76100	ATLINE1_3A	LINE/L1
chr1	23093713	23094066	-	354	AT1TE76110	ATLINE2	LINE/L1
chr1	23156937	23157393	+	457	AT1TE76335	ATLINEIII	LINE/L1
chr1	23160754	23160977	+	224	AT1TE76345	ATLINE1_3A	LINE/L1
chr1	23211864	23212737	+	874	AT1TE76520	ATLINE1_1	LINE/L1
chr1	23294982	23295036	+	55	AT1TE76770	ATLINEIII	LINE/L1
chr1	23295037	23295536	+	500	AT1TE76775	ATLINE2	LINE/L1
chr1	23398304	23398483	+	180	AT1TE77065	ATLINE2	LINE/L1
chr1	23623522	23623671	+	150	AT1TE77795	ATLINE2	LINE/L1
chr1	23623984	23624608	+	625	AT1TE77800	ATLINEIII	LINE/L1
chr1	23861854	23862339	-	486	AT1TE78515	ATLINE1_4	LINE/L1
chr1	24059960	24060041	+	82	AT1TE79120	ATLINE1A	LINE/L1
chr1	24241063	24241693	+	631	AT1TE79720	ATLINE1A	LINE/L1
chr1	24270494	24270672	+	179	AT1TE79800	ATLINE1_3A	LINE/L1
chr1	24337782	24338144	-	363	AT1TE79995	ATLINE1A	LINE/L1
chr1	24346779	24347276	+	498	AT1TE80020	ATLINE2	LINE/L1
chr1	24349729	24349848	-	120	AT1TE80025	ATLINE1_3A	LINE/L1
chr1	24350206	24350419	+	214	AT1TE80030	ATLINE1A	LINE/L1
chr1	24454752	24455281	+	530	AT1TE80320	ATLINE1_1	LINE/L1
chr1	24455282	24455310	+	29	AT1TE80325	ATLINE1_2	LINE/L1
chr1	24575647	24575756	-	110	AT1TE80715	ATLINE1_3A	LINE/L1
chr1	24675705	24676037	-	333	AT1TE81045	ATLINEIII	LINE/L1
chr1	24709061	24709194	+	134	AT1TE81160	ATLINE1_3A	LINE/L1
chr1	24769687	24769834	-	148	AT1TE81350	TA11	LINE/L1
chr1	24976484	24976764	-	281	AT1TE82045	ATLINE1_3A	LINE/L1
chr1	24977684	24977818	+	135	AT1TE82050	ATLINE1_3A	LINE/L1
chr1	25056918	25057282	+	365	AT1TE82280	ATLINE1_5	LINE/L1
chr1	25120707	25120950	-	244	AT1TE82480	ATLINE1A	LINE/L1
chr1	25343349	25343969	-	621	AT1TE83175	ATLINE1_1	LINE/L1
chr1	25573402	25573688	-	287	AT1TE83890	ATLINE1_5	LINE/L1
chr1	25728938	25729089	+	152	AT1TE84355	ATLINE1_6	LINE/L1
chr1	25954686	25954762	+	77	AT1TE85050	ATLINEIII	LINE/L1
chr1	25999394	25999684	+	291	AT1TE85190	ATLINE1_3A	LINE/L1
chr1	26253997	26254130	+	134	AT1TE85990	ATLINE1_3A	LINE/L1
chr1	26345877	26346082	+	206	AT1TE86300	ATLINE1_3A	LINE/L1
chr1	26394244	26394371	+	128	AT1TE86430	ATLINE1A	LINE/L1
chr1	26511730	26511910	+	181	AT1TE86810	TA11	LINE/L1
chr1	27434519	27434581	-	63	AT1TE89760	TA11	LINE/L1
chr1	27434582	27435206	-	625	AT1TE89765	TA11	LINE/L1
chr1	27438789	27438989	-	201	AT1TE89775	TA11	LINE/L1
chr1	27514959	27514981	+	23	AT1TE90030	ATLINE1_2	LINE/L1
chr1	27556157	27556325	-	169	AT1TE90170	ATLINE1_3A	LINE/L1
chr1	27612750	27613258	-	509	AT1TE90350	ATLINE1A	LINE/L1
chr1	29263871	29264177	+	307	AT1TE95740	ATLINE1_5	LINE/L1
chr1	29702604	29702747	+	144	AT1TE97160	ATLINE1_4	LINE/L1
chr1	29900381	29900453	+	73	AT1TE97790	ATLINE1_3A	LINE/L1
chr2	179755	180043	+	289	AT2TE00670	ATLINE1_5	LINE/L1
chr2	238125	238646	+	522	AT2TE00965	ATLINE1A	LINE/L1
chr2	243804	249211	-	5408	AT2TE01000	ATLINEIII	LINE/L1
chr2	266136	266435	-	300	AT2TE01075	ATLINE1_5	LINE/L1
chr2	267516	267807	+	292	AT2TE01080	ATLINE1_3A	LINE/L1
chr2	303116	303588	+	473	AT2TE01265	ATLINE2	LINE/L1
chr2	314627	315282	-	656	AT2TE01315	ATLINE1A	LINE/L1
chr2	368356	368592	+	237	AT2TE01530	ATLINE1A	LINE/L1
chr2	374589	376262	-	1674	AT2TE01550	ATLINE1_5	LINE/L1
chr2	376263	376287	-	25	AT2TE01555	ATLINE1_4	LINE/L1
chr2	376596	377257	-	662	AT2TE01560	TA11	LINE/L1
chr2	529919	530007	-	89	AT2TE02280	TA11	LINE/L1
chr2	532333	537391	-	5059	AT2TE02290	TA11	LINE/L1
chr2	534989	535050	-	62	AT2TE02295	TA11	LINE/L1
chr2	596349	597748	-	1400	AT2TE02530	ATLINEIII	LINE/L1
chr2	720018	720185	-	168	AT2TE03120	ATLINE2	LINE/L1
chr2	754359	754596	+	238	AT2TE03290	ATLINE1A	LINE/L1
chr2	755084	755411	-	328	AT2TE03295	ATLINE1A	LINE/L1
chr2	840899	841060	+	162	AT2TE03720	ATLINE1A	LINE/L1
chr2	990831	991006	+	176	AT2TE04430	ATLINE1A	LINE/L1
chr2	1018859	1019085	-	227	AT2TE04545	ATLINE1_1	LINE/L1
chr2	1021463	1021631	-	169	AT2TE04555	ATLINE1_1	LINE/L1
chr2	1073745	1074640	+	896	AT2TE04800	ATLINE1_3A	LINE/L1
chr2	1078822	1079016	+	195	AT2TE04840	ATLINE1A	LINE/L1
chr2	1123884	1124103	-	220	AT2TE05080	ATLINE1_5	LINE/L1
chr2	1135136	1135476	+	341	AT2TE05140	ATLINE1_5	LINE/L1
chr2	1147891	1147955	+	65	AT2TE05200	ATLINE1A	LINE/L1
chr2	1160257	1160535	-	279	AT2TE05245	ATLINE1_4	LINE/L1
chr2	1172690	1172842	+	153	AT2TE05300	ATLINE1A	LINE/L1
chr2	1229233	1229454	+	222	AT2TE05535	ATLINE2	LINE/L1
chr2	1229455	1232487	+	3033	AT2TE05540	ATLINEIII	LINE/L1
chr2	1253605	1254475	+	871	AT2TE05675	ATLINE2	LINE/L1
chr2	1272287	1272480	-	194	AT2TE05765	ATLINE1_2	LINE/L1
chr2	1274201	1274336	+	136	AT2TE05770	ATLINE1_3A	LINE/L1
chr2	1293565	1294497	-	933	AT2TE05855	ATLINE1A	LINE/L1
chr2	1318462	1318691	+	230	AT2TE06005	ATLINE1_6	LINE/L1
chr2	1373219	1373364	+	146	AT2TE06280	ATLINE1A	LINE/L1
chr2	1380152	1380543	+	392	AT2TE06325	ATLINE1A	LINE/L1
chr2	1416809	1416876	+	68	AT2TE06500	ATLINE1_3A	LINE/L1
chr2	1422029	1422122	+	94	AT2TE06530	ATLINE1_4	LINE/L1
chr2	1422127	1422779	+	653	AT2TE06535	ATLINE1_5	LINE/L1
chr2	1422780	1422845	+	66	AT2TE06540	ATLINE1_4	LINE/L1
chr2	1422846	1423129	+	284	AT2TE06545	ATLINE1_6	LINE/L1
chr2	1423165	1425427	+	2263	AT2TE06550	ATLINE1A	LINE/L1
chr2	1431252	1431620	+	369	AT2TE06580	ATLINE1A	LINE/L1
chr2	1432630	1433608	+	979	AT2TE06590	TA11	LINE/L1
chr2	1485441	1490713	-	5273	AT2TE06885	ATLINE1_6	LINE/L1
chr2	1490714	1490738	-	25	AT2TE06890	ATLINE1_6	LINE/L1
chr2	1587376	1587642	+	267	AT2TE07300	ATLINE1A	LINE/L1
chr2	1593980	1594219	+	240	AT2TE07335	ATLINE1A	LINE/L1
chr2	1599574	1599599	-	26	AT2TE07375	ATLINE1_4	LINE/L1
chr2	1599600	1600791	-	1192	AT2TE07380	ATLINE1_4	LINE/L1
chr2	1618340	1618423	-	84	AT2TE07485	ATLINE1_3A	LINE/L1
chr2	1618500	1618680	-	181	AT2TE07490	ATLINEIII	LINE/L1
chr2	1629433	1629539	+	107	AT2TE07540	ATLINE1A	LINE/L1
chr2	1664709	1665232	+	524	AT2TE07720	ATLINE2	LINE/L1
chr2	1665233	1668533	+	3301	AT2TE07725	ATLINE2	LINE/L1
chr2	1676335	1676512	-	178	AT2TE07770	ATLINE1A	LINE/L1
chr2	1709584	1709801	-	218	AT2TE07925	ATLINE1A	LINE/L1
chr2	1715080	1715729	-	650	AT2TE07950	ATLINE1_4	LINE/L1
chr2	1727304	1727324	-	21	AT2TE08025	ATLINE1_3A	LINE/L1
chr2	1727325	1727551	-	227	AT2TE08030	ATLINE1_3A	LINE/L1
chr2	1829380	1829435	-	56	AT2TE08375	TA11	LINE/L1
chr2	1829436	1829456	-	21	AT2TE08380	ATLINE1_6	LINE/L1
chr2	1829457	1832048	-	2592	AT2TE08385	ATLINE1_4	LINE/L1
chr2	1833590	1833740	+	151	AT2TE08390	ATLINE1A	LINE/L1
chr2	1883380	1886726	+	3347	AT2TE08665	ATLINE1_6	LINE/L1
chr2	1921520	1925282	-	3763	AT2TE08840	TA11	LINE/L1
chr2	1925283	1926418	-	1136	AT2TE08845	TA11	LINE/L1
chr2	1926419	1926441	-	23	AT2TE08850	TA11	LINE/L1
chr2	1937709	1937869	+	161	AT2TE08890	ATLINE1A	LINE/L1
chr2	1941490	1941566	+	77	AT2TE08920	ATLINE1_3A	LINE/L1
chr2	1989190	1989871	+	682	AT2TE09180	ATLINE1_1	LINE/L1
chr2	2021016	2022558	-	1543	AT2TE09280	ATLINE1A	LINE/L1
chr2	2028236	2028479	+	244	AT2TE09315	ATLINE1_3A	LINE/L1
chr2	2035934	2041281	-	5348	AT2TE09360	ATLINEIII	LINE/L1
chr2	2061856	2062677	-	822	AT2TE09410	ATLINE1A	LINE/L1
chr2	2074041	2075017	+	977	AT2TE09490	ATLINE1A	LINE/L1
chr2	2161532	2161592	-	61	AT2TE09935	ATLINE1A	LINE/L1
chr2	2193621	2195420	-	1800	AT2TE10105	ATLINE1_5	LINE/L1
chr2	2195658	2195907	-	250	AT2TE10110	ATLINE1_4	LINE/L1
