chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr2	8545634	8547002	+	1369	AT2TE35770	Unassigned	Unassigned
chr2	10547026	10549520	+	2495	AT2TE45280	Unassigned	Unassigned
chr2	13049509	13051773	-	2265	AT2TE57160	Unassigned	Unassigned
chr2	13223059	13227048	-	3990	AT2TE58010	Unassigned	Unassigned
chr3	525370	526255	+	886	AT3TE02240	SADHU	Unassigned
chr3	1246669	1250395	+	3727	AT3TE05245	Unassigned	Unassigned
chr3	1743413	1746785	-	3373	AT3TE07330	Unassigned	Unassigned
chr3	2189479	2192622	-	3144	AT3TE09220	Unassigned	Unassigned
chr3	4377061	4378171	-	1111	AT3TE18450	SADHU	Unassigned
chr3	4967160	4970274	-	3115	AT3TE20930	Unassigned	Unassigned
chr3	5905052	5906716	-	1665	AT3TE24820	Unassigned	Unassigned
chr3	7358840	7360154	+	1315	AT3TE30935	Unassigned	Unassigned
chr3	7366210	7367748	+	1539	AT3TE30960	Unassigned	Unassigned
chr3	7368267	7369526	+	1260	AT3TE30965	Unassigned	Unassigned
chr3	7370168	7371403	+	1236	AT3TE30970	Unassigned	Unassigned
chr3	7372760	7374364	+	1605	AT3TE30975	Unassigned	Unassigned
chr3	7375158	7376420	+	1263	AT3TE30980	Unassigned	Unassigned
chr3	11597405	11599821	-	2417	AT3TE48205	Unassigned	Unassigned
chr3	11691624	11692551	+	928	AT3TE48555	Unassigned	Unassigned
chr3	12234878	12236714	-	1837	AT3TE50685	Unassigned	Unassigned
chr3	12371346	12372820	-	1475	AT3TE51240	Unassigned	Unassigned
chr3	12803911	12804796	-	886	AT3TE52630	SADHU	Unassigned
chr3	12906598	12907864	+	1267	AT3TE52995	Unassigned	Unassigned
chr3	13393627	13393749	-	123	AT3TE54655	Unassigned	Unassigned
chr3	14447818	14448962	-	1145	AT3TE59225	Unassigned	Unassigned
chr3	14746448	14747209	+	762	AT3TE60300	Unassigned	Unassigned
chr3	14749400	14750294	-	895	AT3TE60310	SADHU	Unassigned
chr3	14931950	14932252	+	303	AT3TE60905	Unassigned	Unassigned
chr3	15360394	15361514	+	1121	AT3TE62390	Unassigned	Unassigned
chr3	15361697	15365347	+	3651	AT3TE62395	Unassigned	Unassigned
chr3	15403872	15405378	-	1507	AT3TE62545	Unassigned	Unassigned
chr3	15408945	15409667	+	723	AT3TE62555	Unassigned	Unassigned
chr3	15420060	15420530	+	471	AT3TE62590	Unassigned	Unassigned
chr3	15585532	15587105	-	1574	AT3TE63040	Unassigned	Unassigned
chr3	15598179	15600798	+	2620	AT3TE63065	Unassigned	Unassigned
chr3	15787227	15788739	-	1513	AT3TE63830	Unassigned	Unassigned
chr3	15808431	15810650	+	2220	AT3TE63900	Unassigned	Unassigned
chr3	15813075	15814056	-	982	AT3TE63935	SADHU	Unassigned
chr3	16207540	16209058	-	1519	AT3TE65650	Unassigned	Unassigned
chr3	16583723	16584148	+	426	AT3TE67260	Unassigned	Unassigned
chr3	17863754	17865925	+	2172	AT3TE72370	Unassigned	Unassigned
chr3	21765879	21766823	+	945	AT3TE88640	SADHU	Unassigned
chr4	660810	661698	+	889	AT4TE03410	SADHU	Unassigned
chr4	1650717	1651979	-	1263	AT4TE08375	Unassigned	Unassigned
chr4	1865833	1866558	+	726	AT4TE09175	Unassigned	Unassigned
chr4	2018788	2019963	+	1176	AT4TE09585	Unassigned	Unassigned
chr4	2174765	2176015	-	1251	AT4TE10255	Unassigned	Unassigned
chr4	2901388	2903415	+	2028	AT4TE13515	Unassigned	Unassigned
chr4	3301605	3302193	-	589	AT4TE15105	Unassigned	Unassigned
chr4	3302313	3305957	+	3645	AT4TE15110	Unassigned	Unassigned
chr4	3306171	3306491	-	321	AT4TE15115	Unassigned	Unassigned
chr4	4127541	4128870	+	1330	AT4TE17895	Unassigned	Unassigned
chr4	4688082	4688791	-	710	AT4TE19710	Unassigned	Unassigned
chr4	5079652	5083590	+	3939	AT4TE21110	Unassigned	Unassigned
chr4	5083926	5086640	-	2715	AT4TE21115	Unassigned	Unassigned
chr4	5214179	5215615	-	1437	AT4TE21715	Unassigned	Unassigned
chr4	5475880	5477918	-	2039	AT4TE22935	Unassigned	Unassigned
chr4	10171927	10174176	+	2250	AT4TE46305	Unassigned	Unassigned
chr4	11405812	11407512	+	1701	AT4TE52540	Unassigned	Unassigned
chr5	135831	141287	+	5457	AT5TE00480	Unassigned	Unassigned
chr5	2257475	2262962	-	5488	AT5TE08220	Unassigned	Unassigned
chr5	5390006	5392383	+	2378	AT5TE19520	Unassigned	Unassigned
chr5	7082104	7083226	-	1123	AT5TE25615	Unassigned	Unassigned
chr5	9601673	9603014	+	1342	AT5TE34840	Unassigned	Unassigned
chr5	9641505	9643917	-	2413	AT5TE34980	Unassigned	Unassigned
chr5	9956859	9957640	-	782	AT5TE36235	SADHU	Unassigned
chr5	10085103	10085726	-	624	AT5TE36765	Unassigned	Unassigned
chr5	10632241	10633944	+	1704	AT5TE38720	SADHU	Unassigned
chr5	10670838	10672133	+	1296	AT5TE38835	Unassigned	Unassigned
chr5	10700385	10701826	+	1442	AT5TE38955	Unassigned	Unassigned
chr5	10933823	10934730	-	908	AT5TE39795	SADHU	Unassigned
chr5	12391786	12393114	+	1329	AT5TE43950	Unassigned	Unassigned
chr5	12532646	12533260	-	615	AT5TE44380	Unassigned	Unassigned
chr5	12674828	12675080	+	253	AT5TE44890	Unassigned	Unassigned
chr5	12798682	12799635	-	954	AT5TE45215	Unassigned	Unassigned
chr5	13103678	13107090	+	3413	AT5TE46635	Unassigned	Unassigned
chr5	13227195	13227825	+	631	AT5TE47010	Unassigned	Unassigned
chr5	13495594	13497910	+	2317	AT5TE47880	Unassigned	Unassigned
chr5	13972007	13972578	-	572	AT5TE49765	Unassigned	Unassigned
chr5	14042641	14043894	+	1254	AT5TE50070	Unassigned	Unassigned
chr5	14586128	14586835	-	708	AT5TE52425	Unassigned	Unassigned
chr5	15334173	15339896	+	5724	AT5TE55490	Unassigned	Unassigned
chr5	16677827	16679816	+	1990	AT5TE60210	Unassigned	Unassigned
chr5	19358618	19363928	+	5311	AT5TE69650	Unassigned	Unassigned
chr5	19853991	19856859	+	2869	AT5TE71450	Unassigned	Unassigned
chr5	22628017	22633342	-	5326	AT5TE81425	Unassigned	Unassigned
chr5	22978331	22979059	+	729	AT5TE82660	Unassigned	Unassigned
