chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr3	15917491	15917569	-	79	AT3TE64415	DT1	DNA/Mariner
chr3	16020564	16020645	+	82	AT3TE64850	DT1	DNA/Mariner
chr3	16365290	16365617	+	328	AT3TE66285	DT1	DNA/Mariner
chr3	16453480	16453883	+	404	AT3TE66720	DT1	DNA/Mariner
chr3	16934153	16934417	+	265	AT3TE68630	DT1	DNA/Mariner
chr3	17605988	17606251	+	264	AT3TE71320	DT1	DNA/Mariner
chr3	17899379	17899619	-	241	AT3TE72510	ATDNATA1	DNA/Mariner
chr3	20277021	20277231	+	211	AT3TE82430	DT1	DNA/Mariner
chr3	20502026	20502316	-	291	AT3TE83360	DT1	DNA/Mariner
chr3	22057850	22058180	-	331	AT3TE89820	DT1	DNA/Mariner
chr4	468742	468996	+	255	AT4TE02430	DT1	DNA/Mariner
chr4	554021	554347	+	327	AT4TE02900	DT1	DNA/Mariner
chr4	1190061	1190301	+	241	AT4TE06080	ATDNATA1	DNA/Mariner
chr4	2422124	2422382	+	259	AT4TE11290	DT1	DNA/Mariner
chr4	2570595	2570834	+	240	AT4TE12035	DT1	DNA/Mariner
chr4	4882852	4883113	+	262	AT4TE20340	DT1	DNA/Mariner
chr4	4947932	4948153	+	222	AT4TE20665	ATDNATA1	DNA/Mariner
chr4	5964449	5964685	+	237	AT4TE25080	ATDNATA1	DNA/Mariner
chr4	5979421	5979718	+	298	AT4TE25170	DT1	DNA/Mariner
chr4	6940951	6941181	+	231	AT4TE29940	ATDNATA1	DNA/Mariner
chr4	7067287	7067605	-	319	AT4TE30640	DT1	DNA/Mariner
chr4	7396778	7396866	+	89	AT4TE32210	DT1	DNA/Mariner
chr4	7861573	7861746	-	174	AT4TE34530	DT1	DNA/Mariner
chr4	7866030	7866312	-	283	AT4TE34555	DT1	DNA/Mariner
chr4	10799316	10799595	+	280	AT4TE49490	DT1	DNA/Mariner
chr4	11525187	11525451	+	265	AT4TE53180	DT1	DNA/Mariner
chr4	12462736	12462996	+	261	AT4TE58010	DT1	DNA/Mariner
chr4	12587681	12587723	-	43	AT4TE58660	DT1	DNA/Mariner
chr4	13019880	13019982	+	103	AT4TE60970	DT1	DNA/Mariner
chr4	15493236	15493333	+	98	AT4TE73930	DT1	DNA/Mariner
chr4	15698996	15699195	+	200	AT4TE74940	ATDNATA1	DNA/Mariner
chr4	17534416	17534650	-	235	AT4TE84645	ATDNATA1	DNA/Mariner
chr4	18377625	18377865	-	241	AT4TE89085	ATDNATA1	DNA/Mariner
chr4	18567463	18567747	-	285	AT4TE90095	DT1	DNA/Mariner
chr5	1404284	1404534	+	251	AT5TE05100	DT1	DNA/Mariner
chr5	7386386	7386476	+	91	AT5TE26695	DT1	DNA/Mariner
chr5	8185084	8185313	+	230	AT5TE29610	DT1	DNA/Mariner
chr5	8728807	8729064	+	258	AT5TE31580	DT1	DNA/Mariner
chr5	9198963	9199227	-	265	AT5TE33265	DT1	DNA/Mariner
chr5	9516060	9516312	-	253	AT5TE34560	DT1	DNA/Mariner
chr5	9645476	9645735	-	260	AT5TE34995	DT1	DNA/Mariner
chr5	10119787	10120086	+	300	AT5TE36870	DT1	DNA/Mariner
chr5	11617878	11618144	+	267	AT5TE41965	DT1	DNA/Mariner
chr5	12559665	12559968	-	304	AT5TE44485	DT1	DNA/Mariner
chr5	13368747	13368999	+	253	AT5TE47375	DT1	DNA/Mariner
chr5	13971106	13971213	+	108	AT5TE49760	ATDNATA1	DNA/Mariner
chr5	14188284	14188498	-	215	AT5TE50690	ATDNATA1	DNA/Mariner
chr5	14554823	14555091	-	269	AT5TE52340	DT1	DNA/Mariner
chr5	15877751	15878018	+	268	AT5TE57325	DT1	DNA/Mariner
chr5	16056885	16056927	+	43	AT5TE57980	DT1	DNA/Mariner
chr5	16074704	16074788	-	85	AT5TE58060	DT1	DNA/Mariner
chr5	16199645	16199915	-	271	AT5TE58540	DT1	DNA/Mariner
chr5	16935682	16935923	-	242	AT5TE61125	DT1	DNA/Mariner
chr5	17258750	17258879	+	130	AT5TE62375	DT1	DNA/Mariner
chr5	18380739	18381017	-	279	AT5TE66155	DT1	DNA/Mariner
chr5	19453948	19454204	+	257	AT5TE70015	DT1	DNA/Mariner
chr5	19693946	19694154	-	209	AT5TE70870	DT1	DNA/Mariner
chr5	21425221	21425492	+	272	AT5TE77160	DT1	DNA/Mariner
chr5	21670112	21670349	-	238	AT5TE78055	ATDNATA1	DNA/Mariner
chr5	22510618	22510692	+	75	AT5TE81025	ATDNATA1	DNA/Mariner
chr5	22512919	22513187	-	269	AT5TE81035	DT1	DNA/Mariner
chr5	22529207	22529301	+	95	AT5TE81090	ATDNATA1	DNA/Mariner
