chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	13021160	13021206	-	47	AT1TE42455	ATCOPIA8B	LTR/Copia
chr1	13021207	13021228	-	22	AT1TE42460	ATCOPIA3	LTR/Copia
chr1	13021229	13022484	-	1256	AT1TE42465	ATCOPIA48	LTR/Copia
chr1	13027735	13027937	+	203	AT1TE42485	ATCOPIA95	LTR/Copia
chr1	13028440	13028711	+	272	AT1TE42490	ATCOPIA95	LTR/Copia
chr1	13046814	13046854	+	41	AT1TE42590	ATCOPIA8B	LTR/Copia
chr1	13046855	13047855	+	1001	AT1TE42595	ATCOPIA55	LTR/Copia
chr1	13085455	13085593	+	139	AT1TE42735	ATCOPIA68	LTR/Copia
chr1	13098281	13102834	+	4554	AT1TE42800	ATCOPIA69	LTR/Copia
chr1	13121287	13121425	-	139	AT1TE42855	ATCOPIA71	LTR/Copia
chr1	13121566	13122033	-	468	AT1TE42865	ATCOPIA71	LTR/Copia
chr1	13216191	13216230	-	40	AT1TE43175	META1	LTR/Copia
chr1	13230842	13230992	-	151	AT1TE43220	META1	LTR/Copia
chr1	13230993	13235723	-	4731	AT1TE43225	ROMANIAT5	LTR/Copia
chr1	13291049	13291373	+	325	AT1TE43395	ATCOPIA28	LTR/Copia
chr1	13291505	13291813	+	309	AT1TE43400	ROMANIAT5	LTR/Copia
chr1	13292187	13292284	+	98	AT1TE43405	META1	LTR/Copia
chr1	13292351	13292802	+	452	AT1TE43410	ATCOPIA29	LTR/Copia
chr1	13301630	13302052	+	423	AT1TE43455	ATCOPIA28	LTR/Copia
chr1	13302506	13303122	+	617	AT1TE43460	ROMANIAT5	LTR/Copia
chr1	13302800	13302828	+	29	AT1TE43465	ROMANIAT5	LTR/Copia
chr1	13303123	13303377	+	255	AT1TE43470	META1	LTR/Copia
chr1	13303378	13303489	+	112	AT1TE43475	META1	LTR/Copia
chr1	13304427	13304737	+	311	AT1TE43480	ATCOPIA28	LTR/Copia
chr1	13305091	13305193	+	103	AT1TE43485	META1	LTR/Copia
chr1	13305228	13305432	+	205	AT1TE43490	ATCOPIA29	LTR/Copia
chr1	13310769	13311277	+	509	AT1TE43505	ATCOPIA29	LTR/Copia
chr1	13311597	13312488	+	892	AT1TE43510	ROMANIAT5	LTR/Copia
chr1	13312489	13312586	+	98	AT1TE43515	META1	LTR/Copia
chr1	13316393	13316808	-	416	AT1TE43545	ATCOPIA44	LTR/Copia
chr1	13324758	13329639	+	4882	AT1TE43585	ATCOPIA84	LTR/Copia
chr1	13439444	13448530	+	9087	AT1TE43975	ATCOPIA43	LTR/Copia
chr1	13504266	13505061	-	796	AT1TE44205	ATCOPIA45	LTR/Copia
chr1	13505062	13505087	-	26	AT1TE44210	ATCOPIA64	LTR/Copia
chr1	13505094	13506749	-	1656	AT1TE44215	ATCOPIA45	LTR/Copia
chr1	13559846	13564825	+	4980	AT1TE44380	ATCOPIA89	LTR/Copia
chr1	13812904	13813117	-	214	AT1TE45285	ATCOPIA58	LTR/Copia
chr1	13825090	13825125	-	36	AT1TE45325	ATCOPIA41	LTR/Copia
chr1	13825126	13826189	-	1064	AT1TE45330	ATCOPIA41	LTR/Copia
chr1	13826190	13826735	-	546	AT1TE45335	ATCOPIA42	LTR/Copia
chr1	13826736	13826780	-	45	AT1TE45340	ATCOPIA42	LTR/Copia
chr1	13827364	13827495	-	132	AT1TE45345	ATCOPIA42	LTR/Copia
chr1	13827496	13828484	-	989	AT1TE45350	ATCOPIA41	LTR/Copia
chr1	13832176	13834264	-	2089	AT1TE45360	ATCOPIA94	LTR/Copia
chr1	13834265	13835790	-	1526	AT1TE45365	ATCOPIA75	LTR/Copia
chr1	13901101	13901961	+	861	AT1TE45610	META1	LTR/Copia
chr1	13955654	13959379	+	3726	AT1TE45805	TA1-2	LTR/Copia
chr1	13959380	13959418	+	39	AT1TE45810	ATCOPIA66	LTR/Copia
chr1	13964070	13964267	+	198	AT1TE45830	ATCOPIA54	LTR/Copia
chr1	13991541	13991583	-	43	AT1TE45945	ATCOPIA29	LTR/Copia
chr1	13991584	13991688	-	105	AT1TE45950	ATCOPIA28	LTR/Copia
chr1	13991689	13994017	-	2329	AT1TE45955	ROMANIAT5	LTR/Copia
chr1	13994018	13994948	-	931	AT1TE45960	ATCOPIA29	LTR/Copia
chr1	13996687	13998078	-	1392	AT1TE45970	ATCOPIA28	LTR/Copia
chr1	14006883	14007129	+	247	AT1TE45990	ATCOPIA12	LTR/Copia
chr1	14007337	14007772	+	436	AT1TE45995	ATCOPIA13	LTR/Copia
chr1	14042047	14042700	-	654	AT1TE46120	META1	LTR/Copia
chr1	14059004	14059067	+	64	AT1TE46185	ROMANIAT5	LTR/Copia
chr1	14060829	14061200	-	372	AT1TE46200	ATCOPIA94	LTR/Copia
chr1	14117385	14117657	-	273	AT1TE46360	ATCOPIA94	LTR/Copia
chr1	14129670	14129760	-	91	AT1TE46400	TA1-2	LTR/Copia
chr1	14129761	14134840	-	5080	AT1TE46405	ATCOPIA66	LTR/Copia
chr1	14350163	14350415	+	253	AT1TE47160	ATCOPIA94	LTR/Copia
chr1	14355404	14355644	+	241	AT1TE47215	ATCOPIA94	LTR/Copia
chr1	14359721	14360155	+	435	AT1TE47240	ATCOPIA69	LTR/Copia
chr1	14395816	14396068	+	253	AT1TE47380	ATCOPIA94	LTR/Copia
chr1	14401057	14401297	+	241	AT1TE47435	ATCOPIA94	LTR/Copia
chr1	14405374	14405808	+	435	AT1TE47460	ATCOPIA69	LTR/Copia
chr1	14466175	14466419	+	245	AT1TE47635	ATCOPIA94	LTR/Copia
chr1	14470211	14470653	+	443	AT1TE47660	ATCOPIA69	LTR/Copia
chr1	15609257	15609514	+	258	AT1TE51350	ATCOPIA66	LTR/Copia
chr1	15610518	15610626	-	109	AT1TE51355	META1	LTR/Copia
chr1	15610627	15615403	-	4777	AT1TE51360	ROMANIAT5	LTR/Copia
chr1	15615404	15615449	-	46	AT1TE51365	ATCOPIA27	LTR/Copia
chr1	15657482	15661620	+	4139	AT1TE51580	ATCOPIA95	LTR/Copia
chr1	15721727	15724634	+	2908	AT1TE51765	ATCOPIA95	LTR/Copia
chr1	15727768	15729042	+	1275	AT1TE51780	ATCOPIA95	LTR/Copia
chr1	15813228	15813315	-	88	AT1TE52065	ATCOPIA49	LTR/Copia
chr1	15813316	15814443	-	1128	AT1TE52070	ATCOPIA49	LTR/Copia
chr1	15816275	15816321	-	47	AT1TE52080	ATCOPIA49	LTR/Copia
chr1	15816322	15821314	-	4993	AT1TE52085	ATCOPIA49	LTR/Copia
chr1	15852730	15855572	-	2843	AT1TE52170	ATCOPIA49	LTR/Copia
chr1	15879298	15879390	-	93	AT1TE52235	META1	LTR/Copia
chr1	15885591	15885674	-	84	AT1TE52270	META1	LTR/Copia
chr1	15994988	15995188	+	201	AT1TE52725	ATCOPIA28	LTR/Copia
chr1	16005561	16005839	+	279	AT1TE52755	ATCOPIA28	LTR/Copia
chr1	16034988	16037031	+	2044	AT1TE52845	ATCOPIA28	LTR/Copia
chr1	16037032	16037097	+	66	AT1TE52850	ATCOPIA28	LTR/Copia
chr1	16054521	16055754	+	1234	AT1TE52880	ATCOPIA29	LTR/Copia
chr1	16059165	16061322	+	2158	AT1TE52895	ATCOPIA28	LTR/Copia
chr1	16115818	16115943	-	126	AT1TE53070	ATCOPIA87	LTR/Copia
chr1	16117829	16122859	+	5031	AT1TE53090	ENDOVIR1	LTR/Copia
chr1	16122860	16124077	+	1218	AT1TE53095	ATCOPIA58	LTR/Copia
chr1	16168081	16168118	-	38	AT1TE53290	META1	LTR/Copia
chr1	16168119	16168193	-	75	AT1TE53295	ATCOPIA28	LTR/Copia
chr1	16168194	16170418	-	2225	AT1TE53300	ATCOPIA29	LTR/Copia
chr1	16176732	16177990	+	1259	AT1TE53320	ATCOPIA35	LTR/Copia
chr1	16177991	16178223	+	233	AT1TE53325	ATCOPIA31A	LTR/Copia
chr1	16178489	16181520	+	3032	AT1TE53330	ATCOPIA64	LTR/Copia
chr1	16181521	16181650	+	130	AT1TE53335	ATCOPIA45	LTR/Copia
chr1	16181651	16181683	+	33	AT1TE53340	ATCOPIA45	LTR/Copia
chr1	16181684	16181716	+	33	AT1TE53345	ATCOPIA54	LTR/Copia
chr1	16194407	16194665	+	259	AT1TE53385	ATCOPIA94	LTR/Copia
chr1	16279383	16279742	+	360	AT1TE53620	ATCOPIA93	LTR/Copia
chr1	16348020	16348075	-	56	AT1TE53835	ENDOVIR1	LTR/Copia
chr1	16348076	16348538	-	463	AT1TE53840	ATCOPIA58	LTR/Copia
chr1	16348539	16348559	-	21	AT1TE53845	ENDOVIR1	LTR/Copia
chr1	16369956	16369967	-	12	AT1TE53965	ATCOPIA69	LTR/Copia
chr1	16369971	16375017	-	5047	AT1TE53970	ATCOPIA69	LTR/Copia
chr1	16403603	16403859	+	257	AT1TE54035	ATCOPIA31	LTR/Copia
chr1	16405586	16405733	-	148	AT1TE54055	ATCOPIA58	LTR/Copia
chr1	16405734	16406476	-	743	AT1TE54060	ENDOVIR1	LTR/Copia
chr1	16406477	16406569	-	93	AT1TE54065	ENDOVIR1	LTR/Copia
chr1	16406570	16406716	-	147	AT1TE54070	ATCOPIA58	LTR/Copia
chr1	16488881	16491738	-	2858	AT1TE54400	ATCOPIA48	LTR/Copia
chr1	16501577	16502669	-	1093	AT1TE54445	ATCOPIA21	LTR/Copia
chr1	16504654	16505537	+	884	AT1TE54450	ATCOPIA11	LTR/Copia
chr1	16505600	16506274	+	675	AT1TE54455	ATCOPIA4	LTR/Copia
chr1	16506275	16506390	+	116	AT1TE54460	ATCOPIA67	LTR/Copia
chr1	16506391	16506510	+	120	AT1TE54465	ATCOPIA25	LTR/Copia
chr1	16531300	16531668	+	369	AT1TE54485	ATCOPIA38B	LTR/Copia
chr1	16531681	16531734	+	54	AT1TE54490	ATCOPIA48	LTR/Copia
chr1	16531735	16531788	+	54	AT1TE54495	ATCOPIA21	LTR/Copia
chr1	16531789	16533312	+	1524	AT1TE54500	ATCOPIA25	LTR/Copia
chr1	16533313	16533445	+	133	AT1TE54505	ATCOPIA2	LTR/Copia
chr1	16551716	16557069	-	5354	AT1TE54585	ATCOPIA93	LTR/Copia
chr1	16569873	16575243	-	5371	AT1TE54625	ATCOPIA35	LTR/Copia
chr1	16620651	16620830	+	180	AT1TE54780	ATCOPIA80	LTR/Copia
chr1	16637837	16638048	-	212	AT1TE54820	ATCOPIA81	LTR/Copia
chr1	16638816	16639056	-	241	AT1TE54825	ATCOPIA2	LTR/Copia
chr1	16639057	16639093	-	37	AT1TE54830	ATRE1	LTR/Copia
chr1	16639094	16640684	-	1591	AT1TE54835	ATCOPIA25	LTR/Copia
chr1	16640685	16640766	-	82	AT1TE54840	ATCOPIA48	LTR/Copia
chr1	16640767	16641070	-	304	AT1TE54845	ATCOPIA62	LTR/Copia
chr1	16641356	16641748	-	393	AT1TE54850	ATCOPIA55	LTR/Copia
chr1	16667243	16667899	+	657	AT1TE54940	ATCOPIA26	LTR/Copia
chr1	16673532	16673695	+	164	AT1TE54960	ATCOPIA68	LTR/Copia
chr1	16674908	16675422	+	515	AT1TE54970	ATCOPIA41	LTR/Copia
chr1	16676973	16677131	+	159	AT1TE54980	ATCOPIA41	LTR/Copia
chr1	16677321	16677343	+	23	AT1TE54985	ATCOPIA41	LTR/Copia
chr1	16677344	16680139	+	2796	AT1TE54990	ENDOVIR1	LTR/Copia
chr1	16680152	16680180	+	29	AT1TE54995	ATCOPIA41	LTR/Copia
chr1	16680181	16683546	+	3366	AT1TE55000	ATCOPIA41	LTR/Copia
chr1	16683549	16683590	+	42	AT1TE55005	ATCOPIA42	LTR/Copia
chr1	16691704	16691734	-	31	AT1TE55065	ATCOPIA42	LTR/Copia
chr1	16691748	16695154	-	3407	AT1TE55070	ATCOPIA41	LTR/Copia
chr1	16695155	16697937	-	2783	AT1TE55075	ENDOVIR1	LTR/Copia
chr1	16697938	16697960	-	23	AT1TE55080	ATCOPIA41	LTR/Copia
chr1	16698150	16698313	-	164	AT1TE55085	ATCOPIA42	LTR/Copia
chr1	16754573	16755211	+	639	AT1TE55360	ATCOPIA41	LTR/Copia
chr1	16853283	16853328	-	46	AT1TE55790	ATCOPIA15	LTR/Copia
chr1	16853329	16858040	-	4712	AT1TE55795	ATCOPIA4	LTR/Copia
chr1	17023916	17029257	-	5342	AT1TE56390	ATCOPIA79	LTR/Copia
chr1	17054875	17054925	+	51	AT1TE56440	ATCOPIA11	LTR/Copia
chr1	17054926	17060041	+	5116	AT1TE56445	ATCOPIA1	LTR/Copia
chr1	17201388	17202175	+	788	AT1TE57015	ATCOPIA78	LTR/Copia
chr1	17203926	17206318	+	2393	AT1TE57025	ATCOPIA63	LTR/Copia
chr1	17218269	17218450	-	182	AT1TE57080	ATCOPIA57	LTR/Copia
chr1	17218451	17218502	-	52	AT1TE57085	ATCOPIA57	LTR/Copia
chr1	17247685	17247719	-	35	AT1TE57195	ATCOPIA38B	LTR/Copia
chr1	17247720	17252579	-	4860	AT1TE57200	ATCOPIA75	LTR/Copia
chr1	17360726	17365910	+	5185	AT1TE57530	ATCOPIA49	LTR/Copia
chr1	17428422	17428744	-	323	AT1TE57750	ATCOPIA57	LTR/Copia
chr1	17430051	17430283	-	233	AT1TE57755	ATCOPIA57	LTR/Copia
chr1	17430284	17430317	-	34	AT1TE57760	ATCOPIA57	LTR/Copia
chr1	17443085	17446790	+	3706	AT1TE57805	ATCOPIA15	LTR/Copia
chr1	17465296	17465429	+	134	AT1TE57880	META1	LTR/Copia
chr1	17520595	17525126	+	4532	AT1TE58075	ATCOPIA38A	LTR/Copia
chr1	17525127	17525254	+	128	AT1TE58080	ATCOPIA15	LTR/Copia
chr1	17544483	17544627	+	145	AT1TE58140	ATCOPIA36	LTR/Copia
chr1	17547728	17547872	+	145	AT1TE58165	ATCOPIA36	LTR/Copia
chr1	17566622	17566717	-	96	AT1TE58315	ATCOPIA68	LTR/Copia
chr1	17574110	17574664	-	555	AT1TE58335	ATCOPIA95	LTR/Copia
chr1	17624596	17624811	-	216	AT1TE58500	ATCOPIA21	LTR/Copia
chr1	17640404	17640631	+	228	AT1TE58560	ATCOPIA57	LTR/Copia
chr1	17676761	17676785	-	25	AT1TE58695	ATCOPIA9	LTR/Copia
chr1	17676786	17681203	-	4418	AT1TE58700	ATCOPIA51	LTR/Copia
chr1	17681204	17681246	-	43	AT1TE58705	ATCOPIA47	LTR/Copia
chr1	17687585	17687723	-	139	AT1TE58735	ATCOPIA24	LTR/Copia
chr1	17690748	17691210	-	463	AT1TE58750	ATCOPIA11	LTR/Copia
chr1	17794534	17794722	-	189	AT1TE59080	ATCOPIA48	LTR/Copia
chr1	17838741	17838942	-	202	AT1TE59210	ATCOPIA95	LTR/Copia
chr1	18002177	18007370	-	5194	AT1TE59745	ATCOPIA49	LTR/Copia
chr1	18013162	18018435	+	5274	AT1TE59755	ATCOPIA78	LTR/Copia
chr1	18018639	18018751	+	113	AT1TE59760	ATCOPIA30	LTR/Copia
chr1	18053195	18054218	-	1024	AT1TE59860	ATCOPIA17	LTR/Copia
chr1	18054219	18054241	-	23	AT1TE59865	ATCOPIA24	LTR/Copia
chr1	18054242	18054285	-	44	AT1TE59870	ATCOPIA91	LTR/Copia
chr1	18068250	18068477	-	228	AT1TE59910	ATCOPIA87	LTR/Copia
chr1	18082991	18083226	-	236	AT1TE59950	ATRE1	LTR/Copia
chr1	18083499	18083785	-	287	AT1TE59955	ATCOPIA51	LTR/Copia
chr1	18083790	18084144	-	355	AT1TE59960	ATCOPIA89	LTR/Copia
chr1	18084145	18084168	-	24	AT1TE59965	ATCOPIA89	LTR/Copia
chr1	18084343	18084441	+	99	AT1TE59970	ATCOPIA96	LTR/Copia
chr1	18240166	18240667	-	502	AT1TE60425	META1	LTR/Copia
chr1	18308583	18308791	+	209	AT1TE60675	ATCOPIA53	LTR/Copia
chr1	18318076	18318453	-	378	AT1TE60715	ATCOPIA5	LTR/Copia
chr1	18339764	18339852	+	89	AT1TE60785	ATCOPIA68	LTR/Copia
chr1	18643654	18644174	-	521	AT1TE61795	ATCOPIA82	LTR/Copia
chr1	18759736	18760025	+	290	AT1TE62180	ATCOPIA69	LTR/Copia
chr1	18828527	18833280	+	4754	AT1TE62440	ATCOPIA36	LTR/Copia
chr1	18994617	18995469	-	853	AT1TE62915	ATCOPIA41	LTR/Copia
chr1	19003177	19003344	+	168	AT1TE62960	ATCOPIA68	LTR/Copia
chr1	19073026	19073193	+	168	AT1TE63190	ATCOPIA96	LTR/Copia
chr1	19156173	19156474	+	302	AT1TE63480	ATCOPIA48	LTR/Copia
chr1	19161780	19162251	+	472	AT1TE63490	ATCOPIA28	LTR/Copia
chr1	19218075	19218229	+	155	AT1TE63675	ATCOPIA96	LTR/Copia
chr1	19385772	19385868	-	97	AT1TE64190	META1	LTR/Copia
chr1	19445903	19450693	+	4791	AT1TE64390	ATCOPIA94	LTR/Copia
