chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	11692896	11693034	-	139	AT1TE37870	ATGP3	LTR/Gypsy
chr1	11693331	11693686	-	356	AT1TE37875	ATGP3	LTR/Gypsy
chr1	12031581	12033193	+	1613	AT1TE38985	ATHILA5	LTR/Gypsy
chr1	12033194	12033256	+	63	AT1TE38990	ATHILA5	LTR/Gypsy
chr1	12033257	12033378	+	122	AT1TE38995	ATHILA5	LTR/Gypsy
chr1	12076730	12076856	-	127	AT1TE39140	ATGP9B	LTR/Gypsy
chr1	12155267	12155294	+	28	AT1TE39450	ATHILA0_I	LTR/Gypsy
chr1	12155295	12155316	+	22	AT1TE39455	ATHILA0_I	LTR/Gypsy
chr1	12155317	12155791	+	475	AT1TE39460	ATHILA7	LTR/Gypsy
chr1	12166868	12167019	+	152	AT1TE39495	ATGP8	LTR/Gypsy
chr1	12296790	12297054	-	265	AT1TE39960	ATHILA7	LTR/Gypsy
chr1	12403230	12404876	-	1647	AT1TE40340	ATLANTYS1	LTR/Gypsy
chr1	12405287	12405918	-	632	AT1TE40345	TAT1_ATH	LTR/Gypsy
chr1	12513191	12513238	+	48	AT1TE40720	ATHILA4B_LTR	LTR/Gypsy
chr1	12513239	12513824	+	586	AT1TE40725	ATHILA4A	LTR/Gypsy
chr1	12514633	12514799	-	167	AT1TE40730	ATGP8	LTR/Gypsy
chr1	12566243	12568303	+	2061	AT1TE40940	ATGP2N	LTR/Gypsy
chr1	12569584	12572711	-	3128	AT1TE40955	ATGP2	LTR/Gypsy
chr1	12664497	12673969	-	9473	AT1TE41345	ATLANTYS2	LTR/Gypsy
chr1	12710570	12710841	+	272	AT1TE41445	ATHILA7	LTR/Gypsy
chr1	12847931	12849661	+	1731	AT1TE41820	ATHILA4C	LTR/Gypsy
chr1	12900121	12900445	+	325	AT1TE42030	ATLANTYS2	LTR/Gypsy
chr1	12926601	12926810	+	210	AT1TE42145	ATHILA7	LTR/Gypsy
chr1	12959522	12959966	-	445	AT1TE42250	ATGP8	LTR/Gypsy
chr1	12966328	12966899	-	572	AT1TE42275	ATLANTYS3	LTR/Gypsy
chr1	12987699	12987862	+	164	AT1TE42350	ATGP9B	LTR/Gypsy
chr1	13000218	13005219	+	5002	AT1TE42395	ATGP3	LTR/Gypsy
chr1	13006366	13007984	-	1619	AT1TE42400	ATGP3	LTR/Gypsy
chr1	13007694	13007773	-	80	AT1TE42405	ATGP9B	LTR/Gypsy
chr1	13178746	13178815	-	70	AT1TE43015	ATLANTYS3	LTR/Gypsy
chr1	13178816	13179468	-	653	AT1TE43020	ATLANTYS2	LTR/Gypsy
chr1	13180946	13181769	-	824	AT1TE43030	ATGP7	LTR/Gypsy
chr1	13181770	13181895	-	126	AT1TE43035	ATGP7	LTR/Gypsy
chr1	13181965	13186591	-	4627	AT1TE43040	ATGP7	LTR/Gypsy
chr1	13186847	13187018	+	172	AT1TE43045	ATGP7	LTR/Gypsy
chr1	13292809	13292854	-	46	AT1TE43415	ATHILA4A	LTR/Gypsy
chr1	13292855	13295196	-	2342	AT1TE43420	ATHILA4	LTR/Gypsy
chr1	13295197	13295373	-	177	AT1TE43425	ATHILA4A	LTR/Gypsy
chr1	13295392	13296927	-	1536	AT1TE43430	ATHILA4	LTR/Gypsy
chr1	13297271	13297356	+	86	AT1TE43435	ATGP8	LTR/Gypsy
chr1	13298356	13299022	+	667	AT1TE43440	ATGP8	LTR/Gypsy
chr1	13299134	13301583	-	2450	AT1TE43445	ATHILA4	LTR/Gypsy
chr1	13301585	13301629	-	45	AT1TE43450	ATHILA4C	LTR/Gypsy
chr1	13336686	13336749	+	64	AT1TE43600	ATGP3	LTR/Gypsy
chr1	13336750	13339482	+	2733	AT1TE43605	ATGP3	LTR/Gypsy
chr1	13347745	13349384	+	1640	AT1TE43640	ATHILA8A	LTR/Gypsy
chr1	13397404	13397539	+	136	AT1TE43800	ATHILA4D_LTR	LTR/Gypsy
chr1	13397540	13400776	+	3237	AT1TE43805	ATHILA4	LTR/Gypsy
chr1	13400777	13401576	+	800	AT1TE43810	ATHILA4A	LTR/Gypsy
chr1	13401577	13401675	+	99	AT1TE43815	ATHILA4B_LTR	LTR/Gypsy
chr1	13401676	13402670	+	995	AT1TE43820	ATHILA4	LTR/Gypsy
chr1	13494260	13494325	-	66	AT1TE44140	TAT1_ATH	LTR/Gypsy
chr1	13507195	13507779	-	585	AT1TE44225	ATHILA4B_LTR	LTR/Gypsy
chr1	13507780	13515964	-	8185	AT1TE44230	ATGP1	LTR/Gypsy
chr1	13515965	13517626	-	1662	AT1TE44235	ATHILA4A	LTR/Gypsy
chr1	13517653	13517708	-	56	AT1TE44240	ATHILA4A	LTR/Gypsy
chr1	13517709	13517733	+	25	AT1TE44245	ATHILA4C	LTR/Gypsy
chr1	13517763	13520558	-	2796	AT1TE44250	ATHILA4	LTR/Gypsy
chr1	13591829	13591985	+	157	AT1TE44510	ATHILA4A	LTR/Gypsy
chr1	13592847	13593057	+	211	AT1TE44520	ATHILA4A	LTR/Gypsy
chr1	13593059	13597322	+	4264	AT1TE44525	ATHILA4	LTR/Gypsy
chr1	13597434	13597667	+	234	AT1TE44530	ATHILA4A	LTR/Gypsy
chr1	13597675	13599711	+	2037	AT1TE44535	ATHILA4B_LTR	LTR/Gypsy
chr1	13599712	13600943	+	1232	AT1TE44540	ATHILA4A	LTR/Gypsy
chr1	13600945	13601035	+	91	AT1TE44545	ATHILA4C	LTR/Gypsy
chr1	13621478	13621506	-	29	AT1TE44610	ATHILA4A	LTR/Gypsy
chr1	13621507	13622705	-	1199	AT1TE44615	ATHILA4B_LTR	LTR/Gypsy
chr1	13644552	13648938	-	4387	AT1TE44670	ATHILA6B	LTR/Gypsy
chr1	13649002	13649326	-	325	AT1TE44675	ATHILA	LTR/Gypsy
chr1	13649327	13650463	-	1137	AT1TE44680	ATHILA6B	LTR/Gypsy
chr1	13650464	13650501	-	38	AT1TE44685	ATHILA6B	LTR/Gypsy
chr1	13650502	13654369	-	3868	AT1TE44690	ATHILA2	LTR/Gypsy
chr1	13654370	13654390	-	21	AT1TE44695	ATHILA6B	LTR/Gypsy
chr1	13659273	13667557	+	8285	AT1TE44720	ATGP1	LTR/Gypsy
chr1	13676765	13677268	+	504	AT1TE44765	ATLANTYS1	LTR/Gypsy
chr1	13677269	13680779	-	3511	AT1TE44770	ATGP3	LTR/Gypsy
chr1	13682262	13682800	+	539	AT1TE44775	ATLANTYS1	LTR/Gypsy
chr1	13708142	13709758	+	1617	AT1TE44895	ATHILA5	LTR/Gypsy
chr1	13711059	13712501	+	1443	AT1TE44905	ATHILA2	LTR/Gypsy
chr1	13719500	13721663	+	2164	AT1TE44945	ATGP8	LTR/Gypsy
chr1	13719686	13720042	+	357	AT1TE44950	ATGP8	LTR/Gypsy
chr1	13721910	13721979	+	70	AT1TE44955	ATGP8	LTR/Gypsy
chr1	13722645	13722708	+	64	AT1TE44960	ATGP9B	LTR/Gypsy
chr1	13723190	13724194	+	1005	AT1TE44965	ATGP9B	LTR/Gypsy
chr1	13724567	13724619	+	53	AT1TE44970	ATGP9B	LTR/Gypsy
chr1	13725405	13725795	+	391	AT1TE44975	ATGP8	LTR/Gypsy
chr1	13748187	13748454	-	268	AT1TE45050	ATGP5	LTR/Gypsy
chr1	13768440	13768753	-	314	AT1TE45130	ATLANTYS2	LTR/Gypsy
chr1	13768754	13777586	+	8833	AT1TE45135	ATHILA2	LTR/Gypsy
chr1	13777587	13777610	+	24	AT1TE45140	ATHILA6A	LTR/Gypsy
chr1	13777611	13785849	-	8239	AT1TE45145	ATLANTYS2	LTR/Gypsy
chr1	13779966	13781169	-	1204	AT1TE45150	ATHILA4B_LTR	LTR/Gypsy
chr1	13781170	13782305	-	1136	AT1TE45155	ATHILA4A	LTR/Gypsy
chr1	13782306	13784780	-	2475	AT1TE45160	ATHILA4	LTR/Gypsy
chr1	13784781	13785497	-	717	AT1TE45165	ATHILA4B_LTR	LTR/Gypsy
chr1	13785859	13786684	+	826	AT1TE45170	ATGP5	LTR/Gypsy
chr1	13786685	13795195	+	8511	AT1TE45175	ATHILA6A	LTR/Gypsy
chr1	13795196	13796032	+	837	AT1TE45180	ATHILA6A	LTR/Gypsy
chr1	13796033	13796397	+	365	AT1TE45185	ATGP5	LTR/Gypsy
chr1	13796398	13796451	+	54	AT1TE45190	ATGP5	LTR/Gypsy
chr1	13796452	13796498	-	47	AT1TE45195	ATHILA2	LTR/Gypsy
chr1	13796499	13800080	-	3582	AT1TE45200	ATHILA2	LTR/Gypsy
chr1	13800081	13800666	-	586	AT1TE45205	ATHILA6B	LTR/Gypsy
chr1	13800667	13801784	-	1118	AT1TE45210	ATHILA2	LTR/Gypsy
chr1	13801785	13801876	-	92	AT1TE45215	ATHILA	LTR/Gypsy
chr1	13818513	13818559	+	47	AT1TE45310	ATGP9LTR	LTR/Gypsy
chr1	13818560	13823827	+	5268	AT1TE45315	ATGP3	LTR/Gypsy
chr1	13828485	13832149	+	3665	AT1TE45355	ATGP1	LTR/Gypsy
chr1	13841052	13841405	-	354	AT1TE45390	ATGP10	LTR/Gypsy
chr1	13862921	13862957	-	37	AT1TE45470	ATHILA5	LTR/Gypsy
chr1	13862959	13864749	-	1791	AT1TE45475	ATHILA6A	LTR/Gypsy
chr1	13883073	13890962	+	7890	AT1TE45560	ATGP1	LTR/Gypsy
chr1	13912834	13913517	+	684	AT1TE45670	ATHILA3	LTR/Gypsy
chr1	13913518	13913787	+	270	AT1TE45675	ATHILA6A	LTR/Gypsy
chr1	13913796	13915110	+	1315	AT1TE45680	ATHILA0_I	LTR/Gypsy
chr1	13914688	13914719	+	32	AT1TE45685	ATHILA	LTR/Gypsy
chr1	13915111	13915199	+	89	AT1TE45690	ATHILA5	LTR/Gypsy
chr1	13915200	13917482	+	2283	AT1TE45695	ATHILA3	LTR/Gypsy
chr1	13917483	13917514	+	32	AT1TE45700	ATHILA3	LTR/Gypsy
chr1	13917578	13919016	+	1439	AT1TE45705	ATHILA3	LTR/Gypsy
chr1	13920722	13922110	-	1389	AT1TE45710	ATHILA2	LTR/Gypsy
chr1	13922111	13925068	+	2958	AT1TE45715	ATHILA4	LTR/Gypsy
chr1	13925069	13928742	+	3674	AT1TE45720	ATHILA4A	LTR/Gypsy
chr1	13928743	13935988	+	7246	AT1TE45735	ATHILA4D_LTR	LTR/Gypsy
chr1	13929931	13930998	+	1068	AT1TE45740	ATHILA4	LTR/Gypsy
chr1	13931180	13931785	+	606	AT1TE45745	ATHILA4C	LTR/Gypsy
chr1	13931786	13934802	+	3017	AT1TE45750	ATHILA4A	LTR/Gypsy
chr1	13935989	13936045	+	57	AT1TE45765	ATHILA4A	LTR/Gypsy
chr1	13936046	13937056	+	1011	AT1TE45770	ATHILA4	LTR/Gypsy
chr1	13937238	13937843	+	606	AT1TE45775	ATHILA4C	LTR/Gypsy
chr1	13937844	13939631	+	1788	AT1TE45780	ATHILA4A	LTR/Gypsy
chr1	13940763	13947032	-	6270	AT1TE45790	ATHILA6A	LTR/Gypsy
chr1	13947033	13950715	-	3683	AT1TE45795	ATGP2	LTR/Gypsy
chr1	13950718	13955653	-	4936	AT1TE45800	ATLANTYS1	LTR/Gypsy
chr1	13959438	13961274	-	1837	AT1TE45815	ATLANTYS1	LTR/Gypsy
chr1	13961275	13961618	-	344	AT1TE45820	ATHILA6A	LTR/Gypsy
chr1	13961619	13961646	-	28	AT1TE45825	ATHILA	LTR/Gypsy
chr1	13971993	13974028	+	2036	AT1TE45860	ATGP2N	LTR/Gypsy
chr1	13994949	13996527	-	1579	AT1TE45965	ATHILA8B	LTR/Gypsy
chr1	14007782	14008008	-	227	AT1TE46000	ATHILA8B	LTR/Gypsy
chr1	14008089	14008253	-	165	AT1TE46005	ATHILA8B	LTR/Gypsy
chr1	14021370	14024147	+	2778	AT1TE46065	ATGP3	LTR/Gypsy
chr1	14024148	14024216	+	69	AT1TE46070	ATGP3	LTR/Gypsy
chr1	14044362	14045934	+	1573	AT1TE46140	ATHILA	LTR/Gypsy
chr1	14045935	14046031	+	97	AT1TE46145	ATHILA2	LTR/Gypsy
chr1	14059070	14060612	+	1543	AT1TE46190	ATHILA2	LTR/Gypsy
chr1	14061488	14061769	-	282	AT1TE46205	ATHILA4C	LTR/Gypsy
chr1	14062094	14062288	-	195	AT1TE46210	ATHILA4A	LTR/Gypsy
chr1	14062307	14063914	+	1608	AT1TE46215	ATHILA8A	LTR/Gypsy
chr1	14076943	14080234	-	3292	AT1TE46255	ATHILA4A	LTR/Gypsy
chr1	14082587	14094068	+	11482	AT1TE46265	ATHILA6B	LTR/Gypsy
chr1	14097912	14098542	-	631	AT1TE46295	ATHILA4A	LTR/Gypsy
chr1	14098543	14098633	-	91	AT1TE46300	ATHILA3	LTR/Gypsy
chr1	14098634	14101812	-	3179	AT1TE46305	ATHILA0_I	LTR/Gypsy
chr1	14101823	14107573	-	5751	AT1TE46310	ATHILA3	LTR/Gypsy
chr1	14102480	14102760	-	281	AT1TE46315	ATHILA0_I	LTR/Gypsy
chr1	14104486	14104536	-	51	AT1TE46320	ATHILA3	LTR/Gypsy
chr1	14107574	14108708	-	1135	AT1TE46325	ATHILA4A	LTR/Gypsy
chr1	14113719	14114341	-	623	AT1TE46335	ATHILA8A	LTR/Gypsy
chr1	14114369	14114464	-	96	AT1TE46340	ATHILA4C	LTR/Gypsy
chr1	14114465	14114486	-	22	AT1TE46345	ATHILA4C	LTR/Gypsy
chr1	14114771	14115220	-	450	AT1TE46350	ATHILA7	LTR/Gypsy
chr1	14116034	14116840	-	807	AT1TE46355	ATHILA6B	LTR/Gypsy
chr1	14117912	14118195	-	284	AT1TE46365	ATHILA4C	LTR/Gypsy
chr1	14121532	14121719	-	188	AT1TE46380	ATHILA2	LTR/Gypsy
chr1	14121720	14125084	-	3365	AT1TE46385	ATHILA2	LTR/Gypsy
chr1	14125085	14127032	-	1948	AT1TE46390	ATHILA6B	LTR/Gypsy
chr1	14127035	14128352	-	1318	AT1TE46395	ATHILA2	LTR/Gypsy
chr1	14177934	14178066	-	133	AT1TE46570	ATHILA2	LTR/Gypsy
chr1	14178069	14183542	-	5474	AT1TE46575	ATHILA2	LTR/Gypsy
chr1	14183543	14183631	-	89	AT1TE46580	ATHILA2	LTR/Gypsy
chr1	14183785	14183995	-	211	AT1TE46585	ATHILA2	LTR/Gypsy
chr1	14196923	14206946	-	10024	AT1TE46635	ATLANTYS1	LTR/Gypsy
chr1	14207139	14208348	+	1210	AT1TE46640	ATHILA4	LTR/Gypsy
chr1	14208774	14211194	+	2421	AT1TE46645	ATHILA4	LTR/Gypsy
chr1	14211195	14212645	+	1451	AT1TE46650	ATHILA4A	LTR/Gypsy
chr1	14212646	14212686	+	41	AT1TE46655	ATHILA4B_LTR	LTR/Gypsy
chr1	14214747	14225656	-	10910	AT1TE46665	ATHILA3	LTR/Gypsy
chr1	14222136	14222170	-	35	AT1TE46670	ATHILA3	LTR/Gypsy
chr1	14226701	14230059	+	3359	AT1TE46685	ATHILA2	LTR/Gypsy
chr1	14230071	14242310	+	12240	AT1TE46690	ATHILA7	LTR/Gypsy
chr1	14231222	14231243	+	22	AT1TE46695	ATHILA4C	LTR/Gypsy
chr1	14232764	14235750	+	2987	AT1TE46700	ATHILA	LTR/Gypsy
chr1	14233182	14233216	+	35	AT1TE46705	ATHILA	LTR/Gypsy
chr1	14235751	14236844	+	1094	AT1TE46710	ATHILA6B	LTR/Gypsy
chr1	14236845	14237008	+	164	AT1TE46715	ATHILA2	LTR/Gypsy
chr1	14237009	14237028	+	20	AT1TE46720	ATHILA2	LTR/Gypsy
chr1	14237029	14237449	+	421	AT1TE46725	ATHILA	LTR/Gypsy
chr1	14237450	14237483	+	34	AT1TE46730	ATHILA2	LTR/Gypsy
chr1	14237574	14241004	+	3431	AT1TE46735	ATHILA	LTR/Gypsy
chr1	14241007	14241178	+	172	AT1TE46740	ATHILA6B	LTR/Gypsy
chr1	14241179	14241202	+	24	AT1TE46745	ATHILA6A	LTR/Gypsy
chr1	14242311	14242403	+	93	AT1TE46750	ATHILA6B	LTR/Gypsy
chr1	14242404	14248337	+	5934	AT1TE46755	ATHILA2	LTR/Gypsy
chr1	14248338	14248936	+	599	AT1TE46760	ATHILA2	LTR/Gypsy
chr1	14248937	14255843	+	6907	AT1TE46765	ATHILA2	LTR/Gypsy
chr1	14255844	14257875	-	2032	AT1TE46770	ATHILA2	LTR/Gypsy
chr1	14257876	14259091	-	1216	AT1TE46775	ATHILA6B	LTR/Gypsy
chr1	14259092	14261082	-	1991	AT1TE46780	ATHILA2	LTR/Gypsy
chr1	14261083	14261587	+	505	AT1TE46785	ATHILA0_I	LTR/Gypsy
chr1	14261588	14262179	-	592	AT1TE46790	ATHILA2	LTR/Gypsy
chr1	14263529	14263551	-	23	AT1TE46800	ATHILA3	LTR/Gypsy
chr1	14263552	14273951	-	10400	AT1TE46805	ATHILA3	LTR/Gypsy
chr1	14267046	14268443	-	1398	AT1TE46810	ATHILA3	LTR/Gypsy
chr1	14268444	14268476	-	33	AT1TE46815	ATHILA3	LTR/Gypsy
chr1	14280175	14281809	-	1635	AT1TE46835	ATHILA0_I	LTR/Gypsy
chr1	14282300	14282371	-	72	AT1TE46840	ATLANTYS3	LTR/Gypsy
chr1	14282413	14282638	-	226	AT1TE46845	ATLANTYS2	LTR/Gypsy
chr1	14282909	14283310	-	402	AT1TE46850	ATLANTYS2	LTR/Gypsy
chr1	14286370	14286439	-	70	AT1TE46860	ATLANTYS3	LTR/Gypsy
chr1	14286480	14286705	-	226	AT1TE46865	ATLANTYS2	LTR/Gypsy
chr1	14309742	14310150	-	409	AT1TE47015	ATHILA4	LTR/Gypsy
chr1	14311851	14327652	+	15802	AT1TE47035	ATHILA4C	LTR/Gypsy
chr1	14312044	14312448	+	405	AT1TE47040	ATHILA4C	LTR/Gypsy
chr1	14315153	14315189	+	37	AT1TE47045	ATHILA2	LTR/Gypsy
chr1	14315190	14320850	+	5661	AT1TE47050	ATHILA2	LTR/Gypsy
chr1	14327653	14327704	+	52	AT1TE47070	ATHILA4C	LTR/Gypsy
chr1	14328156	14329803	+	1648	AT1TE47080	ATHILA	LTR/Gypsy
chr1	14330894	14330990	-	97	AT1TE47090	ATHILA6A	LTR/Gypsy
chr1	14331005	14332548	-	1544	AT1TE47095	ATHILA5	LTR/Gypsy
chr1	14334336	14340693	+	6358	AT1TE47105	ATHILA2	LTR/Gypsy
chr1	14340694	14341290	+	597	AT1TE47110	ATHILA2	LTR/Gypsy
chr1	14341291	14341670	-	380	AT1TE47115	ATHILA4A	LTR/Gypsy
chr1	14341671	14341711	+	41	AT1TE47120	ATHILA0_I	LTR/Gypsy
chr1	14341712	14344568	+	2857	AT1TE47125	ATHILA3	LTR/Gypsy
chr1	14344642	14344834	+	193	AT1TE47130	ATHILA0_I	LTR/Gypsy
chr1	14345242	14346432	+	1191	AT1TE47135	ATHILA5	LTR/Gypsy
chr1	14346433	14346915	+	483	AT1TE47140	ATHILA5	LTR/Gypsy
chr1	14346918	14349130	+	2213	AT1TE47145	ATHILA3	LTR/Gypsy
chr1	14349623	14349676	+	54	AT1TE47150	ATHILA7	LTR/Gypsy
chr1	14349677	14350162	+	486	AT1TE47155	ATHILA4D_LTR	LTR/Gypsy
chr1	14350416	14350625	+	210	AT1TE47165	ATHILA7A	LTR/Gypsy
chr1	14350868	14350911	+	44	AT1TE47170	ATHILA0_I	LTR/Gypsy
chr1	14350912	14352041	+	1130	AT1TE47175	ATHILA8B	LTR/Gypsy
chr1	14352046	14352150	+	105	AT1TE47180	ATHILA3	LTR/Gypsy
chr1	14352575	14352605	+	31	AT1TE47185	ATHILA6B	LTR/Gypsy
chr1	14352606	14353475	+	870	AT1TE47190	ATHILA7	LTR/Gypsy
chr1	14353180	14353977	+	798	AT1TE47195	ATHILA7A	LTR/Gypsy
chr1	14353978	14354438	+	461	AT1TE47200	ATHILA8A	LTR/Gypsy
chr1	14354865	14354918	+	54	AT1TE47205	ATHILA7	LTR/Gypsy
chr1	14354919	14355403	+	485	AT1TE47210	ATHILA4D_LTR	LTR/Gypsy
chr1	14355645	14356801	+	1157	AT1TE47220	ATHILA3	LTR/Gypsy
chr1	14356802	14357624	-	823	AT1TE47225	ATHILA4A	LTR/Gypsy
chr1	14357678	14358254	-	577	AT1TE47230	ATHILA4	LTR/Gypsy
chr1	14358255	14362049	-	3795	AT1TE47235	ATHILA4	LTR/Gypsy
chr1	14362050	14362267	-	218	AT1TE47245	ATHILA4B_LTR	LTR/Gypsy
chr1	14364134	14364203	-	70	AT1TE47250	ATHILA2	LTR/Gypsy
chr1	14364204	14365893	+	1690	AT1TE47255	ATHILA3	LTR/Gypsy
chr1	14365895	14366400	-	506	AT1TE47260	ATHILA2	LTR/Gypsy
chr1	14367660	14368377	-	718	AT1TE47275	ATLANTYS2	LTR/Gypsy
chr1	14368381	14375118	+	6738	AT1TE47280	ATHILA0_I	LTR/Gypsy
chr1	14375119	14375385	-	267	AT1TE47285	ATLANTYS2	LTR/Gypsy
chr1	14375398	14375766	+	369	AT1TE47290	ATHILA0_I	LTR/Gypsy
chr1	14375773	14377214	-	1442	AT1TE47295	ATHILA2	LTR/Gypsy
chr1	14379072	14379255	+	184	AT1TE47300	ATGP10	LTR/Gypsy
chr1	14379492	14381177	-	1686	AT1TE47305	ATHILA2	LTR/Gypsy
chr1	14381663	14383424	+	1762	AT1TE47315	ATHILA4C	LTR/Gypsy
chr1	14383425	14383837	-	413	AT1TE47320	ATHILA2	LTR/Gypsy
chr1	14383838	14384611	+	774	AT1TE47325	ATHILA2	LTR/Gypsy
chr1	14384612	14384991	-	380	AT1TE47330	ATHILA4A	LTR/Gypsy
chr1	14384992	14385032	+	41	AT1TE47335	ATHILA0_I	LTR/Gypsy
chr1	14385033	14390221	+	5189	AT1TE47340	ATHILA3	LTR/Gypsy
chr1	14388482	14388531	+	50	AT1TE47345	ATHILA0_I	LTR/Gypsy
chr1	14390295	14390487	+	193	AT1TE47350	ATHILA0_I	LTR/Gypsy
chr1	14390895	14392085	+	1191	AT1TE47355	ATHILA5	LTR/Gypsy
chr1	14392086	14392568	+	483	AT1TE47360	ATHILA5	LTR/Gypsy
chr1	14392569	14394783	+	2215	AT1TE47365	ATHILA3	LTR/Gypsy
chr1	14395276	14395329	+	54	AT1TE47370	ATHILA7	LTR/Gypsy
chr1	14395330	14395815	+	486	AT1TE47375	ATHILA4D_LTR	LTR/Gypsy
chr1	14396069	14396278	+	210	AT1TE47385	ATHILA7A	LTR/Gypsy
chr1	14396521	14396564	+	44	AT1TE47390	ATHILA0_I	LTR/Gypsy
chr1	14396565	14397694	+	1130	AT1TE47395	ATHILA8B	LTR/Gypsy
chr1	14397699	14397803	+	105	AT1TE47400	ATHILA3	LTR/Gypsy
chr1	14398228	14398258	+	31	AT1TE47405	ATHILA6B	LTR/Gypsy
chr1	14398259	14399128	+	870	AT1TE47410	ATHILA7	LTR/Gypsy
chr1	14398833	14399630	+	798	AT1TE47415	ATHILA7A	LTR/Gypsy
chr1	14399631	14400091	+	461	AT1TE47420	ATHILA8A	LTR/Gypsy
chr1	14400518	14400571	+	54	AT1TE47425	ATHILA7A	LTR/Gypsy
chr1	14400572	14401056	+	485	AT1TE47430	ATHILA4D_LTR	LTR/Gypsy
chr1	14401298	14402454	+	1157	AT1TE47440	ATHILA0_I	LTR/Gypsy
