chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr3	20235109	20235246	-	138	AT3TE82250	ATSINE2A	SINE
chr3	20304712	20304914	+	203	AT3TE82550	ATSINE4	SINE
chr3	20584511	20584680	-	170	AT3TE83700	ATSINE2A	SINE
chr4	697319	697570	-	252	AT4TE03590	ATSINE4	SINE
chr4	735418	735568	+	151	AT4TE03780	ATSINE2A	SINE
chr4	2292741	2292775	-	35	AT4TE10625	ATSINE4	SINE
chr4	2508547	2508938	+	392	AT4TE11715	ATSINE4	SINE
chr4	4956332	4956480	+	149	AT4TE20720	ATSINE4	SINE
chr4	5237865	5238312	+	448	AT4TE21810	ATSINE4	SINE
chr4	5300909	5301260	-	352	AT4TE22070	ATSINE4	SINE
chr4	5301261	5301334	-	74	AT4TE22075	ATSINE4	SINE
chr4	6479409	6479737	-	329	AT4TE27660	ATSINE4	SINE
chr4	6784790	6785156	-	367	AT4TE29160	ATSINE2A	SINE
chr4	7389649	7391071	+	1423	AT4TE32185	ATSINE2A	SINE
chr4	7764115	7764211	-	97	AT4TE34025	ATSINE2A	SINE
chr4	8798588	8798681	+	94	AT4TE39290	ATSINE4	SINE
chr4	9357139	9357370	+	232	AT4TE42220	ATSINE4	SINE
chr4	10359458	10359610	+	153	AT4TE47270	ATSINE4	SINE
chr4	10647308	10647656	+	349	AT4TE48730	ATSINE4	SINE
chr4	10928129	10928494	+	366	AT4TE50100	ATSINE4	SINE
chr5	1482192	1482685	+	494	AT5TE05380	ATSINE2A	SINE
chr5	6324018	6324170	+	153	AT5TE22900	ATSINE2A	SINE
chr5	6663622	6663787	-	166	AT5TE24155	ATSINE2A	SINE
chr5	7800675	7800908	+	234	AT5TE28225	ATSINE4	SINE
chr5	8860709	8861040	-	332	AT5TE32095	ATSINE4	SINE
chr5	8911184	8911530	+	347	AT5TE32290	ATSINE4	SINE
chr5	9720852	9721507	+	656	AT5TE35285	ATSINE2A	SINE
chr5	10025640	10025996	+	357	AT5TE36495	ATSINE4	SINE
chr5	10164812	10165234	+	423	AT5TE37000	ATSINE4	SINE
chr5	10405995	10406327	+	333	AT5TE37980	ATSINE4	SINE
chr5	10684408	10684759	-	352	AT5TE38900	ATSINE4	SINE
chr5	14099295	14099417	+	123	AT5TE50315	ATSINE4	SINE
chr5	14242162	14242318	+	157	AT5TE50920	ATSINE4	SINE
chr5	14399414	14399746	+	333	AT5TE51815	ATSINE4	SINE
chr5	14458713	14459045	+	333	AT5TE52045	ATSINE4	SINE
chr5	15603037	15603359	+	323	AT5TE56420	ATSINE2A	SINE
chr5	20151264	20152056	-	793	AT5TE72580	ATSINE2A	SINE
chr5	21165835	21166138	-	304	AT5TE76220	ATSINE4	SINE
