chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	696359	696446	-	88	AT1TE02260	ATREP2A	RC/Helitron
chr1	696447	697372	-	926	AT1TE02265	ATREP1	RC/Helitron
chr1	697387	697951	+	565	AT1TE02270	ATREP10D	RC/Helitron
chr1	697952	698088	+	137	AT1TE02275	HELITRONY3	RC/Helitron
chr1	728985	729267	-	283	AT1TE02365	ATREP11	RC/Helitron
chr1	758410	758534	+	125	AT1TE02460	HELITRONY1A	RC/Helitron
chr1	758535	760505	+	1971	AT1TE02465	ATREP5	RC/Helitron
chr1	760506	760660	+	155	AT1TE02470	ATREP3	RC/Helitron
chr1	781194	782748	-	1555	AT1TE02540	ATREP15	RC/Helitron
chr1	782749	782943	+	195	AT1TE02545	HELITRONY2	RC/Helitron
chr1	782944	782971	+	28	AT1TE02550	ATREP3	RC/Helitron
chr1	785448	785479	+	32	AT1TE02565	HELITRONY1D	RC/Helitron
chr1	821723	821763	-	41	AT1TE02680	ATREP4	RC/Helitron
chr1	821764	821946	-	183	AT1TE02685	HELITRONY1D	RC/Helitron
chr1	821947	822571	-	625	AT1TE02690	ATREP5	RC/Helitron
chr1	822579	822627	-	49	AT1TE02695	ATREP15	RC/Helitron
chr1	912339	913217	+	879	AT1TE02980	ATREP15	RC/Helitron
chr1	921830	923363	+	1534	AT1TE03010	ATREP10D	RC/Helitron
chr1	943765	944176	-	412	AT1TE03080	HELITRONY3	RC/Helitron
chr1	971939	972418	-	480	AT1TE03170	ATREP10B	RC/Helitron
chr1	976608	976643	+	36	AT1TE03185	ATREP5	RC/Helitron
chr1	977203	977233	+	31	AT1TE03195	ATREP5	RC/Helitron
chr1	1160069	1161330	+	1262	AT1TE03785	ATREP11A	RC/Helitron
chr1	1161331	1161548	+	218	AT1TE03790	HELITRONY1D	RC/Helitron
chr1	1174434	1174891	-	458	AT1TE03830	HELITRONY3	RC/Helitron
chr1	1174892	1174958	+	67	AT1TE03835	HELITRONY1D	RC/Helitron
chr1	1185353	1185394	-	42	AT1TE03865	ATREP1	RC/Helitron
chr1	1194345	1195166	+	822	AT1TE03900	ATREP10D	RC/Helitron
chr1	1205705	1205739	-	35	AT1TE03925	ATREP5	RC/Helitron
chr1	1205740	1206603	+	864	AT1TE03930	ATREP3	RC/Helitron
chr1	1206604	1207093	+	490	AT1TE03935	ATREP15	RC/Helitron
chr1	1251630	1251772	-	143	AT1TE04080	ATREP12	RC/Helitron
chr1	1275327	1275794	-	468	AT1TE04160	ATREP7	RC/Helitron
chr1	1275795	1276621	-	827	AT1TE04165	ATREP7	RC/Helitron
chr1	1276623	1276966	-	344	AT1TE04170	ATREP6	RC/Helitron
chr1	1286663	1287069	+	407	AT1TE04205	ATREP5	RC/Helitron
chr1	1379290	1380001	+	712	AT1TE04500	ATREP5	RC/Helitron
chr1	1383410	1383734	+	325	AT1TE04510	ATREP1	RC/Helitron
chr1	1518865	1519729	+	865	AT1TE04970	ATREP10B	RC/Helitron
chr1	1519730	1519773	+	44	AT1TE04975	HELITRONY3	RC/Helitron
chr1	1519774	1520005	-	232	AT1TE04980	ATREP3	RC/Helitron
chr1	1573302	1573550	+	249	AT1TE05170	HELITRONY1A	RC/Helitron
chr1	1589343	1589856	+	514	AT1TE05220	ATREP11	RC/Helitron
chr1	1592656	1593745	+	1090	AT1TE05225	HELITRONY3	RC/Helitron
chr1	1676342	1676363	+	22	AT1TE05480	HELITRONY1D	RC/Helitron
chr1	1677159	1677359	+	201	AT1TE05490	ATREP11	RC/Helitron
chr1	1705285	1705374	+	90	AT1TE05580	HELITRONY1D	RC/Helitron
chr1	1705375	1706660	+	1286	AT1TE05585	ATREP11	RC/Helitron
chr1	1706661	1706725	-	65	AT1TE05590	ATREP15	RC/Helitron
chr1	1937510	1938638	+	1129	AT1TE06340	ATREP15	RC/Helitron
chr1	1938639	1938678	-	40	AT1TE06345	ATREP3	RC/Helitron
chr1	1974796	1974853	-	58	AT1TE06460	HELITRONY1C	RC/Helitron
chr1	1974854	1975397	+	544	AT1TE06465	ATREP5	RC/Helitron
chr1	1976073	1976109	-	37	AT1TE06475	ATREP10D	RC/Helitron
chr1	1976110	1977174	-	1065	AT1TE06480	ATREP3	RC/Helitron
chr1	1977175	1977358	+	184	AT1TE06485	ATREP4	RC/Helitron
chr1	2191159	2191271	+	113	AT1TE07155	HELITRONY1D	RC/Helitron
chr1	2191272	2191794	+	523	AT1TE07160	ATREP3	RC/Helitron
chr1	2191795	2191972	+	178	AT1TE07165	ATREP10D	RC/Helitron
chr1	2234362	2234388	-	27	AT1TE07295	ATREP3	RC/Helitron
chr1	2234389	2235176	-	788	AT1TE07300	ATREP3	RC/Helitron
chr1	2235177	2235231	-	55	AT1TE07305	ATREP3	RC/Helitron
chr1	2253787	2254643	-	857	AT1TE07360	ATREP15	RC/Helitron
chr1	2254644	2254722	-	79	AT1TE07365	ATREP4	RC/Helitron
chr1	2335043	2335717	-	675	AT1TE07620	ATREP3	RC/Helitron
chr1	2374980	2375519	-	540	AT1TE07750	HELITRONY1D	RC/Helitron
chr1	2461274	2462129	-	856	AT1TE08020	ATREP3	RC/Helitron
chr1	2472646	2473098	-	453	AT1TE08050	ATREP1	RC/Helitron
chr1	2473099	2473306	-	208	AT1TE08055	ATREP2	RC/Helitron
chr1	2513507	2514452	+	946	AT1TE08190	HELITRONY3	RC/Helitron
chr1	2522239	2522640	-	402	AT1TE08220	ATREP3	RC/Helitron
chr1	2586790	2586819	-	30	AT1TE08410	ATREP15	RC/Helitron
chr1	2586820	2587142	-	323	AT1TE08415	HELITRONY1D	RC/Helitron
chr1	2587143	2588427	-	1285	AT1TE08420	ATREP2	RC/Helitron
chr1	2588428	2588452	-	25	AT1TE08425	ATREP2A	RC/Helitron
chr1	2588453	2588505	-	53	AT1TE08430	ATREP2	RC/Helitron
chr1	2711389	2712022	-	634	AT1TE08830	HELITRONY1D	RC/Helitron
chr1	2865910	2866495	+	586	AT1TE09290	ATREP1	RC/Helitron
chr1	2866496	2866523	-	28	AT1TE09295	ATREP3	RC/Helitron
chr1	2886425	2886533	-	109	AT1TE09360	ATREP4	RC/Helitron
chr1	2887329	2887590	-	262	AT1TE09375	HELITRONY3	RC/Helitron
chr1	2887591	2888195	-	605	AT1TE09380	HELITRONY1D	RC/Helitron
chr1	2916187	2916730	-	544	AT1TE09470	HELITRONY1B	RC/Helitron
chr1	2986279	2986347	-	69	AT1TE09695	ATREP4	RC/Helitron
chr1	2986348	2986950	-	603	AT1TE09700	ATREP2	RC/Helitron
chr1	3023386	3024890	-	1505	AT1TE09820	ATREP6	RC/Helitron
chr1	3068469	3069234	+	766	AT1TE09960	ATREP4	RC/Helitron
chr1	3073227	3075036	-	1810	AT1TE09970	ATREP3	RC/Helitron
chr1	3075051	3075419	-	369	AT1TE09980	ATREP10B	RC/Helitron
chr1	3140347	3140718	+	372	AT1TE10190	HELITRONY1B	RC/Helitron
chr1	3247448	3247570	+	123	AT1TE10550	HELITRONY3A	RC/Helitron
chr1	3250197	3250578	-	382	AT1TE10555	ATREP11	RC/Helitron
chr1	3250579	3251485	+	907	AT1TE10560	ATREP1	RC/Helitron
chr1	3251486	3252211	+	726	AT1TE10565	HELITRONY3	RC/Helitron
chr1	3342380	3342432	-	53	AT1TE10860	ATREP10D	RC/Helitron
chr1	3342433	3343130	-	698	AT1TE10865	ATREP13	RC/Helitron
chr1	3343131	3343466	-	336	AT1TE10870	HELITRONY1D	RC/Helitron
chr1	3343469	3343773	-	305	AT1TE10875	ATREP3	RC/Helitron
chr1	3380426	3380594	-	169	AT1TE10990	HELITRON4	RC/Helitron
chr1	3380595	3381483	-	889	AT1TE10995	ATREP15	RC/Helitron
chr1	3381484	3381621	+	138	AT1TE11000	ATREP6	RC/Helitron
chr1	3413481	3413548	-	68	AT1TE11105	HELITRONY3	RC/Helitron
chr1	3413549	3414889	+	1341	AT1TE11110	ATREP3	RC/Helitron
chr1	3414890	3414911	-	22	AT1TE11115	HELITRONY1B	RC/Helitron
chr1	3427848	3427917	+	70	AT1TE11150	HELITRONY1A	RC/Helitron
chr1	3481709	3482018	-	310	AT1TE11330	HELITRONY1D	RC/Helitron
chr1	3497680	3498873	-	1194	AT1TE11380	HELITRONY1E	RC/Helitron
chr1	3498874	3498959	-	86	AT1TE11385	HELITRONY1E	RC/Helitron
chr1	3498969	3498994	-	26	AT1TE11390	ATREP4	RC/Helitron
chr1	3547614	3547648	-	35	AT1TE11545	HELITRONY1D	RC/Helitron
chr1	3550865	3551041	-	177	AT1TE11555	ATREP9	RC/Helitron
chr1	3551136	3552618	-	1483	AT1TE11565	HELITRONY1A	RC/Helitron
chr1	3552619	3552896	+	278	AT1TE11570	HELITRONY3	RC/Helitron
chr1	3557471	3557938	-	468	AT1TE11580	HELITRON2	RC/Helitron
chr1	3564882	3564973	+	92	AT1TE11600	HELITRONY3	RC/Helitron
chr1	3573163	3573682	-	520	AT1TE11630	ATREP10B	RC/Helitron
chr1	3757423	3758040	+	618	AT1TE12220	HELITRONY3	RC/Helitron
chr1	3761903	3762819	+	917	AT1TE12230	HELITRONY1E	RC/Helitron
chr1	3762820	3762974	+	155	AT1TE12235	ATREP1	RC/Helitron
chr1	3762975	3763156	+	182	AT1TE12240	ATREP2	RC/Helitron
chr1	3770969	3771002	-	34	AT1TE12270	ATREP10D	RC/Helitron
chr1	3771003	3772133	-	1131	AT1TE12275	ATREP10D	RC/Helitron
chr1	3827698	3827895	+	198	AT1TE12435	HELITRONY3	RC/Helitron
chr1	3827896	3827918	+	23	AT1TE12440	ATREP11	RC/Helitron
chr1	3851180	3851787	-	608	AT1TE12520	HELITRONY1D	RC/Helitron
chr1	3897047	3897177	-	131	AT1TE12670	HELITRONY3	RC/Helitron
chr1	3909942	3910026	+	85	AT1TE12715	ATREP4	RC/Helitron
chr1	3910027	3910701	-	675	AT1TE12720	ATREP3	RC/Helitron
chr1	3910702	3910762	+	61	AT1TE12725	HELITRON4	RC/Helitron
chr1	3918677	3919183	+	507	AT1TE12750	ATREP5	RC/Helitron
chr1	3926904	3927654	+	751	AT1TE12775	HELITRONY3	RC/Helitron
chr1	3932528	3932593	-	66	AT1TE12795	ATREP10D	RC/Helitron
chr1	3932594	3932787	+	194	AT1TE12800	HELITRONY1D	RC/Helitron
chr1	3936019	3937146	-	1128	AT1TE12810	ATREP3	RC/Helitron
chr1	4082294	4083025	-	732	AT1TE13270	HELITRONY1D	RC/Helitron
chr1	4090942	4091432	+	491	AT1TE13300	HELITRONY2	RC/Helitron
chr1	4093294	4094494	-	1201	AT1TE13310	HELITRONY3	RC/Helitron
chr1	4097906	4098872	+	967	AT1TE13320	ATREP3	RC/Helitron
chr1	4134118	4134164	+	47	AT1TE13440	ATREP11	RC/Helitron
chr1	4134166	4134795	+	630	AT1TE13445	ATREP10B	RC/Helitron
chr1	4136148	4137348	+	1201	AT1TE13455	ATREP10B	RC/Helitron
chr1	4169823	4170537	+	715	AT1TE13560	ATREP15	RC/Helitron
chr1	4292790	4293327	-	538	AT1TE13960	HELITRONY3	RC/Helitron
chr1	4293328	4294088	+	761	AT1TE13965	HELITRONY1B	RC/Helitron
chr1	4294089	4294188	+	100	AT1TE13970	HELITRONY1E	RC/Helitron
chr1	4311538	4311639	+	102	AT1TE14020	ATREP11	RC/Helitron
chr1	4311640	4312374	-	735	AT1TE14025	HELITRONY3	RC/Helitron
chr1	4381722	4382219	-	498	AT1TE14230	ATREP10A	RC/Helitron
chr1	4413086	4413210	+	125	AT1TE14330	ATREP5	RC/Helitron
chr1	4413215	4414712	-	1498	AT1TE14335	ATREP10D	RC/Helitron
chr1	4414713	4414908	+	196	AT1TE14340	ATREP15	RC/Helitron
chr1	4414909	4414953	+	45	AT1TE14345	HELITRONY1E	RC/Helitron
chr1	4414959	4415610	+	652	AT1TE14350	ATREP5	RC/Helitron
chr1	4415611	4415742	+	132	AT1TE14355	ATREP9	RC/Helitron
chr1	4460813	4461312	+	500	AT1TE14500	ATREP15	RC/Helitron
chr1	4493275	4493928	+	654	AT1TE14600	ATREP3	RC/Helitron
chr1	4506945	4507041	-	97	AT1TE14645	ATREP11	RC/Helitron
chr1	4580427	4580846	-	420	AT1TE14860	HELITRONY3	RC/Helitron
chr1	4582383	4583615	+	1233	AT1TE14865	ATREP2	RC/Helitron
chr1	4583616	4584299	+	684	AT1TE14870	HELITRONY1D	RC/Helitron
chr1	4594517	4594550	-	34	AT1TE14900	ATREP4	RC/Helitron
chr1	4594612	4595537	+	926	AT1TE14905	ATREP11	RC/Helitron
chr1	4595538	4595817	+	280	AT1TE14910	ATREP10D	RC/Helitron
chr1	4619725	4620115	-	391	AT1TE14990	HELITRON4	RC/Helitron
chr1	4651559	4660722	-	9164	AT1TE15090	ATREP10D	RC/Helitron
chr1	4659772	4659830	-	59	AT1TE15095	ATREP3	RC/Helitron
chr1	4660723	4660763	+	41	AT1TE15100	HELITRONY3	RC/Helitron
chr1	4660764	4660795	+	32	AT1TE15105	ATREP10D	RC/Helitron
chr1	4706567	4708276	-	1710	AT1TE15240	HELITRONY1B	RC/Helitron
chr1	4708277	4708466	+	190	AT1TE15245	ATREP15	RC/Helitron
chr1	4769700	4770059	-	360	AT1TE15440	ATREP4	RC/Helitron
chr1	4770060	4770663	-	604	AT1TE15445	ATREP2	RC/Helitron
chr1	4770664	4770834	-	171	AT1TE15450	ATREP2A	RC/Helitron
chr1	4770835	4770904	+	70	AT1TE15455	ATREP3	RC/Helitron
chr1	4785103	4785157	-	55	AT1TE15500	HELITRONY1D	RC/Helitron
chr1	4785160	4785273	-	114	AT1TE15505	ATREP3	RC/Helitron
chr1	4785274	4787837	+	2564	AT1TE15510	ATREP3	RC/Helitron
chr1	4787838	4788049	+	212	AT1TE15515	ATREP5	RC/Helitron
chr1	4814530	4814987	-	458	AT1TE15600	ATREP3	RC/Helitron
chr1	4829796	4830189	+	394	AT1TE15650	HELITRONY1A	RC/Helitron
chr1	4872080	4872219	-	140	AT1TE15780	HELITRONY1D	RC/Helitron
chr1	4872220	4872684	-	465	AT1TE15785	ATREP4	RC/Helitron
chr1	4892277	4893055	-	779	AT1TE15840	ATREP11	RC/Helitron
chr1	4966556	4967016	+	461	AT1TE16080	ATREP6	RC/Helitron
chr1	4987869	4988882	-	1014	AT1TE16155	ATREP15	RC/Helitron
chr1	5022763	5023295	+	533	AT1TE16260	HELITRONY3	RC/Helitron
chr1	5044510	5044605	-	96	AT1TE16320	ATREP3	RC/Helitron
chr1	5045304	5045665	-	362	AT1TE16330	ATREP11A	RC/Helitron
chr1	5058197	5058727	-	531	AT1TE16370	HELITRON4	RC/Helitron
chr1	5082821	5083651	+	831	AT1TE16450	ATREP15	RC/Helitron
chr1	5130005	5130759	+	755	AT1TE16595	HELITRON2	RC/Helitron
chr1	5197905	5198865	+	961	AT1TE16810	HELITRONY1E	RC/Helitron
chr1	5288933	5289334	-	402	AT1TE17090	HELITRONY3	RC/Helitron
chr1	5289335	5290044	-	710	AT1TE17095	ATREP11	RC/Helitron
chr1	5372483	5373191	+	709	AT1TE17360	ATREP3	RC/Helitron
chr1	5391194	5391425	-	232	AT1TE17410	ATREP5	RC/Helitron
chr1	5422382	5422455	+	74	AT1TE17510	HELITRONY1D	RC/Helitron
chr1	5422456	5423198	+	743	AT1TE17515	ATREP10D	RC/Helitron
chr1	5436579	5436720	+	142	AT1TE17550	ATREP10D	RC/Helitron
chr1	5436721	5437872	-	1152	AT1TE17555	ATREP1	RC/Helitron
chr1	5437873	5438207	-	335	AT1TE17560	HELITRONY1D	RC/Helitron
chr1	5531243	5531284	+	42	AT1TE17870	ATREP1	RC/Helitron
chr1	5531285	5531953	+	669	AT1TE17875	ATREP2A	RC/Helitron
chr1	5635102	5635464	-	363	AT1TE18215	ATREP9	RC/Helitron
chr1	5636842	5638117	-	1276	AT1TE18220	HELITRONY1E	RC/Helitron
chr1	5657195	5657320	+	126	AT1TE18280	HELITRONY3	RC/Helitron
chr1	5657321	5657736	-	416	AT1TE18285	ATREP13	RC/Helitron
chr1	5657737	5657944	-	208	AT1TE18290	ATREP10B	RC/Helitron
chr1	5657945	5659382	-	1438	AT1TE18295	ATREP10B	RC/Helitron
chr1	5659383	5659406	-	24	AT1TE18300	ATREP10B	RC/Helitron
chr1	5811510	5811551	+	42	AT1TE18785	ATREP15	RC/Helitron
chr1	5811552	5812560	+	1009	AT1TE18790	ATREP10D	RC/Helitron
chr1	5812561	5812700	+	140	AT1TE18795	ATREP15	RC/Helitron
chr1	5819555	5820091	-	537	AT1TE18810	HELITRONY1E	RC/Helitron
chr1	5862942	5863537	+	596	AT1TE18955	ATREP2	RC/Helitron
chr1	5863538	5863602	+	65	AT1TE18960	ATREP3	RC/Helitron
chr1	5898868	5898933	-	66	AT1TE19080	ATREP3	RC/Helitron
chr1	5899208	5899868	-	661	AT1TE19090	ATREP2	RC/Helitron
chr1	5967003	5967260	-	258	AT1TE19290	HELITRONY3	RC/Helitron
chr1	6074557	6074607	+	51	AT1TE19630	ATREP3	RC/Helitron
chr1	6074608	6075608	+	1001	AT1TE19635	ATREP13	RC/Helitron
chr1	6102454	6103091	+	638	AT1TE19730	ATREP5	RC/Helitron
chr1	6118059	6118280	-	222	AT1TE19780	HELITRONY2	RC/Helitron
chr1	6119632	6120135	-	504	AT1TE19785	ATREP4	RC/Helitron
chr1	6122834	6122862	-	29	AT1TE19790	HELITRONY3	RC/Helitron
chr1	6123453	6123628	+	176	AT1TE19800	ATREP10B	RC/Helitron
chr1	6141636	6142279	+	644	AT1TE19860	ATREP3	RC/Helitron
chr1	6196273	6196418	-	146	AT1TE20030	ATREP15	RC/Helitron
chr1	6196419	6197401	+	983	AT1TE20035	ATREP15	RC/Helitron
chr1	6198003	6199615	-	1613	AT1TE20040	HELITRONY1D	RC/Helitron
chr1	6199616	6199686	-	71	AT1TE20045	ATREP3	RC/Helitron
chr1	6218531	6219237	-	707	AT1TE20110	ATREP2	RC/Helitron
chr1	6230216	6230359	-	144	AT1TE20150	ATREP11	RC/Helitron
chr1	6230360	6230391	-	32	AT1TE20155	HELITRONY1E	RC/Helitron
chr1	6230392	6231451	-	1060	AT1TE20160	HELITRONY1E	RC/Helitron
chr1	6232924	6233516	+	593	AT1TE20165	ATREP1	RC/Helitron
chr1	6233517	6233615	+	99	AT1TE20170	HELITRONY3	RC/Helitron
chr1	6233880	6233920	-	41	AT1TE20175	ATREP10A	RC/Helitron
chr1	6233921	6235720	-	1800	AT1TE20180	ATREP10D	RC/Helitron
chr1	6236230	6236274	+	45	AT1TE20190	HELITRONY3	RC/Helitron
chr1	6237765	6237963	-	199	AT1TE20200	HELITRONY3	RC/Helitron
chr1	6314684	6315328	+	645	AT1TE20450	ATREP4	RC/Helitron
chr1	6378686	6378718	+	33	AT1TE20660	HELITRONY1E	RC/Helitron
chr1	6378719	6379470	+	752	AT1TE20665	HELITRONY1B	RC/Helitron
chr1	6379972	6380659	+	688	AT1TE20670	HELITRONY1D	RC/Helitron
chr1	6381178	6381467	-	290	AT1TE20675	ATREP10D	RC/Helitron
chr1	6402736	6402869	-	134	AT1TE20740	ATREP14	RC/Helitron
chr1	6402870	6403656	-	787	AT1TE20745	ATREP14	RC/Helitron
chr1	6403657	6403763	+	107	AT1TE20750	ATREP3	RC/Helitron
chr1	6403764	6405272	-	1509	AT1TE20755	ATREP6	RC/Helitron
chr1	6405273	6405391	+	119	AT1TE20760	ATREP6	RC/Helitron
chr1	6450294	6450340	+	47	AT1TE20905	ATREP11	RC/Helitron
chr1	6454531	6454676	+	146	AT1TE20920	HELITRONY3	RC/Helitron
chr1	6456016	6456183	+	168	AT1TE20930	HELITRONY3	RC/Helitron
chr1	6483605	6484442	+	838	AT1TE21025	HELITRONY3	RC/Helitron
chr1	6513628	6514347	-	720	AT1TE21120	HELITRONY1E	RC/Helitron
chr1	6514348	6514399	-	52	AT1TE21125	ATREP10D	RC/Helitron
chr1	6514400	6515317	+	918	AT1TE21130	ATREP1	RC/Helitron
chr1	6515318	6515466	+	149	AT1TE21135	HELITRONY1E	RC/Helitron
chr1	6587076	6587127	-	52	AT1TE21350	ATREP10B	RC/Helitron
chr1	6587128	6588246	-	1119	AT1TE21355	ATREP10A	RC/Helitron
chr1	6593173	6594618	+	1446	AT1TE21370	ATREP10D	RC/Helitron
chr1	6594619	6594664	+	46	AT1TE21375	HELITRONY3	RC/Helitron
chr1	6626063	6626718	-	656	AT1TE21470	ATREP3	RC/Helitron
chr1	6640487	6640989	-	503	AT1TE21515	ATREP10A	RC/Helitron
chr1	6654801	6655609	+	809	AT1TE21560	HELITRONY1E	RC/Helitron
chr1	6661365	6661662	-	298	AT1TE21570	ATREP3	RC/Helitron
chr1	6661663	6662494	+	832	AT1TE21575	HELITRONY1B	RC/Helitron
chr1	6662495	6662607	-	113	AT1TE21580	ATREP10B	RC/Helitron
chr1	6734935	6734954	-	20	AT1TE21780	ATREP5	RC/Helitron
chr1	6734955	6735678	-	724	AT1TE21785	ATREP3	RC/Helitron
chr1	6735679	6737670	+	1992	AT1TE21790	ATREP3	RC/Helitron
chr1	6737671	6737763	+	93	AT1TE21795	HELITRONY3	RC/Helitron
chr1	6759762	6759900	+	139	AT1TE21850	ATREP11	RC/Helitron
chr1	6768376	6768717	-	342	AT1TE21880	ATREP5	RC/Helitron
chr1	6778570	6778858	-	289	AT1TE21910	HELITRONY3	RC/Helitron
chr1	6789613	6790113	-	501	AT1TE21950	HELITRONY1D	RC/Helitron
chr1	6842769	6843125	+	357	AT1TE22115	ATREP11	RC/Helitron
chr1	6910344	6910774	-	431	AT1TE22330	HELITRONY1B	RC/Helitron
chr1	6923174	6923809	+	636	AT1TE22370	ATREP10B	RC/Helitron
chr1	6947207	6947556	-	350	AT1TE22450	ATREP3	RC/Helitron
chr1	6982367	6982963	+	597	AT1TE22560	ATREP11	RC/Helitron
chr1	7013782	7013897	-	116	AT1TE22665	ATREP1	RC/Helitron
chr1	7015746	7016316	-	571	AT1TE22670	HELITRON2	RC/Helitron
chr1	7026775	7026807	-	33	AT1TE22715	ATREP15	RC/Helitron
chr1	7026808	7028132	-	1325	AT1TE22720	ATREP11	RC/Helitron
chr1	7034889	7034944	-	56	AT1TE22740	ATREP5	RC/Helitron
chr1	7034945	7035030	-	86	AT1TE22745	ATREP5	RC/Helitron
chr1	7035031	7037376	+	2346	AT1TE22750	ATREP3	RC/Helitron
chr1	7037377	7037487	+	111	AT1TE22755	ATREP3	RC/Helitron
chr1	7047676	7047813	-	138	AT1TE22790	ATREP4	RC/Helitron
chr1	7047814	7048779	+	966	AT1TE22795	ATREP3	RC/Helitron
chr1	7132308	7132353	-	46	AT1TE23060	ATREP8	RC/Helitron
chr1	7132354	7132972	-	619	AT1TE23065	ATREP7	RC/Helitron
chr1	7138402	7139137	+	736	AT1TE23080	HELITRONY1E	RC/Helitron
chr1	7151876	7152327	+	452	AT1TE23120	HELITRONY1A	RC/Helitron
chr1	7152328	7152353	+	26	AT1TE23125	ATREP5	RC/Helitron
chr1	7196712	7197396	+	685	AT1TE23260	ATREP4	RC/Helitron
chr1	7202163	7202263	-	101	AT1TE23280	HELITRONY3A	RC/Helitron
chr1	7227970	7228129	+	160	AT1TE23355	ATREP2	RC/Helitron
chr1	7248747	7250145	-	1399	AT1TE23410	ATREP1	RC/Helitron
chr1	7281215	7281533	+	319	AT1TE23500	HELITRONY3	RC/Helitron
chr1	7281534	7284779	+	3246	AT1TE23505	ATREP5	RC/Helitron
chr1	7284780	7284911	+	132	AT1TE23510	HELITRONY3	RC/Helitron
chr1	7284912	7284990	+	79	AT1TE23515	ATREP15	RC/Helitron
chr1	7296463	7296507	+	45	AT1TE23555	ATREP9	RC/Helitron
chr1	7296508	7297177	-	670	AT1TE23560	HELITRONY3	RC/Helitron
chr1	7323476	7323623	+	148	AT1TE23650	ATREP3	RC/Helitron
chr1	7323624	7324366	-	743	AT1TE23655	HELITRONY3	RC/Helitron
chr1	7443907	7444123	-	217	AT1TE23985	HELITRONY3	RC/Helitron
chr1	7458513	7458854	+	342	AT1TE24015	HELITRONY1D	RC/Helitron
chr1	7504605	7505040	-	436	AT1TE24160	ATREP3	RC/Helitron
chr1	7505041	7505756	-	716	AT1TE24165	ATREP10B	RC/Helitron
chr1	7528010	7528105	-	96	AT1TE24250	ATREP3	RC/Helitron
chr1	7528106	7529158	+	1053	AT1TE24255	ATREP10D	RC/Helitron
chr1	7674323	7675043	+	721	AT1TE24720	HELITRONY1E	RC/Helitron
chr1	7675858	7675877	-	20	AT1TE24725	HELITRONY1E	RC/Helitron
chr1	7675878	7676715	-	838	AT1TE24730	HELITRONY3	RC/Helitron
chr1	7676810	7677032	-	223	AT1TE24740	HELITRONY1A	RC/Helitron
chr1	7706435	7707375	+	941	AT1TE24830	HELITRONY1E	RC/Helitron
chr1	7725248	7725868	+	621	AT1TE24855	HELITRONY3	RC/Helitron
chr1	7729807	7730291	+	485	AT1TE24865	HELITRONY1A	RC/Helitron
chr1	7753465	7753538	+	74	AT1TE24930	ATREP11	RC/Helitron
chr1	7753539	7754191	-	653	AT1TE24935	HELITRONY1D	RC/Helitron
