chr	start	end	strand	ID
chr1	13617797	13623173	+	AT1TE44605
chr1	17520595	17525126	+	AT1TE58075
chr1	13842619	13847118	-	AT1TE45395
chr1	11148308	11152649	-	AT1TE36035
chr1	23926447	23931762	-	AT1TE78720
chr1	15618171	15622851	-	AT1TE51385
chr1	15292160	15296694	+	AT1TE50345
chr1	17676786	17681203	-	AT1TE58700
chr1	25159043	25163500	+	AT1TE82600
chr1	15390263	15394797	+	AT1TE50800
chr1	13644552	13648938	-	AT1TE44670
chr1	15504895	15509412	-	AT1TE51070
chr1	14196923	14206946	-	AT1TE46635
chr1	4329877	4334393	+	AT1TE14085
chr1	15500423	15504894	+	AT1TE51065
chr1	15361201	15367098	-	AT1TE50700
chr1	7066493	7071562	+	AT1TE22850
chr1	14082587	14094068	+	AT1TE46265
chr1	15536120	15546208	-	AT1TE51155
chr1	13098281	13102834	+	AT1TE42800
chr1	15069810	15074155	-	AT1TE49320
chr2	3949278	3956452	+	AT2TE16825
chr2	2454757	2460915	-	AT2TE11165
chr2	1264727	1271840	-	AT2TE05755
chr2	5100093	5111544	+	AT2TE20960
chr2	2121886	2129089	-	AT2TE09685
chr2	2461726	2468223	+	AT2TE11210
chr2	5040995	5048412	+	AT2TE20735
chr2	2638832	2648149	+	AT2TE11815
chr2	4162311	4169555	+	AT2TE17600
chr2	3845316	3852606	-	AT2TE16530
chr2	4381396	4397150	+	AT2TE18410
chr2	3742096	3749364	-	AT2TE16220
chr2	5483744	5490467	-	AT2TE22235
chr2	7113239	7120081	+	AT2TE28955
chr2	5297231	5306835	-	AT2TE21605
chr2	2791702	2800659	+	AT2TE12310
chr2	6778862	6785573	-	AT2TE27670
chr2	6070846	6082356	+	AT2TE24735
chr2	4873130	4888043	-	AT2TE20160
chr2	1804018	1821234	-	AT2TE08320
chr2	4715985	4723844	+	AT2TE19590
chr2	6329641	6344951	-	AT2TE25840
chr2	2699309	2709964	-	AT2TE11985
chr2	5275945	5280409	+	AT2TE21510
chr2	1629644	1637481	-	AT2TE07550
chr2	4236657	4244403	+	AT2TE17875
chr2	6263279	6271099	-	AT2TE25540
chr2	5565096	5573068	+	AT2TE22505
chr2	2562810	2570724	-	AT2TE11540
chr2	2712873	2720794	+	AT2TE12030
chr2	4050152	4059366	+	AT2TE17145
chr2	4558526	4566131	-	AT2TE18980
chr2	16340933	16348707	-	AT2TE73320
chr2	4598865	4609295	-	AT2TE19070
chr2	3586373	3594041	-	AT2TE15655
chr2	3676270	3680275	-	AT2TE15995
chr2	4175505	4183067	+	AT2TE17625
chr2	3098017	3107253	+	AT2TE13440
chr2	6524256	6533075	-	AT2TE26680
chr2	42129	49796	-	AT2TE00075
chr2	4265050	4274213	+	AT2TE17975
chr2	4027024	4045789	+	AT2TE17095
chr2	4702801	4706947	+	AT2TE19555
chr2	2274203	2280054	+	AT2TE10495
chr2	6837289	6843328	+	AT2TE27870
chr2	4525972	4535960	+	AT2TE18920
chr2	5306844	5312863	+	AT2TE21610
chr2	31445	42029	+	AT2TE00030
chr2	4490651	4500765	-	AT2TE18830
chr2	6459947	6465695	-	AT2TE26380
chr2	2858588	2864201	-	AT2TE12510
chr2	5133954	5140757	+	AT2TE21055
chr2	3160553	3166309	-	AT2TE13685
chr2	3222766	3233780	-	AT2TE13950
chr2	4230743	4236512	+	AT2TE17870
chr2	3890271	3895938	-	AT2TE16620
chr2	5331408	5337817	+	AT2TE21705
chr2	2793396	2799755	+	AT2TE12315
chr2	4729404	4737545	-	AT2TE19615
chr2	5471063	5479129	+	AT2TE22185
chr2	654874	660310	-	AT2TE02805
chr2	2382674	2389184	-	AT2TE10965
chr2	5780103	5786739	-	AT2TE23510
chr2	5220790	5227189	-	AT2TE21345
chr2	4838482	4848343	+	AT2TE20075
chr2	2447742	2454177	+	AT2TE11145
chr2	4275617	4282081	-	AT2TE17985
chr2	5876621	5882829	-	AT2TE23940
chr2	6766438	6772521	-	AT2TE27645
chr2	2246169	2256074	-	AT2TE10385
chr2	2494504	2500632	+	AT2TE11350
chr2	5808801	5814890	-	AT2TE23670
chr2	3966274	3973249	-	AT2TE16865
chr2	5365116	5381127	-	AT2TE21760
chr2	1995888	2010496	-	AT2TE09205
chr2	2416281	2423558	+	AT2TE11040
chr2	5367815	5377537	-	AT2TE21765
chr2	6592370	6607860	-	AT2TE26910
chr2	3903684	3913850	+	AT2TE16660
chr2	2542617	2559353	-	AT2TE11515
chr2	5338033	5346285	-	AT2TE21710
chr2	64006	68112	-	AT2TE00115
chr2	3731281	3740503	+	AT2TE16190
chr2	52644	58681	-	AT2TE00095
chr2	4900803	4909281	+	AT2TE20205
chr2	4385856	4394311	-	AT2TE18415
chr2	5353714	5362152	-	AT2TE21745
chr2	3785520	3794054	-	AT2TE16310
chr2	7300023	7308043	+	AT2TE29775
chr2	13072	29426	-	AT2TE00015
chr2	3014479	3023011	+	AT2TE13145
chr2	3121465	3131230	+	AT2TE13520
chr2	5229156	5237978	-	AT2TE21360
chr2	4861229	4869425	-	AT2TE20140
chr2	3636370	3645326	-	AT2TE15880
chr2	5960275	5975813	-	AT2TE24335
chr2	10085509	10093594	-	AT2TE43165
chr2	1758540	1766569	-	AT2TE08135
chr2	8872130	8883513	-	AT2TE37325
chr2	5423296	5427630	+	AT2TE21970
chr2	10592185	10609120	+	AT2TE45465
chr2	10001480	10009658	-	AT2TE42810
chr2	1505385	1513550	+	AT2TE06955
chr2	1741426	1757083	+	AT2TE08110
chr2	2399531	2410158	-	AT2TE10980
chr2	18288581	18293391	+	AT2TE82905
chr2	566757	582571	+	AT2TE02465
chr2	4832217	4836549	+	AT2TE20045
chr2	4035772	4044425	+	AT2TE17110
chr2	2390870	2399529	+	AT2TE10975
chr2	4910286	4919074	-	AT2TE20220
chr2	4925171	4933931	-	AT2TE20255
chr2	6578799	6585273	+	AT2TE26865
chr2	2666855	2678073	+	AT2TE11900
chr2	4626896	4631843	-	AT2TE19200
chr2	4668852	4675676	+	AT2TE19400
chr2	2041964	2054217	-	AT2TE09375
chr2	1557070	1562055	-	AT2TE07175
chr2	2844765	2849743	-	AT2TE12470
chr2	5560973	5565082	+	AT2TE22495
chr2	3837881	3842825	+	AT2TE16510
chr2	9927685	9932560	-	AT2TE42485
chr2	4122248	4126434	-	AT2TE17405
chr2	5394710	5399649	+	AT2TE21855
chr2	12566155	12578422	+	AT2TE54910
chr2	3667039	3671940	+	AT2TE15975
chr2	5148283	5153752	+	AT2TE21105
chr2	6059588	6070822	-	AT2TE24680
chr2	2529075	2535262	-	AT2TE11445
chr2	5886322	5900126	-	AT2TE23965
chr2	4460099	4470368	+	AT2TE18710
chr2	2075339	2080607	-	AT2TE09500
chr2	3986485	4005114	-	AT2TE16930
chr2	5448118	5453268	-	AT2TE22065
chr2	8561844	8567009	-	AT2TE35840
chr2	4547738	4558525	+	AT2TE18975
chr2	12449213	12454227	-	AT2TE54360
chr2	7224084	7229124	-	AT2TE29450
chr2	2611325	2616338	+	AT2TE11745
chr2	6422230	6427295	-	AT2TE26230
chr2	3566077	3571742	-	AT2TE15565
chr2	1388832	1393901	-	AT2TE06390
chr2	5348589	5353710	-	AT2TE21730
chr2	3687124	3692178	-	AT2TE16030
chr2	4197160	4211222	-	AT2TE17725
chr2	5623088	5627317	+	AT2TE22725
chr2	2941107	2945799	-	AT2TE12825
chr2	1547661	1552033	-	AT2TE07145
chr2	5127955	5132346	-	AT2TE21045
chr2	5861201	5865906	+	AT2TE23870
chr2	4518081	4522501	-	AT2TE18895
chr2	4061046	4065458	+	AT2TE17165
chr2	3079512	3083903	-	AT2TE13380
chr2	4508417	4513686	+	AT2TE18875
chr2	4288453	4292852	-	AT2TE18015
chr2	4452530	4457022	+	AT2TE18695
chr2	2302461	2307173	+	AT2TE10620
chr2	5253785	5258058	+	AT2TE21440
chr2	1395260	1399516	+	AT2TE06405
chr2	6819007	6823736	+	AT2TE27820
chr2	3000613	3005283	+	AT2TE13080
chr2	7232311	7237513	-	AT2TE29460
chr2	1485441	1490713	-	AT2TE06885
chr2	3884139	3888503	-	AT2TE16605
chr2	1970284	1974992	+	AT2TE09100
chr2	4978469	4990075	+	AT2TE20435
chr2	5600343	5605594	-	AT2TE22635
chr2	5105901	5110242	+	AT2TE20965
chr2	4116033	4120742	+	AT2TE17390
chr2	4375499	4379828	+	AT2TE18395
chr2	7777249	7782175	+	AT2TE32120
chr2	14407884	14412426	+	AT2TE63800
chr2	5984986	5996552	+	AT2TE24385
chr2	5062544	5067149	-	AT2TE20835
chr2	3547954	3552491	-	AT2TE15490
chr2	532333	537391	-	AT2TE02290
chr2	5617512	5622394	-	AT2TE22720
chr2	5073847	5078418	+	AT2TE20870
chr2	4973337	4978133	-	AT2TE20420
chr2	2418614	2423173	+	AT2TE11050
chr2	2110084	2114697	-	AT2TE09640
chr2	4407946	4412568	-	AT2TE18455
chr2	7008407	7019922	+	AT2TE28565
chr2	1199028	1203654	-	AT2TE05410
chr2	6621211	6626425	-	AT2TE26980
chr2	5280410	5289362	-	AT2TE21530
chr2	2765878	2779424	-	AT2TE12225
chr2	909734	914341	+	AT2TE04085
chr2	5631379	5636319	-	AT2TE22740
chr2	5792782	5797609	-	AT2TE23545
chr2	2236527	2240579	-	AT2TE10355
chr2	5140760	5145643	+	AT2TE21065
chr2	5154630	5158660	-	AT2TE21125
chr2	8816056	8820891	-	AT2TE37050
chr2	6909755	6914586	-	AT2TE28160
chr2	499935	503974	+	AT2TE02160
chr2	4149396	4153427	-	AT2TE17565
chr2	6953995	6958817	+	AT2TE28325
chr2	2374270	2378354	+	AT2TE10945
chr2	6433987	6439754	+	AT2TE26275
chr2	5491268	5496081	+	AT2TE22245
chr2	5440527	5444575	+	AT2TE22040
chr2	2523631	2527699	-	AT2TE11435
chr2	4610647	4615454	-	AT2TE19110
chr2	2681642	2685670	-	AT2TE11925
chr2	5817335	5822205	+	AT2TE23705
chr2	6700893	6706745	+	AT2TE27390
chr2	7598597	7602614	-	AT2TE31290
chr2	4752792	4756820	-	AT2TE19735
chr2	5190752	5213747	-	AT2TE21295
chr2	4110947	4115695	+	AT2TE17380
chr2	2487781	2491971	+	AT2TE11330
chr2	4997480	5001923	+	AT2TE20480
chr2	3827839	3832085	+	AT2TE16475
chr2	5852699	5857428	+	AT2TE23855
chr2	6935766	6940571	+	AT2TE28260
chr2	6027027	6031164	-	AT2TE24525
chr2	17337767	17342489	+	AT2TE78210
chr2	2314136	2318254	-	AT2TE10680
chr2	4461786	4465949	+	AT2TE18715
chr2	9187492	9191655	-	AT2TE38900
chr2	4318006	4322177	-	AT2TE18155
chr2	4678489	4683298	-	AT2TE19445
chr2	6566208	6578013	-	AT2TE26855
chr2	2745605	2752270	+	AT2TE12140
chr2	2902330	2907117	+	AT2TE12660
chr2	5573729	5578989	+	AT2TE22520
chr2	4593647	4598857	-	AT2TE19055
chr2	3750178	3766283	-	AT2TE16230
chr2	3533346	3539334	+	AT2TE15415
chr2	2436994	2442260	-	AT2TE11110
chr2	243804	249211	-	AT2TE01000
chr2	3865229	3875676	-	AT2TE16575
chr2	4635952	4641165	-	AT2TE19240
chr2	4256384	4261370	+	AT2TE17935
chr2	4948691	4959161	+	AT2TE20330
chr2	3225683	3230917	-	AT2TE13955
chr2	4570281	4583000	-	AT2TE19005
chr2	3107315	3112019	-	AT2TE13445
chr2	3942751	3962834	-	AT2TE16800
chr2	3061229	3074307	+	AT2TE13335
chr2	2035934	2041281	-	AT2TE09360
chr2	5528712	5534059	-	AT2TE22345
chr2	2504980	2510352	-	AT2TE11370
chr2	1906835	1912111	-	AT2TE08785
chr2	58682	64005	-	AT2TE00110
chr2	8269647	8274939	-	AT2TE34410
chr2	8150903	8156220	+	AT2TE33890
chr2	6148550	6162030	+	AT2TE25020
chr2	4699597	4704005	-	AT2TE19540
chr2	5239617	5245609	-	AT2TE21380
chr2	3773392	3779884	-	AT2TE16270
chr2	5084964	5090182	+	AT2TE20905
chr2	3083904	3089468	-	AT2TE13385
chr2	5846256	5851427	-	AT2TE23845
chr2	5092513	5097934	+	AT2TE20940
chr2	3752536	3763203	-	AT2TE16235
chr2	2871823	2882410	-	AT2TE12555
chr2	1781546	1786791	+	AT2TE08225
chr2	7448762	7454292	-	AT2TE30555
chr3	3111278	3115854	-	AT3TE13060
chr3	13001663	13016784	-	AT3TE53245
chr3	15154027	15161356	+	AT3TE61645
chr3	13612205	13619467	-	AT3TE55355
chr3	12613308	12620939	-	AT3TE51930
chr3	12000267	12007884	+	AT3TE50025
chr3	17402796	17417981	-	AT3TE70590
chr3	12278895	12287842	-	AT3TE50875
chr3	15299629	15307268	-	AT3TE62215
chr3	14963293	14968964	+	AT3TE61010
chr3	15117494	15128927	-	AT3TE61535
chr3	11416918	11424474	+	AT3TE47595
chr3	12025064	12040032	-	AT3TE50125
chr3	12202074	12209594	+	AT3TE50630
chr3	13405033	13412098	-	AT3TE54705
chr3	12423198	12431455	+	AT3TE51350
chr3	15050899	15057899	-	AT3TE61335
chr3	12225830	12232749	-	AT3TE50675
chr3	11055896	11062842	-	AT3TE45980
chr3	14844731	14859680	-	AT3TE60610
chr3	15250956	15257912	+	AT3TE62020
chr3	13440046	13449244	-	AT3TE54780
chr3	13198082	13205284	+	AT3TE53985
chr3	15068417	15075549	-	AT3TE61420
chr3	14616102	14623209	+	AT3TE59855
chr3	14420138	14428582	-	AT3TE59155
chr3	14051728	14060628	-	AT3TE57645
chr3	14117625	14122624	-	AT3TE57860
chr3	12547952	12555918	-	AT3TE51685
chr3	14406702	14416566	+	AT3TE59100
chr3	11513764	11521912	+	AT3TE47975
chr3	14503142	14513418	+	AT3TE59480
chr3	14515301	14519911	+	AT3TE59525
chr3	12919569	12927696	-	AT3TE53045
chr3	15376264	15390264	+	AT3TE62450
chr3	13116260	13124322	+	AT3TE53690
chr3	12960374	12968466	-	AT3TE53170
chr3	12374068	12381768	+	AT3TE51250
chr3	22513496	22521209	-	AT3TE91745
chr3	17429622	17437290	+	AT3TE70635
chr3	17106151	17115098	+	AT3TE69350
chr3	14519912	14535258	+	AT3TE59535
chr3	12838109	12847071	+	AT3TE52775
chr3	13549336	13557094	+	AT3TE55155
chr3	4276603	4288584	-	AT3TE18040
chr3	14151420	14157497	+	AT3TE58020
chr3	13412099	13421909	-	AT3TE54710
chr3	13429766	13436083	+	AT3TE54760
chr3	14159737	14165712	-	AT3TE58050
chr3	12211825	12218034	-	AT3TE50655
chr3	14883336	14888715	+	AT3TE60720
chr3	11404273	11413061	+	AT3TE47555
chr3	11683565	11689821	+	AT3TE48540
chr3	14795320	14804954	+	AT3TE60460
chr3	12077449	12092040	-	AT3TE50295
chr3	13603229	13609413	+	AT3TE55340
chr3	8537355	8543559	+	AT3TE35825
chr3	15257913	15263797	+	AT3TE62025
chr3	11316210	11321541	-	AT3TE47185
chr3	10339749	10345640	+	AT3TE42960
chr3	14996748	15002204	+	AT3TE61145
chr3	13909790	13915698	+	AT3TE57150
chr3	9011213	9017190	-	AT3TE37690
chr3	10970102	10976062	-	AT3TE45620
chr3	12717949	12725732	-	AT3TE52365
chr3	12933255	12943236	+	AT3TE53080
chr3	14623815	14641937	+	AT3TE59865
chr3	12033706	12039570	-	AT3TE50130
chr3	14769056	14773508	-	AT3TE60400
chr3	12288029	12294708	+	AT3TE50890
chr3	12563410	12570235	-	AT3TE51735
chr3	13297144	13303704	-	AT3TE54385
chr3	12302109	12308742	-	AT3TE50940
chr3	8842971	8857757	+	AT3TE37060
chr3	13870712	13877563	+	AT3TE57050
chr3	11328628	11335552	+	AT3TE47230
chr3	15108166	15117493	-	AT3TE61530
chr3	13072111	13078855	+	AT3TE53580
chr3	12516315	12523089	-	AT3TE51590
chr3	15147243	15154026	+	AT3TE61640
chr3	13240356	13252197	+	AT3TE54180
chr3	12748445	12755926	+	AT3TE52445
chr3	11335553	11341895	+	AT3TE47235
chr3	14820855	14827207	+	AT3TE60525
chr3	12775695	12783259	+	AT3TE52540
chr3	13619468	13628948	-	AT3TE55360
chr3	15627520	15631885	-	AT3TE63180
chr3	12540252	12547951	-	AT3TE51675
chr3	14040048	14051435	-	AT3TE57600
chr3	23109446	23115857	+	AT3TE94220
chr3	15339111	15347116	-	AT3TE62310
chr3	13186250	13194551	-	AT3TE53970
chr3	14918973	14927509	+	AT3TE60875
chr3	12853595	12861862	+	AT3TE52805
chr3	15422161	15430585	+	AT3TE62595
chr3	12105506	12121576	-	AT3TE50375
chr3	12461860	12472012	-	AT3TE51460
chr3	15540532	15549243	+	AT3TE62940
chr3	11541283	11549498	+	AT3TE48070
chr3	15722694	15727273	-	AT3TE63545
chr3	16606253	16616043	-	AT3TE67330
chr3	14237710	14242634	+	AT3TE58560
chr3	13979547	13988266	-	AT3TE57395
chr3	11560702	11569513	-	AT3TE48120
chr3	13109351	13113854	+	AT3TE53655
chr3	5277962	5286732	-	AT3TE22200
chr3	8157843	8172569	+	AT3TE34225
chr3	16333759	16342025	+	AT3TE66175
chr3	13821772	13826423	-	AT3TE56710
chr3	16258665	16271600	+	AT3TE65875
chr3	12414962	12423192	+	AT3TE51345
chr3	13993596	14001823	-	AT3TE57445
chr3	12478085	12486325	+	AT3TE51505
chr3	20304981	20309967	-	AT3TE82555
chr3	13919444	13924434	+	AT3TE57165
chr3	16175558	16180555	+	AT3TE65525
chr3	11697284	11702259	+	AT3TE48590
chr3	15307706	15312682	+	AT3TE62220
chr3	15621873	15626851	+	AT3TE63165
chr3	15099958	15104977	+	AT3TE61520
chr3	12437686	12442726	+	AT3TE51380
chr3	12849779	12864029	+	AT3TE52800
chr3	12982700	12993656	+	AT3TE53215
chr3	14365788	14378082	-	AT3TE58960
chr3	14133047	14138184	+	AT3TE57935
chr3	13369174	13374108	+	AT3TE54550
chr3	14690344	14701784	-	AT3TE60130
chr3	18791152	18796089	+	AT3TE76225
chr3	14031136	14035158	+	AT3TE57565
chr3	16809185	16814151	-	AT3TE68090
chr3	15768787	15773753	-	AT3TE63765
chr3	11122707	11127674	-	AT3TE46255
chr3	11570287	11575315	+	AT3TE48135
chr3	11651906	11663688	+	AT3TE48455
chr3	22695566	22700522	-	AT3TE92525
chr3	14656779	14662773	+	AT3TE59985
chr3	12800159	12806217	-	AT3TE52625
chr3	14577973	14583063	-	AT3TE59695
chr3	13816427	13821632	-	AT3TE56700
chr3	13576673	13580704	-	AT3TE55230
chr3	14977891	14983049	+	AT3TE61050
chr3	14462847	14468011	+	AT3TE59290
chr3	12019602	12024774	+	AT3TE50120
