chr	start	end	DMR_number	cumulative_pos
chr5	5500001	6000000	66	97920846
chr5	6000001	6500000	73	98420846
chr5	6500001	7000000	47	98920846
chr5	7000001	7500000	94	99420846
chr5	7500001	8000000	101	99920846
chr5	8000001	8500000	122	100420846
chr5	8500001	9000000	164	100920846
chr5	9000001	9500000	232	101420846
chr5	9500001	10000000	253	101920846
chr5	10000001	10500000	298	102420846
chr5	10500001	11000000	305	102920846
chr5	11000001	11500000	274	103420846
chr5	11500001	12000000	144	103920846
chr5	12000001	12500000	261	104420846
chr5	12500001	13000000	345	104920846
chr5	13000001	13500000	282	105420846
chr5	13500001	14000000	351	105920846
chr5	14000001	14500000	373	106420846
chr5	14500001	15000000	238	106920846
chr5	15000001	15500000	266	107420846
chr5	15500001	16000000	186	107920846
chr5	16000001	16500000	117	108420846
chr5	16500001	17000000	119	108920846
chr5	17000001	17500000	209	109420846
chr5	17500001	18000000	116	109920846
chr5	18000001	18500000	114	110420846
chr5	18500001	19000000	88	110920846
chr5	19000001	19500000	135	111420846
chr5	19500001	20000000	108	111920846
chr5	20000001	20500000	92	112420846
chr5	20500001	21000000	85	112920846
chr5	21000001	21500000	72	113420846
chr5	21500001	22000000	83	113920846
chr5	22000001	22500000	53	114420846
chr5	22500001	23000000	60	114920846
chr5	23000001	23500000	41	115420846
chr5	23500001	24000000	28	115920846
chr5	24000001	24500000	64	116420846
chr5	24500001	25000000	31	116920846
chr5	25000001	25500000	37	117420846
chr5	25500001	26000000	47	117920846
chr5	26000001	26500000	39	118420846
chr5	26500001	26975502	30	118908597
