chr	start	end	strand	ID
chr1	4178359	4182593	-	AT1G12290
chr1	4200876	4206404	+	AT1G12360
chr1	4233873	4238764	-	AT1G12430
chr1	4251032	4257392	+	AT1G12470
chr1	4398375	4405605	-	AT1G12930
chr1	4469181	4473213	-	AT1G13120
chr1	4488533	4492587	-	AT1G13170
chr1	4508963	4513938	-	AT1G13210
chr1	4515606	4520284	+	AT1G13220
chr1	4563471	4567807	-	AT1G13320
chr1	4572419	4576632	-	AT1G13350
chr1	4762703	4766749	-	AT1G13940
chr1	4788463	4794654	+	AT1G13980
chr1	4810488	4814543	+	AT1G14040
chr1	4948748	4952927	-	AT1G14460
chr1	5008244	5014533	-	AT1G14610
chr1	5027662	5031779	+	AT1G14650
chr1	5031950	5036477	-	AT1G14660
chr1	5093961	5098032	-	AT1G14790
chr1	5107421	5111670	-	AT1G14830
chr1	5116696	5123259	-	AT1G14850
chr1	5231348	5236573	-	AT1G15210
chr1	5243450	5248604	+	AT1G15240
chr1	5252315	5256753	+	AT1G15280
chr1	5257046	5264942	-	AT1G15290
chr1	5310001	5314094	-	AT1G15460
chr1	5331858	5338326	-	AT1G15520
chr1	5381170	5385254	+	AT1G15660
chr1	5410908	5414919	+	AT1G15740
chr1	5414817	5421033	-	AT1G15750
chr1	5430183	5436412	-	AT1G15780
chr1	5473565	5478259	+	AT1G15940
chr1	5563087	5568368	+	AT1G16270
chr1	5582387	5587391	-	AT1G16330
chr1	5659415	5665449	+	AT1G16540
chr1	5714219	5722614	+	AT1G16710
chr1	5739299	5744214	-	AT1G16780
chr1	5745523	5755263	-	AT1G16800
chr1	5800767	5805799	-	AT1G16970
chr1	5807311	5811488	+	AT1G16980
chr1	5845660	5850934	-	AT1G17110
chr1	5880130	5884756	-	AT1G17210
chr1	5885083	5890470	+	AT1G17220
chr1	5904058	5908898	+	AT1G17260
chr1	5933870	5938761	+	AT1G17340
chr1	5946764	5951473	+	AT1G17360
chr1	5977411	5981480	+	AT1G17420
chr1	5988280	5996785	-	AT1G17450
chr1	6018757	6023503	+	AT1G17500
chr1	6039303	6049556	+	AT1G17580
chr1	6076077	6082337	+	AT1G17680
chr1	6082755	6088340	-	AT1G17690
chr1	6093208	6098383	-	AT1G17720
chr1	6100964	6105265	+	AT1G17745
chr1	6110107	6116617	-	AT1G17760
chr1	6187507	6191708	-	AT1G17980
chr1	6213725	6218340	-	AT1G18070
chr1	6248793	6254039	+	AT1G18160
chr1	6283412	6293871	-	AT1G18270
chr1	6319650	6324222	-	AT1G18370
chr1	6325642	6330098	+	AT1G18390
chr1	6336528	6342460	-	AT1G18410
chr1	6356131	6360192	-	AT1G18470
chr1	6409978	6414451	+	AT1G18620
chr1	6421117	6425880	+	AT1G18660
chr1	6437477	6444076	+	AT1G18700
chr1	6489309	6494218	+	AT1G18830
chr1	6532559	6538145	-	AT1G18910
chr1	6546399	6551887	+	AT1G18950
chr1	6594930	6601355	+	AT1G19100
chr1	6628068	6633087	-	AT1G19220
chr1	6644189	6649375	+	AT1G19230
chr1	6746778	6751507	+	AT1G19485
chr1	6855952	6860443	-	AT1G19835
chr1	6886879	6891374	+	AT1G19850
chr1	6950655	6956293	-	AT1G20060
chr1	7025548	7029698	-	AT1G20290
chr1	7122018	7126559	-	AT1G20570
chr1	7185658	7192794	-	AT1G20720
chr1	7203302	7208998	-	AT1G20750
chr1	7209369	7214993	+	AT1G20760
chr1	7254007	7258677	-	AT1G20860
chr1	7276943	7281138	-	AT1G20910
chr1	7285059	7289778	+	AT1G20920
chr1	7297239	7301415	-	AT1G20950
chr1	7301748	7310250	-	AT1G20960
chr1	7313946	7319574	+	AT1G20970
chr1	7324588	7329385	+	AT1G20980
chr1	7378538	7382661	-	AT1G21080
chr1	7407955	7412857	-	AT1G21160
chr1	7413050	7419643	+	AT1G21170
chr1	7557262	7565803	-	AT1G21580
chr1	7573922	7578956	+	AT1G21610
chr1	7581084	7588151	+	AT1G21630
chr1	7588414	7592890	+	AT1G21640
chr1	7592664	7604229	-	AT1G21650
chr1	7620001	7624136	-	AT1G21700
chr1	7630107	7636594	+	AT1G21730
chr1	7773063	7781499	-	AT1G22060
chr1	7859630	7865249	-	AT1G22260
chr1	7867133	7872618	+	AT1G22275
chr1	7997676	8002944	-	AT1G22620
chr1	8017397	8021712	+	AT1G22660
chr1	8061844	8067716	+	AT1G22770
chr1	8083400	8089236	+	AT1G22860
chr1	8089501	8094173	+	AT1G22870
chr1	8117339	8122127	+	AT1G22930
chr1	8184952	8189064	-	AT1G23090
chr1	8219869	8224469	+	AT1G23190
chr1	8244440	8251795	+	AT1G23230
chr1	8297291	8302651	-	AT1G23380
chr1	8441146	8447519	+	AT1G23900
chr1	8461909	8465943	+	AT1G23935
chr1	8563558	8570505	-	AT1G24190
chr1	8614365	8620420	-	AT1G24300
chr1	8626315	8630971	-	AT1G24320
chr1	8665874	8672651	+	AT1G24460
chr1	8741940	8755558	+	AT1G24706
chr1	8775901	8783775	+	AT1G24880
chr1	8798483	8806360	+	AT1G25054
chr1	8889110	8894261	-	AT1G25350
chr1	8969065	8974660	-	AT1G25540
chr1	9033218	9038577	+	AT1G26130
chr1	9047433	9054589	-	AT1G26170
chr1	9072256	9076743	-	AT1G26230
chr1	9107519	9113725	+	AT1G26330
chr1	9121492	9125557	-	AT1G26370
chr1	9219463	9223649	+	AT1G26680
chr1	9228235	9232240	+	AT1G26700
chr1	9407125	9411172	-	AT1G27100
chr1	9412820	9417504	-	AT1G27110
chr1	9433488	9439417	+	AT1G27170
chr1	9439859	9446106	+	AT1G27180
chr1	9487780	9492572	+	AT1G27320
chr1	9520911	9526928	-	AT1G27430
chr1	9540113	9544292	-	AT1G27470
chr1	9575538	9582376	+	AT1G27570
chr1	9596360	9603255	+	AT1G27595
chr1	9621570	9626004	+	AT1G27660
chr1	9643351	9647376	-	AT1G27720
chr1	9657385	9661958	+	AT1G27750
chr1	9662085	9667539	+	AT1G27752
chr1	9671638	9676157	-	AT1G27770
chr1	9698417	9703941	+	AT1G27850
chr1	9708924	9714089	+	AT1G27880
chr1	9715453	9720568	-	AT1G27900
chr1	9733597	9738129	-	AT1G27940
chr1	9748737	9752769	+	AT1G27980
chr1	9763436	9768068	+	AT1G28010
chr1	9854546	9860158	+	AT1G28210
chr1	9944036	9949800	+	AT1G28350
chr1	9979802	9987638	+	AT1G28420
chr1	10058456	10063460	-	AT1G28630
chr1	10129035	10133961	-	AT1G29030
chr1	10174187	10178521	+	AT1G29120
chr1	10190214	10194900	-	AT1G29170
chr1	10268469	10273788	-	AT1G29350
chr1	10277890	10283198	-	AT1G29370
chr1	10290040	10294630	-	AT1G29400
chr1	10349427	10353736	+	AT1G29630
chr1	10393797	10399873	-	AT1G29720
chr1	10400564	10405874	-	AT1G29730
chr1	10407379	10412997	-	AT1G29740
chr1	10413881	10420524	-	AT1G29750
chr1	10441053	10445657	+	AT1G29830
chr1	10468054	10472211	+	AT1G29900
chr1	10479121	10486819	-	AT1G29940
chr1	10641099	10645935	-	AT1G30240
chr1	10654857	10658897	+	AT1G30270
chr1	10685822	10690838	-	AT1G30330
chr1	10727638	10738055	+	AT1G30400
chr1	10738805	10747323	+	AT1G30410
chr1	10748816	10756316	+	AT1G30420
chr1	10762739	10769532	+	AT1G30450
chr1	10770813	10775402	-	AT1G30460
chr1	10779171	10786697	+	AT1G30470
chr1	10796135	10800961	-	AT1G30490
chr1	10819554	10823659	-	AT1G30550
chr1	10835794	10840005	-	AT1G30590
chr1	10846513	10850628	+	AT1G30610
chr1	10860655	10864700	+	AT1G30640
chr1	10881597	10886425	+	AT1G30680
chr1	10936765	10942292	-	AT1G30810
chr1	10944913	10949458	-	AT1G30820
chr1	11158618	11163274	-	AT1G31230
chr1	11188293	11192317	+	AT1G31290
chr1	11232333	11237530	+	AT1G31360
chr1	11249600	11253915	+	AT1G31420
chr1	11265880	11271701	+	AT1G31480
chr1	11288452	11293753	-	AT1G31540
chr1	11326301	11330738	-	AT1G31650
chr1	11337558	11341889	+	AT1G31670
chr1	11349840	11355486	+	AT1G31710
chr1	11359642	11364288	+	AT1G31730
chr1	11365285	11369908	-	AT1G31740
chr1	11399607	11406259	-	AT1G31810
chr1	11445490	11450189	+	AT1G31880
chr1	11457126	11461825	+	AT1G31910
chr1	11464985	11469185	+	AT1G31930
chr1	11540025	11544131	-	AT1G32090
chr1	11552926	11558777	+	AT1G32120
chr1	11612118	11616218	+	AT1G32230
chr1	11625700	11630626	-	AT1G32240
chr1	11715150	11719970	-	AT1G32450
chr1	11742054	11749788	-	AT1G32490
chr1	11846247	11856765	-	AT1G32750
chr1	11881810	11885843	+	AT1G32810
chr1	11902629	11906900	+	AT1G32850
chr1	11985707	11990482	+	AT1G33080
chr1	12091877	12096025	+	AT1G33360
chr1	12099482	12104601	-	AT1G33390
chr1	12104784	12109524	-	AT1G33400
chr1	12109590	12118850	-	AT1G33410
chr1	12203945	12208698	+	AT1G33680
chr1	12208308	12214182	-	AT1G33700
chr1	12333046	12339182	-	AT1G33950
chr1	12417176	12421523	-	AT1G34110
chr1	12458670	12462905	+	AT1G34210
chr1	12485967	12492169	+	AT1G34260
chr1	12520179	12524370	+	AT1G34320
chr1	12536497	12541891	+	AT1G34355
chr1	12595110	12599628	+	AT1G34460
chr1	12646696	12652646	-	AT1G34550
chr1	12692995	12697834	+	AT1G34650
chr1	12908914	12914802	+	AT1G35220
chr1	13089869	13097078	+	AT1G35530
chr1	13192743	13197976	+	AT1G35660
chr1	13466911	13470936	-	AT1G36070
chr1	13533411	13544009	+	AT1G36160
chr1	13545965	13558492	+	AT1G36180
chr1	15603617	15607966	-	AT1G41830
chr1	15895285	15900055	-	AT1G42440
chr1	15926987	15935208	+	AT1G42470
chr1	16425412	16430200	-	AT1G43620
chr1	16478247	16482837	+	AT1G43690
chr1	16617129	16622049	+	AT1G43850
chr1	16780610	16787414	+	AT1G44120
chr1	16834210	16838286	-	AT1G44350
chr1	16970214	16974641	+	AT1G44900
chr1	16975604	16982965	+	AT1G44910
chr1	17065252	17069262	+	AT1G45130
chr1	17077448	17082503	-	AT1G45150
chr1	17083546	17090545	-	AT1G45160
chr1	17123821	17128651	+	AT1G45201
chr1	17154921	17159397	-	AT1G45229
chr1	17172322	17176821	-	AT1G45332
chr1	17457122	17464386	+	AT1G47550
chr1	17466751	17473294	+	AT1G47560
chr1	17478655	17483502	+	AT1G47570
chr1	17647144	17651425	-	AT1G47900
chr1	17732010	17758444	-	AT1G48090
chr1	17773688	17779955	-	AT1G48120
chr1	17848421	17853807	-	AT1G48310
chr1	17868650	17873032	+	AT1G48360
chr1	17885633	17892596	-	AT1G48410
chr1	17902636	17906806	-	AT1G48430
chr1	17921935	17928930	-	AT1G48490
chr1	17945376	17950521	+	AT1G48540
chr1	17989398	17995326	-	AT1G48650
chr1	18055229	18059367	+	AT1G48820
chr1	18113714	18117833	-	AT1G48970
chr1	18139234	18148981	-	AT1G49040
chr1	18252355	18264462	+	AT1G49340
chr1	18291043	18295825	+	AT1G49430
chr1	18367593	18375381	-	AT1G49630
chr1	18380804	18386108	-	AT1G49670
chr1	18507971	18513172	+	AT1G49980
chr1	18522441	18539995	-	AT1G50030
chr1	18561829	18566172	+	AT1G50120
chr1	18569735	18578702	-	AT1G50140
chr1	18591194	18598481	-	AT1G50200
chr1	18607047	18614162	+	AT1G50240
chr1	18617593	18621739	-	AT1G50260
chr1	18649747	18657376	+	AT1G50360
chr1	18662309	18666478	+	AT1G50380
chr1	18672163	18677556	+	AT1G50410
chr1	18707987	18715977	-	AT1G50500
chr1	18795210	18802189	+	AT1G50730
chr1	18839107	18844559	+	AT1G50840
chr1	19076982	19081433	-	AT1G51460
chr1	19128144	19132318	-	AT1G51590
chr1	19164063	19170449	+	AT1G51690
chr1	19175642	19179967	-	AT1G51710
chr1	19180772	19186532	+	AT1G51720
chr1	19206711	19211417	-	AT1G51790
chr1	19220977	19225690	-	AT1G51805
chr1	19227119	19232359	-	AT1G51810
chr1	19237407	19241883	-	AT1G51820
chr1	19262879	19267001	-	AT1G51870
chr1	19284277	19288385	-	AT1G51910
chr1	19409711	19414678	-	AT1G52150
chr1	19434509	19438971	+	AT1G52190
chr1	19499162	19506170	+	AT1G52360
chr1	19520728	19525624	+	AT1G52410
chr1	19531350	19535955	-	AT1G52430
chr1	19541684	19546266	-	AT1G52450
chr1	19716402	19723725	+	AT1G52940
chr1	19813804	19819564	+	AT1G53165
chr1	19884027	19888369	-	AT1G53310
chr1	19918047	19923807	+	AT1G53390
chr1	19926626	19931494	-	AT1G53420
chr1	19935163	19941088	+	AT1G53430
chr1	19945959	19951562	+	AT1G53440
chr1	20020885	20025461	-	AT1G53640
chr1	20061701	20065713	+	AT1G53730
chr1	20073996	20078228	-	AT1G53780
chr1	20221060	20225948	-	AT1G54170
chr1	20246037	20250310	-	AT1G54220
chr1	20262766	20267821	-	AT1G54280
chr1	20323036	20328067	+	AT1G54440
chr1	20344698	20349202	+	AT1G54470
chr1	20350191	20356916	+	AT1G54490
chr1	20358319	20362593	-	AT1G54510
chr1	20371649	20379745	-	AT1G54560
chr1	20380478	20385125	-	AT1G54570
chr1	20416770	20421035	-	AT1G54710
chr1	20424410	20430123	+	AT1G54730
chr1	20470678	20475180	+	AT1G54920
chr1	20525708	20530273	+	AT1G55020
chr1	20534874	20539113	+	AT1G55040
chr1	20554352	20558529	+	AT1G55090
chr1	20607030	20612410	+	AT1G55250
chr1	20637380	20648434	+	AT1G55325
chr1	20653820	20665095	-	AT1G55350
chr1	20734608	20743174	-	AT1G55540
chr1	20748915	20753079	+	AT1G55550
chr1	20779874	20784017	-	AT1G55610
chr1	20787134	20791189	-	AT1G55620
chr1	20808261	20812840	-	AT1G55690
chr1	20840195	20845182	-	AT1G55750
chr1	20879466	20895393	-	AT1G55860
chr1	20932129	20938290	-	AT1G55970
chr1	20987288	20993072	-	AT1G56120
chr1	20994931	21000887	-	AT1G56130
chr1	21001574	21007809	-	AT1G56140
chr1	21008093	21014018	-	AT1G56145
chr1	21159744	21167321	+	AT1G56500
chr1	21167589	21173632	+	AT1G56510
chr1	21174664	21178974	-	AT1G56520
chr1	21330512	21334727	-	AT1G57600
chr1	21431051	21436103	-	AT1G57870
chr1	21457667	21462243	-	AT1G58025
chr1	21464001	21468420	-	AT1G58030
chr1	21478590	21487839	-	AT1G58050
chr1	21489285	21501811	-	AT1G58060
chr1	21540632	21548112	+	AT1G58190
chr1	21548187	21553127	-	AT1G58200
chr1	21553621	21558056	+	AT1G58210
chr1	21558243	21562965	-	AT1G58220
chr1	21566148	21579123	+	AT1G58230
chr1	21587142	21601621	-	AT1G58250
chr1	21662916	21667445	-	AT1G58350
chr1	21729913	21738652	+	AT1G58520
chr1	21746354	21765705	+	AT1G58602
chr1	21780185	21784314	+	AT1G58807
chr1	21791783	21797050	+	AT1G58848
chr1	21816443	21820572	+	AT1G59124
chr1	21828033	21832708	+	AT1G59218
chr1	21846902	21853384	-	AT1G59453
chr1	21861382	21866190	+	AT1G59520
chr1	21874012	21879539	+	AT1G59540
chr1	21893221	21901086	+	AT1G59610
chr1	21924693	21929424	+	AT1G59660
chr1	21968071	21972411	+	AT1G59740
chr1	21979289	21984433	+	AT1G59750
chr1	21984445	21990175	-	AT1G59760
chr1	21993581	21997691	-	AT1G59780
chr1	22011328	22020294	+	AT1G59820
chr1	22034506	22040038	+	AT1G59870
chr1	22043829	22051086	+	AT1G59890
chr1	22142604	22149527	-	AT1G60070
chr1	22200733	22205288	-	AT1G60200
chr1	22285572	22290315	-	AT1G60490
chr1	22383453	22387457	-	AT1G60800
chr1	22400927	22407777	-	AT1G60860
chr1	22412246	22417244	-	AT1G60890
chr1	22423909	22428022	+	AT1G60900
chr1	22430847	22438877	-	AT1G60930
chr1	22465640	22470716	-	AT1G60995
chr1	22477896	22482380	+	AT1G61030
chr1	22523637	22528811	+	AT1G61120
chr1	22534717	22540850	-	AT1G61140
chr1	22564495	22571907	+	AT1G61210
chr1	22637728	22641825	-	AT1G61360
chr1	22650338	22654395	-	AT1G61390
chr1	22782607	22786859	-	AT1G61690
chr1	22830015	22834728	+	AT1G61810
chr1	22856188	22862359	+	AT1G61850
chr1	22919534	22924024	+	AT1G62020
chr1	22962340	22968920	-	AT1G62130
chr1	23051002	23055672	-	AT1G62340
chr1	23199718	23203765	+	AT1G62660
chr1	23257726	23261966	-	AT1G62810
chr1	23347561	23352697	-	AT1G63010
chr1	23354685	23362564	-	AT1G63020
chr1	23482193	23486220	+	AT1G63300
chr1	23522497	23526832	+	AT1G63430
chr1	23544656	23552030	-	AT1G63490
chr1	23589043	23595821	-	AT1G63640
chr1	23618378	23622396	+	AT1G63690
chr1	23624666	23629112	-	AT1G63700
chr1	23650848	23655363	+	AT1G63750
chr1	23657506	23664677	-	AT1G63770
chr1	23669532	23675898	-	AT1G63810
chr1	23701484	23706005	-	AT1G63860
chr1	23707131	23711901	-	AT1G63870
chr1	23769774	23776931	+	AT1G64060
chr1	23796719	23801725	-	AT1G64110
chr1	23911119	23915229	+	AT1G64390
chr1	23915598	23919783	-	AT1G64400
chr1	23968779	23973614	+	AT1G64550
chr1	23978868	23983925	+	AT1G64570
chr1	24064937	24083428	-	AT1G64790
chr1	24129918	24134204	+	AT1G64960
chr1	24139907	24146189	-	AT1G64990
chr1	24149543	24154274	+	AT1G65010
chr1	24167202	24171502	-	AT1G65060
chr1	24176582	24180871	+	AT1G65080
chr1	24183959	24188330	-	AT1G65110
chr1	24191348	24196073	-	AT1G65120
chr1	24196472	24201022	-	AT1G65130
chr1	24218470	24222789	-	AT1G65200
chr1	24236258	24240705	+	AT1G65260
chr1	24272518	24277275	-	AT1G65350
chr1	24300898	24306236	-	AT1G65430
chr1	24306611	24314620	-	AT1G65440
chr1	24319670	24324064	-	AT1G65470
chr1	24377314	24384079	-	AT1G65580
chr1	24385900	24391207	+	AT1G65590
chr1	24525102	24529294	-	AT1G65920
chr1	24546704	24551144	-	AT1G65950
chr1	24552003	24557730	+	AT1G65960
chr1	24562553	24568530	-	AT1G65985
chr1	24884681	24892046	+	AT1G66730
chr1	24946928	24955611	+	AT1G66880
chr1	24978205	24984619	+	AT1G66950
chr1	24984941	24989797	-	AT1G66960
chr1	24997309	25001983	-	AT1G66980
chr1	25069562	25095526	-	AT1G67120
chr1	25100862	25117423	-	AT1G67140
chr1	25145587	25150558	+	AT1G67220
chr1	25151270	25156323	-	AT1G67230
chr1	25198182	25203126	-	AT1G67310
chr1	25239117	25243837	-	AT1G67370
chr1	25255232	25260430	+	AT1G67420
chr1	25280451	25286611	-	AT1G67490
chr1	25287707	25296937	-	AT1G67500
chr1	25312740	25317395	+	AT1G67550
chr1	25319899	25324264	+	AT1G67560
chr1	25327284	25331379	-	AT1G67580
chr1	25369086	25373730	+	AT1G67690
chr1	25386341	25391073	+	AT1G67720
chr1	25437900	25442142	+	AT1G67850
chr1	25457179	25462792	+	AT1G67890
chr1	25464726	25470017	+	AT1G67900
chr1	25793207	25798257	-	AT1G68710
chr1	25804418	25808982	+	AT1G68720
chr1	25812449	25816657	-	AT1G68740
chr1	25822942	25828107	-	AT1G68750
chr1	25834709	25839319	-	AT1G68790
chr1	25896945	25906714	+	AT1G68890
chr1	25921453	25925845	-	AT1G68940
chr1	25934997	25940966	-	AT1G68990
chr1	25967312	25971389	-	AT1G69070
chr1	26020089	26026171	-	AT1G69220
chr1	26065724	26069821	+	AT1G69340
chr1	26148021	26153555	-	AT1G69550
chr1	26222072	26226652	+	AT1G69710
chr1	26248318	26253585	-	AT1G69770
chr1	26288278	26293053	-	AT1G69830
chr1	26316027	26320220	+	AT1G69870
chr1	26383244	26389916	+	AT1G70060
chr1	26390016	26394196	-	AT1G70070
chr1	26488522	26501281	-	AT1G70320
chr1	26533926	26538333	-	AT1G70410
chr1	26576486	26582431	+	AT1G70510
chr1	26621961	26626503	+	AT1G70610
chr1	26626555	26631104	+	AT1G70620
chr1	26638075	26642268	+	AT1G70650
chr1	26668865	26673166	-	AT1G70730
chr1	26782839	26788970	+	AT1G71010
chr1	26841630	26851919	+	AT1G71220
chr1	26855430	26859741	+	AT1G71240
chr1	26863587	26870015	+	AT1G71270
chr1	26874064	26878340	+	AT1G71300
chr1	26912726	26917712	-	AT1G71410
chr1	26973567	26981029	-	AT1G71710
chr1	27002414	27008176	-	AT1G71810
chr1	27009564	27017108	+	AT1G71820
chr1	27082394	27088248	-	AT1G71960
chr1	27162820	27167430	+	AT1G72180
chr1	27192845	27198314	+	AT1G72250
chr1	27199733	27211161	-	AT1G72270
chr1	27228153	27232999	-	AT1G72320
chr1	27245165	27251576	+	AT1G72390
chr1	27251426	27257081	-	AT1G72410
chr1	27268165	27273596	-	AT1G72440
chr1	27308515	27312754	+	AT1G72520
chr1	27319688	27324037	-	AT1G72550
chr1	27324389	27330031	-	AT1G72560
chr1	27349467	27353742	+	AT1G72650
chr1	27365896	27371733	+	AT1G72700
chr1	27372271	27376584	+	AT1G72710
chr1	27409237	27413851	-	AT1G72840
chr1	27416228	27420778	-	AT1G72860
chr1	27446236	27450862	+	AT1G72960
chr1	27457266	27462392	-	AT1G72990
chr1	27469534	27473554	-	AT1G73020
chr1	27584425	27588464	-	AT1G73370
chr1	27590810	27595142	-	AT1G73390
chr1	27603655	27611068	+	AT1G73430
chr1	27613856	27618897	+	AT1G73450
