chr	start	end	strand	ID
chr1	16264843	16264968	+	AT1TE53570
chr1	14341671	14341711	+	AT1TE47120
chr1	17823604	17823728	-	AT1TE59175
chr1	21929379	21929504	-	AT1TE72360
chr1	16115818	16115943	-	AT1TE53070
chr1	24286883	24287008	-	AT1TE79845
chr1	13245270	13247416	+	AT1TE43295
chr1	14463536	14463664	+	AT1TE47620
chr1	22829373	22829400	+	AT1TE75250
chr1	11479601	11479728	+	AT1TE37140
chr1	12524947	12525074	+	AT1TE40760
chr1	16595104	16595133	-	AT1TE54695
chr1	13238343	13238467	-	AT1TE43255
chr1	26394244	26394371	+	AT1TE86430
chr1	15918026	15918148	-	AT1TE52440
chr1	17525127	17525254	+	AT1TE58080
chr1	21788068	21788193	-	AT1TE71925
chr1	17188286	17188413	+	AT1TE56950
chr1	13193026	13193066	+	AT1TE43060
chr1	15113100	15113215	-	AT1TE49505
chr1	11578166	11578290	+	AT1TE37485
chr1	21508830	21508954	+	AT1TE70990
chr1	20093806	20093926	-	AT1TE66400
chr1	13964706	13964828	+	AT1TE45835
chr1	13303378	13303489	+	AT1TE43475
chr1	20823565	20823686	-	AT1TE68770
chr1	19385772	19385868	-	AT1TE64190
chr1	15879298	15879390	-	AT1TE52235
chr1	22125693	22125815	+	AT1TE73060
chr1	3247448	3247570	+	AT1TE10550
chr1	12690264	12690354	-	AT1TE41370
chr1	6951418	6951538	-	AT1TE22460
chr1	4109989	4110103	+	AT1TE13360
chr1	17708150	17710775	+	AT1TE58820
chr1	18746044	18746141	-	AT1TE62135
chr1	19057235	19057338	+	AT1TE63155
chr1	12646096	12646216	-	AT1TE41295
chr1	13105720	13105842	+	AT1TE42815
chr1	2986951	2987018	+	AT1TE09705
chr1	13097397	13097431	+	AT1TE42785
chr1	8203657	8203778	-	AT1TE26410
chr1	19268168	19268282	-	AT1TE63875
chr1	758410	758534	+	AT1TE02460
chr1	5659383	5659406	-	AT1TE18300
chr1	4413086	4413210	+	AT1TE14330
chr1	15199556	15199643	-	AT1TE49890
chr1	15134899	15135014	-	AT1TE49645
chr1	25889216	25889340	+	AT1TE84840
chr1	26027636	26027758	-	AT1TE85280
chr1	17548059	17548115	+	AT1TE58170
chr1	25448292	25448415	+	AT1TE83495
chr1	18150437	18150493	-	AT1TE60170
chr1	11993457	11993578	-	AT1TE38845
chr1	28163735	28163858	+	AT1TE92170
chr1	16162425	16164556	+	AT1TE53265
chr1	5044510	5044605	-	AT1TE16320
chr1	20513545	20513637	+	AT1TE67780
chr1	15685432	15687581	+	AT1TE51665
chr1	17902473	17902550	+	AT1TE59425
chr1	11126412	11126449	+	AT1TE35960
chr1	26818089	26818218	-	AT1TE87760
chr1	24877098	24877222	-	AT1TE81720
chr1	22881472	22881603	+	AT1TE75420
chr1	14006701	14006832	+	AT1TE45985
chr1	15634378	15634434	-	AT1TE51460
chr1	16768760	16768889	-	AT1TE55410
chr1	16791724	16791852	-	AT1TE55525
chr1	17031257	17031281	-	AT1TE56410
chr1	12642435	12642564	-	AT1TE41285
chr1	14233182	14233216	+	AT1TE46705
chr1	13990141	13990253	+	AT1TE45925
chr1	25564282	25564412	-	AT1TE83860
chr1	12574466	12574595	-	AT1TE40970
chr1	19924548	19924571	-	AT1TE65860
chr1	15431674	15431701	-	AT1TE50940
chr1	11704897	11705026	-	AT1TE37915
chr1	17632243	17632374	+	AT1TE58520
chr1	11090506	11090638	+	AT1TE35835
chr1	21872093	21872178	-	AT1TE72160
chr1	21097915	21097971	+	AT1TE69680
chr1	29480214	29480347	+	AT1TE96435
chr1	13827364	13827495	-	AT1TE45345
chr1	21121192	21121267	+	AT1TE69785
chr1	24709061	24709194	+	AT1TE81160
chr1	26253997	26254130	+	AT1TE85990
chr1	15642280	15642361	+	AT1TE51505
chr1	17465296	17465429	+	AT1TE57880
chr1	29342234	29342365	-	AT1TE95985
chr1	10666053	10666185	+	AT1TE34475
chr1	16533313	16533445	+	AT1TE54505
chr1	6450341	6450389	-	AT1TE20910
chr1	16317249	16317381	+	AT1TE53715
chr1	24604924	24604957	-	AT1TE80820
chr1	19073478	19073610	+	AT1TE63195
chr1	27603733	27603865	+	AT1TE90320
chr1	15277161	15277306	+	AT1TE50290
chr1	7313962	7314091	-	AT1TE23620
chr1	15142842	15142872	+	AT1TE49685
chr1	3630277	3630404	-	AT1TE11810
chr1	24483924	24484053	+	AT1TE80405
chr1	13089744	13089824	-	AT1TE42765
chr1	12604201	12604330	+	AT1TE41095
chr1	27677420	27677549	+	AT1TE90575
chr1	913218	913345	-	AT1TE02985
chr1	16431065	16431612	-	AT1TE54165
chr1	17019635	17019761	-	AT1TE56370
chr1	22849916	22850044	+	AT1TE75310
chr1	13684550	13684676	-	AT1TE44780
chr1	12739497	12739623	-	AT1TE41530
chr1	21891494	21891623	+	AT1TE72230
chr1	12076730	12076856	-	AT1TE39140
chr1	8053168	8053294	-	AT1TE25910
chr1	16883	17009	-	AT1TE00020
chr1	11126450	11126578	+	AT1TE35965
chr1	13017803	13017883	-	AT1TE42435
chr1	19769833	19769960	-	AT1TE65370
chr1	11720281	11722435	+	AT1TE37975
chr1	11188283	11188413	+	AT1TE36160
chr1	19744792	19744922	+	AT1TE65260
chr1	1417569	1417699	+	AT1TE04620
chr1	15383890	15384020	+	AT1TE50780
chr1	15285786	15285916	+	AT1TE50320
chr1	15792669	15794826	-	AT1TE52010
chr1	22192617	22192718	+	AT1TE73305
chr1	24688473	24688564	-	AT1TE81085
chr1	1441515	1441645	+	AT1TE04700
chr1	10655834	10655963	+	AT1TE34455
chr1	22456417	22456546	+	AT1TE74095
chr1	19231980	19232107	-	AT1TE63720
chr1	12080698	12080826	-	AT1TE39150
chr1	16059165	16061322	+	AT1TE52895
chr1	6753991	6754119	-	AT1TE21830
chr1	16307595	16307723	-	AT1TE53695
chr1	3360540	3360625	-	AT1TE10930
chr1	12343258	12343403	+	AT1TE40160
chr1	19464947	19465090	-	AT1TE64435
chr1	25590911	25591070	-	AT1TE83935
chr1	13768754	13777586	+	AT1TE45135
chr1	21822852	21823013	+	AT1TE72015
chr1	24603780	24603941	+	AT1TE80815
chr1	9691304	9691418	-	AT1TE31200
chr1	16265821	16265980	-	AT1TE53575
chr1	26650761	26650921	-	AT1TE87255
chr1	1430869	1431028	-	AT1TE04675
chr1	3910702	3910762	+	AT1TE12725
chr1	11207628	11207742	+	AT1TE36240
chr1	15142453	15142841	+	AT1TE49680
chr1	12394285	12394446	+	AT1TE40315
chr1	7067629	7067790	+	AT1TE22855
chr1	5025647	5025808	+	AT1TE16265
chr1	17944754	17944913	-	AT1TE59555
chr1	19316277	19316439	+	AT1TE64010
chr1	13012651	13012798	-	AT1TE42420
chr1	16291575	16291737	+	AT1TE53640
chr1	12987699	12987862	+	AT1TE42350
chr1	9317325	9317486	-	AT1TE30040
chr1	29228168	29228331	+	AT1TE95620
chr1	27603352	27603513	-	AT1TE90315
chr1	24847019	24847152	-	AT1TE81605
chr1	24350741	24352986	+	AT1TE80035
chr1	19473237	19473400	+	AT1TE64470
chr1	22991678	22991839	-	AT1TE75775
chr1	13458208	13458371	+	AT1TE44025
chr1	16181651	16181683	+	AT1TE53340
chr1	21786594	21786755	+	AT1TE71910
chr1	11887095	11887151	+	AT1TE38525
chr1	16673532	16673695	+	AT1TE54960
chr1	14236845	14237008	+	AT1TE46715
chr1	15366244	15366405	-	AT1TE50725
chr1	21502044	21502166	-	AT1TE70960
chr1	12307524	12307633	+	AT1TE40025
chr1	19986878	19987036	-	AT1TE66060
chr1	26962997	26963155	-	AT1TE88225
chr1	23939761	23939917	-	AT1TE78760
chr1	16138078	16138097	+	AT1TE53130
chr1	20972074	20974323	+	AT1TE69270
chr1	20773136	20773292	-	AT1TE68600
chr1	24514628	24514787	+	AT1TE80510
chr1	28520027	28520136	-	AT1TE93285
chr1	431917	432073	+	AT1TE01400
chr1	11321177	11321335	+	AT1TE36620
chr1	12136448	12136604	-	AT1TE39350
chr1	17413147	17413305	+	AT1TE57700
chr1	15910543	15910701	+	AT1TE52405
chr1	25187855	25188014	+	AT1TE82670
chr1	27498279	27498344	-	AT1TE89970
chr1	10564719	10564875	-	AT1TE34160
chr1	7433495	7433653	+	AT1TE23955
chr1	19822278	19822379	-	AT1TE65530
chr1	24281394	24281480	-	AT1TE79835
chr1	16676973	16677131	+	AT1TE54980
chr1	21856786	21856929	-	AT1TE72115
chr1	9756656	9756816	+	AT1TE31410
chr1	19688610	19688768	-	AT1TE65075
chr1	22606311	22606462	+	AT1TE74570
chr1	15887701	15887859	-	AT1TE52290
chr1	15641931	15642064	+	AT1TE51495
chr1	17376313	17378567	-	AT1TE57560
chr1	2383162	2383320	-	AT1TE07780
chr1	20819274	20819432	-	AT1TE68750
chr1	19731727	19731887	+	AT1TE65220
chr1	431310	431469	+	AT1TE01390
chr1	7227970	7228129	+	AT1TE23355
chr1	13699519	13699678	+	AT1TE44850
chr1	17008346	17008503	-	AT1TE56335
chr1	22063743	22063902	+	AT1TE72860
chr1	14034543	14034702	+	AT1TE46100
chr1	26581283	26581442	+	AT1TE87040
chr1	29612248	29612406	+	AT1TE96860
chr1	14353180	14353977	+	AT1TE47195
chr1	20689289	20689340	+	AT1TE68325
chr1	12894519	12894687	+	AT1TE41975
chr1	12514633	12514799	-	AT1TE40730
chr1	14185991	14186048	-	AT1TE46595
chr1	13460097	13460265	+	AT1TE44040
chr1	12870145	12870313	+	AT1TE41890
chr1	13355093	13355234	+	AT1TE43675
chr1	5123634	5123802	+	AT1TE16580
chr1	16548186	16548352	-	AT1TE54570
chr1	1444364	1444532	+	AT1TE04725
chr1	15765739	15765907	+	AT1TE51930
chr1	14449179	14451469	+	AT1TE47570
chr1	22542139	22542307	+	AT1TE74360
chr1	7037377	7037487	+	AT1TE22755
chr1	15280449	15289511	+	AT1TE50315
chr1	16779431	16779507	+	AT1TE55460
chr1	5100442	5100610	+	AT1TE16505
chr1	4835450	4835616	-	AT1TE15660
chr1	23723924	23724092	+	AT1TE78110
chr1	587327	587409	+	AT1TE01905
chr1	23756840	23756961	+	AT1TE78200
chr1	21972536	21972703	-	AT1TE72550
chr1	16774470	16774490	+	AT1TE55440
chr1	13687571	13687739	+	AT1TE44800
chr1	9815774	9815821	-	AT1TE31585
chr1	12527192	12527287	+	AT1TE40785
chr1	11020316	11020416	+	AT1TE35600
chr1	25860277	25860444	-	AT1TE84750
chr1	18164776	18164944	+	AT1TE60195
chr1	15618121	15618170	-	AT1TE51380
chr1	12010328	12010496	+	AT1TE38905
chr1	15947178	15949473	+	AT1TE52570
chr1	16751409	16751576	-	AT1TE55330
chr1	13259027	13259196	+	AT1TE43335
chr1	14308293	14308460	-	AT1TE47000
chr1	12022702	12022870	+	AT1TE38955
chr1	16143371	16145661	-	AT1TE53170
chr1	19073026	19073193	+	AT1TE63190
chr1	12601906	12602071	+	AT1TE41075
chr1	23749099	23749264	+	AT1TE78180
chr1	16698150	16698313	-	AT1TE55085
chr1	21956886	21957049	-	AT1TE72490
chr1	16351946	16352111	+	AT1TE53885
chr1	758535	760505	+	AT1TE02465
chr1	17550962	17551066	-	AT1TE58185
chr1	24252358	24252521	-	AT1TE79760
chr1	19876058	19876222	+	AT1TE65705
chr1	22113477	22113512	-	AT1TE73025
chr1	15311897	15312018	-	AT1TE50395
chr1	20420944	20421109	+	AT1TE67440
chr1	19909541	19909695	-	AT1TE65820
chr1	16477001	16477163	+	AT1TE54360
chr1	15409979	15410100	-	AT1TE50845
chr1	23932027	23932189	-	AT1TE78740
chr1	21132485	21133186	-	AT1TE69865
chr1	14008089	14008253	-	AT1TE46005
chr1	21228851	21229015	-	AT1TE70150
chr1	13837843	13838008	-	AT1TE45370
chr1	13915200	13917482	+	AT1TE45695
chr1	13023622	13023787	-	AT1TE42470
chr1	11523417	11523517	+	AT1TE37280
chr1	2444684	2444851	+	AT1TE07970
chr1	15586798	15586942	-	AT1TE51290
chr1	15886143	15886308	-	AT1TE52275
chr1	19003177	19003344	+	AT1TE62960
chr1	16548027	16548070	-	AT1TE54565
chr1	15816322	15821314	-	AT1TE52085
chr1	13430810	13430974	-	AT1TE43915
chr1	15378553	15387615	+	AT1TE50775
chr1	12299182	12299344	-	AT1TE39985
chr1	22751639	22751805	+	AT1TE75010
chr1	13811478	13811632	+	AT1TE45270
chr1	11644394	11644558	-	AT1TE37685
chr1	24214995	24215152	+	AT1TE79630
chr1	23312999	23313154	-	AT1TE76830
chr1	5357354	5357511	+	AT1TE17315
chr1	24769687	24769834	-	AT1TE81350
chr1	22991840	22994059	-	AT1TE75780
chr1	13453497	13453646	+	AT1TE44000
chr1	13029063	13029212	+	AT1TE42495
chr1	12231360	12231480	+	AT1TE39725
chr1	11863832	11863981	+	AT1TE38455
chr1	11927029	11927176	-	AT1TE38600
chr1	18434666	18434750	+	AT1TE61105
chr1	8276347	8276494	-	AT1TE26660
chr1	21250040	21250188	+	AT1TE70205
chr1	14027020	14027168	+	AT1TE46075
chr1	540269	540416	-	AT1TE01745
chr1	23623522	23623671	+	AT1TE77795
chr1	16405586	16405733	-	AT1TE54055
chr1	18599360	18599462	+	AT1TE61635
chr1	11508353	11508500	-	AT1TE37220
chr1	11342815	11342964	+	AT1TE36690
chr1	23711253	23711402	+	AT1TE78075
chr1	16595997	16596124	+	AT1TE54700
chr1	16168194	16170418	-	AT1TE53300
chr1	18299773	18299924	+	AT1TE60635
chr1	13434452	13434603	+	AT1TE43940
chr1	12636723	12636874	+	AT1TE41270
chr1	12963566	12963716	+	AT1TE42265
chr1	11325952	11326100	-	AT1TE36635
chr1	11767345	11767449	+	AT1TE38135
chr1	12468973	12469066	+	AT1TE40585
chr1	16543130	16543277	-	AT1TE54545
chr1	16539823	16539970	-	AT1TE54530
chr1	19415246	19415392	-	AT1TE64310
chr1	21471749	21471898	+	AT1TE70860
chr1	21168326	21168474	-	AT1TE69970
chr1	12963538	12963565	+	AT1TE42260
chr1	5862802	5862941	-	AT1TE18950
chr1	16352973	16353121	+	AT1TE53890
chr1	17409423	17409571	+	AT1TE57665
chr1	6515318	6515466	+	AT1TE21135
chr1	16581796	16581942	+	AT1TE54640
chr1	977203	977233	+	AT1TE03195
chr1	21392851	21392997	+	AT1TE70630
chr1	11006532	11006659	-	AT1TE35540
chr1	13544555	13544699	-	AT1TE44330
chr1	9762608	9762754	+	AT1TE31425
chr1	9815535	9815681	+	AT1TE31575
chr1	14392569	14394783	+	AT1TE47365
chr1	14346918	14349130	+	AT1TE47145
chr1	17229160	17229303	-	AT1TE57120
chr1	25929541	25929686	+	AT1TE84970
chr1	6122834	6122862	-	AT1TE19790
chr1	24294769	24294914	+	AT1TE79870
chr1	21784072	21784217	+	AT1TE71905
chr1	21765453	21765598	+	AT1TE71840
chr1	21820330	21820475	+	AT1TE72010
chr1	25728938	25729089	+	AT1TE84355
chr1	2030569	2030715	+	AT1TE06655
chr1	23537848	23537992	-	AT1TE77505
chr1	25639635	25641849	-	AT1TE84070
chr1	26333339	26333486	+	AT1TE86265
chr1	13549777	13549900	-	AT1TE44355
chr1	16406570	16406716	-	AT1TE54070
chr1	8851193	8851341	+	AT1TE28580
chr1	4093261	4093293	+	AT1TE13305
chr1	6196273	6196418	-	AT1TE20030
chr1	6466829	6466976	+	AT1TE20970
chr1	14459460	14461676	+	AT1TE47605
chr1	21801805	21801951	+	AT1TE71955
chr1	21838063	21838209	+	AT1TE72065
chr1	22236787	22236931	-	AT1TE73435
chr1	6759701	6759761	+	AT1TE21845
chr1	13421804	13421949	-	AT1TE43890
chr1	13097249	13097396	+	AT1TE42780
chr1	7323476	7323623	+	AT1TE23650
chr1	20186872	20187021	-	AT1TE66710
chr1	13433621	13433658	+	AT1TE43935
chr1	12166868	12167019	+	AT1TE39495
chr1	17279564	17279719	+	AT1TE57280
chr1	12813938	12816180	+	AT1TE41735
chr1	13313364	13313433	-	AT1TE43525
chr1	12573376	12573529	-	AT1TE40965
chr1	11172037	11172192	+	AT1TE36110
chr1	17633145	17633298	-	AT1TE58530
chr1	15768497	15770736	-	AT1TE51960
chr1	26397615	26397696	-	AT1TE86440
chr1	3851788	3851943	+	AT1TE12525
chr1	16167803	16167957	+	AT1TE53285
chr1	15947122	15947177	+	AT1TE52565
chr1	588055	588182	+	AT1TE01915
chr1	24617951	24618103	-	AT1TE80870
chr1	12930132	12930287	+	AT1TE42155
chr1	4908296	4908451	+	AT1TE15890
chr1	19218075	19218229	+	AT1TE63675
chr1	1430272	1430424	-	AT1TE04660
chr1	5030107	5030262	+	AT1TE16275
chr1	13192871	13193025	-	AT1TE43055
chr1	19636162	19636319	+	AT1TE64945
chr1	19364215	19364372	+	AT1TE64145
chr1	12410498	12411549	-	AT1TE40365
chr1	10646088	10646144	-	AT1TE34430
chr1	29611562	29611719	+	AT1TE96850
chr1	16877827	16877907	+	AT1TE55885
chr1	257687	257709	+	AT1TE00835
chr1	664383	664538	-	AT1TE02160
chr1	16348627	16348770	-	AT1TE53850
chr1	24602906	24602985	+	AT1TE80800
chr1	16659529	16659685	+	AT1TE54920
chr1	20432159	20432312	-	AT1TE67480
chr1	16093987	16094141	-	AT1TE52980
chr1	21719460	21719616	+	AT1TE71670
chr1	17727055	17727204	+	AT1TE58875
chr1	13591829	13591985	+	AT1TE44510
chr1	9582443	9582536	+	AT1TE30865
chr1	25212832	25212986	+	AT1TE82740
chr1	16987716	16989955	+	AT1TE56260
chr1	13230842	13230992	-	AT1TE43220
chr1	11457202	11457354	+	AT1TE37075
chr1	11103434	11103586	+	AT1TE35870
chr1	6272450	6272600	-	AT1TE20310
chr1	16156712	16156864	+	AT1TE53230
chr1	28836494	28836646	+	AT1TE94320
chr1	7393252	7393404	+	AT1TE23835
chr1	20819433	20819585	+	AT1TE68755
chr1	10349201	10349353	+	AT1TE33465
chr1	22850190	22850341	+	AT1TE75320
chr1	5807742	5807891	-	AT1TE18775
chr1	27531284	27531434	-	AT1TE90080
chr1	24012370	24012519	-	AT1TE78990
chr1	15980798	15980948	-	AT1TE52675
chr1	24645032	24645065	+	AT1TE80945
chr1	23819472	23819623	+	AT1TE78410
chr1	5359022	5359174	-	AT1TE17320
chr1	11975470	11975496	+	AT1TE38760
chr1	3413099	3413250	-	AT1TE11100
chr1	499135	501371	-	AT1TE01615
chr1	760506	760660	+	AT1TE02470
chr1	7766430	7766584	+	AT1TE24975
chr1	17653237	17653391	+	AT1TE58605
chr1	13991689	13994017	-	AT1TE45955
chr1	21753390	21753542	-	AT1TE71780
chr1	28827195	28827347	-	AT1TE94300
chr1	17252653	17252806	+	AT1TE57205
chr1	17332294	17332445	-	AT1TE57430
chr1	3564974	3565127	+	AT1TE11605
chr1	13061427	13061580	+	AT1TE42650
chr1	11352406	11352552	-	AT1TE36720
chr1	12691421	12691532	-	AT1TE41385
chr1	13979641	13981876	-	AT1TE45895
chr1	18693072	18693225	+	AT1TE61945
chr1	11836740	11836893	+	AT1TE38360
chr1	15557534	15559659	-	AT1TE51215
chr1	15624446	15624480	+	AT1TE51400
chr1	11706323	11706445	+	AT1TE37920
chr1	16968378	16968465	-	AT1TE56175
chr1	12762392	12762481	+	AT1TE41595
chr1	11983040	11983078	+	AT1TE38785
chr1	21439107	21439196	+	AT1TE70770
chr1	4660723	4660763	+	AT1TE15100
chr1	154331	154418	-	AT1TE00470
chr1	26304986	26305011	-	AT1TE86160
chr1	9023713	9023800	-	AT1TE29080
chr1	10524679	10524717	+	AT1TE34010
chr1	18165827	18165915	+	AT1TE60200
chr1	15721178	15721254	-	AT1TE51755
chr1	15559660	15559746	-	AT1TE51220
chr1	24822471	24822535	-	AT1TE81530
chr1	13796033	13796397	+	AT1TE45185
chr1	696359	696446	-	AT1TE02260
chr1	13600945	13601035	+	AT1TE44545
chr1	15594102	15594925	+	AT1TE51310
chr1	28793352	28793442	+	AT1TE94210
chr1	17563097	17563188	+	AT1TE58285
chr1	13881564	13881653	-	AT1TE45540
chr1	12527568	12527659	+	AT1TE40795
chr1	24899623	24899712	-	AT1TE81805
chr1	18324372	18326405	+	AT1TE60740
chr1	24484764	24484855	+	AT1TE80415
chr1	30381109	30381200	+	AT1TE99340
chr1	20475899	20477927	-	AT1TE67645
chr1	20317600	20317688	-	AT1TE67145
chr1	23757428	23757459	+	AT1TE78215
chr1	14367378	14367466	-	AT1TE47270
chr1	21418459	21418545	-	AT1TE70700
chr1	14413031	14413119	-	AT1TE47490
chr1	3790753	3790843	+	AT1TE12305
chr1	20540948	20541038	+	AT1TE67865
