chr	start	end	strand	ID
chr1	20232107	20234215	+	AT1TE66860
chr1	15267477	15269583	-	AT1TE50260
chr1	14833180	14835287	-	AT1TE48720
chr1	15634435	15636526	-	AT1TE51465
chr1	15376087	15378181	-	AT1TE50765
chr1	19195167	19197293	+	AT1TE63610
chr1	16997266	16999391	-	AT1TE56300
chr1	11282852	11284969	-	AT1TE36505
chr1	11990879	11992997	+	AT1TE38835
chr1	15227238	15229687	-	AT1TE50020
chr1	15087874	15089939	-	AT1TE49370
chr1	12566243	12568303	+	AT1TE40940
chr1	14212699	14214745	+	AT1TE46660
chr1	15438846	15440903	+	AT1TE50975
chr1	17101876	17103933	+	AT1TE56585
chr1	13832176	13834264	-	AT1TE45360
chr1	20437227	20439302	+	AT1TE67495
chr1	16188966	16191015	+	AT1TE53370
chr1	22449883	22452429	+	AT1TE74085
chr1	14857362	14859911	-	AT1TE48750
chr1	17406545	17409066	-	AT1TE57655
chr1	15717180	15719722	+	AT1TE51745
chr1	20683159	20685683	-	AT1TE68310
chr1	4785274	4787837	+	AT1TE15510
chr1	12327780	12330357	-	AT1TE40090
chr1	16049210	16051714	+	AT1TE52870
chr1	6156401	6158864	-	AT1TE19910
chr1	19465123	19467623	-	AT1TE64445
chr1	15735669	15738170	-	AT1TE51825
chr1	15530425	15532919	-	AT1TE51125
chr1	18768117	18770603	-	AT1TE62220
chr1	11735186	11737670	-	AT1TE38035
chr1	13690719	13693207	+	AT1TE44825
chr1	11505148	11507634	+	AT1TE37215
chr1	14662283	14664772	-	AT1TE48225
chr1	15098440	15100966	-	AT1TE49425
chr1	15636763	15639274	+	AT1TE51475
chr1	11064456	11067139	-	AT1TE35720
chr1	15509415	15512097	-	AT1TE51075
chr1	15108853	15112238	-	AT1TE49480
chr1	17899730	17902421	+	AT1TE59415
chr1	11699258	11701926	+	AT1TE37890
chr1	15124278	15127167	-	AT1TE49570
chr1	14600112	14602815	+	AT1TE48045
chr1	19327006	19329720	-	AT1TE64055
chr1	12633625	12636327	+	AT1TE41260
chr1	15327529	15331031	-	AT1TE50495
chr1	16090524	16093188	-	AT1TE52970
chr1	15748099	15750261	+	AT1TE51845
chr1	13260952	13263559	-	AT1TE43350
chr1	19597362	19599971	-	AT1TE64830
chr1	16389850	16392463	+	AT1TE54000
chr1	15313564	15316162	-	AT1TE50415
chr1	15690799	15692926	+	AT1TE51685
chr1	26779008	26781652	-	AT1TE87630
chr1	15879391	15882768	+	AT1TE52240
chr1	13247658	13250347	-	AT1TE43305
chr1	14064357	14067482	-	AT1TE46220
chr1	15297361	15299719	-	AT1TE50365
chr1	30250978	30253348	-	AT1TE98910
chr1	15555164	15557533	-	AT1TE51210
chr1	15238029	15240421	-	AT1TE50105
chr1	15194676	15196996	-	AT1TE49870
chr1	16211534	16213841	+	AT1TE53415
chr1	15333047	15335354	-	AT1TE50535
chr1	15264865	15267189	-	AT1TE50250
chr1	14845084	14847384	-	AT1TE48735
chr1	7254947	7257226	-	AT1TE23420
chr1	13725796	13728135	-	AT1TE44980
chr1	15369647	15371985	-	AT1TE50745
chr1	15271550	15273888	-	AT1TE50275
chr1	13292855	13295196	-	AT1TE43420
chr1	7035031	7037376	+	AT1TE22750
chr1	15053677	15056565	+	AT1TE49265
chr1	26169150	26171479	-	AT1TE85730
chr1	28161036	28163376	+	AT1TE92165
chr1	16191016	16193353	+	AT1TE53375
chr1	16721685	16724136	-	AT1TE55255
chr1	10602557	10604986	+	AT1TE34315
chr1	15594926	15598833	+	AT1TE51315
chr1	13299134	13301583	-	AT1TE43445
chr1	13782306	13784780	-	AT1TE45160
chr1	13015327	13017802	+	AT1TE42430
chr1	17624834	17627298	-	AT1TE58505
chr1	11096890	11099331	-	AT1TE35855
chr1	16055755	16058562	-	AT1TE52885
chr1	15202486	15204897	-	AT1TE49920
chr1	17203926	17206318	+	AT1TE57025
chr1	11706446	11708850	+	AT1TE37925
chr1	23240232	23242673	-	AT1TE76620
chr1	14208774	14211194	+	AT1TE46645
chr1	13704117	13706547	-	AT1TE44875
chr1	12410001	12412694	-	AT1TE40360
chr1	12228769	12230816	-	AT1TE39710
chr1	15997137	16000277	-	AT1TE52735
chr1	15762944	15766494	-	AT1TE51910
chr1	13925069	13928742	+	AT1TE45720
chr1	15441564	15443621	-	AT1TE50985
chr1	16182568	16185822	+	AT1TE53350
chr1	20096008	20098115	-	AT1TE66410
chr1	15346850	15349464	-	AT1TE50615
chr1	23378394	23380869	-	AT1TE77010
chr1	15530075	15533816	-	AT1TE51120
chr1	10929425	10931699	-	AT1TE35305
chr1	4683026	4685396	+	AT1TE15170
chr1	19691499	19693591	-	AT1TE65080
chr1	15095328	15098439	-	AT1TE49410
chr1	13719500	13721663	+	AT1TE44945
chr1	16421133	16424144	-	AT1TE54120
chr1	15259927	15263897	-	AT1TE50220
chr1	15358684	15360924	-	AT1TE50685
chr1	15166789	15169117	-	AT1TE49765
chr1	14538942	14540986	-	AT1TE47880
chr1	30165873	30169345	-	AT1TE98640
chr1	16000935	16003031	-	AT1TE52740
chr1	14056417	14058432	-	AT1TE46180
chr1	13931786	13934802	+	AT1TE45750
chr1	17551126	17553241	-	AT1TE58195
chr1	9175323	9177761	+	AT1TE29570
chr1	15270566	15274254	-	AT1TE50270
chr1	15368663	15372351	-	AT1TE50740
chr1	8620664	8624017	-	AT1TE27810
chr1	5679268	5681449	+	AT1TE18370
chr1	6273523	6276128	-	AT1TE20315
chr1	12506348	12508398	-	AT1TE40700
chr1	15274867	15277023	-	AT1TE50280
chr1	16034988	16037031	+	AT1TE52845
chr1	15113935	15116186	-	AT1TE49510
chr1	18299925	18302638	-	AT1TE60640
chr1	25690201	25693399	+	AT1TE84230
chr1	15698426	15701729	+	AT1TE51700
chr1	15372964	15375160	-	AT1TE50750
chr1	3330818	3332913	+	AT1TE10830
chr1	15169118	15171671	-	AT1TE49780
chr1	19931970	19934270	+	AT1TE65885
chr1	15582063	15585032	-	AT1TE51275
chr1	15852730	15855572	-	AT1TE52170
chr1	15118727	15122535	-	AT1TE49540
chr1	16062270	16064336	-	AT1TE52900
chr1	16158305	16161451	-	AT1TE53250
chr1	16987616	16990441	+	AT1TE56255
chr1	14080251	14082586	+	AT1TE46260
chr1	17071352	17074489	-	AT1TE56505
chr1	14714187	14717295	+	AT1TE48370
chr1	14747212	14750320	-	AT1TE48475
chr1	12569584	12572711	-	AT1TE40955
chr1	12273260	12276388	-	AT1TE39880
chr1	11406655	11410513	-	AT1TE36890
chr1	14403908	14407702	-	AT1TE47455
chr1	14358255	14362049	-	AT1TE47235
chr1	7281534	7284779	+	AT1TE23505
chr1	18789808	18793041	-	AT1TE62285
chr1	14098634	14101812	-	AT1TE46305
chr1	9547197	9551187	-	AT1TE30770
chr1	14011340	14014304	-	AT1TE46030
chr1	13397540	13400776	+	AT1TE43805
chr1	17842303	17845285	+	AT1TE59235
chr1	13922111	13925068	+	AT1TE45715
chr1	14232764	14235750	+	AT1TE46700
chr1	12363797	12366841	-	AT1TE40240
chr1	15677554	15680600	+	AT1TE51650
chr1	16178489	16181520	+	AT1TE53330
chr1	11979621	11982674	+	AT1TE38775
chr1	14504549	14507555	+	AT1TE47780
chr1	16589502	16592562	-	AT1TE54670
chr1	13873437	13876440	-	AT1TE45515
chr1	16586477	16589501	+	AT1TE54665
chr1	15550664	15554136	-	AT1TE51190
chr1	16903431	16906912	+	AT1TE55985
chr1	13426458	13430183	+	AT1TE43910
chr1	15961580	15965042	+	AT1TE52610
chr1	13677269	13680779	-	AT1TE44770
chr1	13955654	13959379	+	AT1TE45805
chr1	14237574	14241004	+	AT1TE46735
chr1	17443085	17446790	+	AT1TE57805
chr1	15445239	15448968	-	AT1TE51000
chr1	9928444	9931897	+	AT1TE32015
chr1	15450855	15454302	-	AT1TE51020
chr1	12842158	12845721	+	AT1TE41800
chr1	13796499	13800080	-	AT1TE45200
chr1	13828485	13832149	+	AT1TE45355
chr1	14273956	14277544	+	AT1TE46825
chr1	16953915	16957460	+	AT1TE56140
chr1	15867721	15871376	+	AT1TE52205
chr1	15590407	15594101	+	AT1TE51305
chr1	17656787	17660319	+	AT1TE58625
chr1	16343290	16346824	+	AT1TE53825
chr1	13520559	13524125	-	AT1TE44255
chr1	14076943	14080234	-	AT1TE46255
chr1	17608022	17611915	-	AT1TE58455
chr1	19061528	19064852	+	AT1TE63170
chr1	17257527	17261439	+	AT1TE57220
chr1	11153317	11156607	-	AT1TE36060
chr1	12406709	12410000	+	AT1TE40355
chr1	16045335	16049209	+	AT1TE52865
chr1	19391785	19395117	-	AT1TE64240
chr1	12872950	12876830	+	AT1TE41905
chr1	14109014	14112560	-	AT1TE46330
chr1	14499494	14502836	+	AT1TE47765
chr1	16106231	16109971	-	AT1TE53030
chr1	16613028	16616953	-	AT1TE54770
chr1	18966109	18969386	-	AT1TE62820
chr1	13650502	13654369	-	AT1TE44690
chr1	16094142	16097900	-	AT1TE52985
chr1	10610361	10614006	+	AT1TE34335
chr1	14923606	14926963	+	AT1TE48905
chr1	14226701	14230059	+	AT1TE46685
chr1	16824110	16827463	+	AT1TE55670
chr1	11517917	11521322	-	AT1TE37265
chr1	15795676	15799513	+	AT1TE52020
chr1	13947033	13950715	-	AT1TE45795
chr1	13417658	13421489	-	AT1TE43880
chr1	14121720	14125084	-	AT1TE46385
chr1	15139696	15142452	+	AT1TE49675
chr1	14094069	14097504	+	AT1TE46270
chr1	13058486	13061316	+	AT1TE42635
chr1	13803949	13806829	+	AT1TE45220
chr1	16680181	16683546	+	AT1TE55000
chr1	15145720	15149691	-	AT1TE49715
chr1	2531451	2534781	-	AT1TE08240
chr1	14341712	14344568	+	AT1TE47125
chr1	16321607	16324358	+	AT1TE53735
chr1	15901346	15904093	-	AT1TE52350
chr1	15519451	15522308	-	AT1TE51085
chr1	17112446	17115304	-	AT1TE56640
chr1	16691748	16695154	-	AT1TE55070
chr1	9815822	9818677	+	AT1TE31590
chr1	14021370	14024147	+	AT1TE46065
chr1	15254282	15257277	-	AT1TE50175
chr1	13525014	13527625	-	AT1TE44265
chr1	18421504	18424352	+	AT1TE61065
chr1	16695155	16697937	-	AT1TE55075
chr1	16965619	16968377	-	AT1TE56170
chr1	16802705	16805441	+	AT1TE55575
chr1	11048697	11051466	-	AT1TE35680
chr1	16488881	16491738	-	AT1TE54400
chr1	13517763	13520558	-	AT1TE44250
chr1	11752261	11755077	+	AT1TE38090
chr1	15721727	15724634	+	AT1TE51765
chr1	16677344	16680139	+	AT1TE54990
chr1	13573425	13576126	-	AT1TE44450
chr1	13336750	13339482	+	AT1TE43605
chr2	8420457	8422950	+	AT2TE35115
chr2	6251319	6253755	+	AT2TE25490
chr2	542271	544756	+	AT2TE02335
chr2	3916679	3919159	+	AT2TE16705
chr2	4446475	4448977	-	AT2TE18670
chr2	14333263	14335722	-	AT2TE63435
chr2	1090485	1092946	-	AT2TE04910
chr2	3898039	3900548	+	AT2TE16635
chr2	5517609	5520081	-	AT2TE22315
chr2	5479206	5481678	+	AT2TE22220
chr2	2367078	2369546	+	AT2TE10915
chr2	5024025	5026526	-	AT2TE20645
chr2	2935657	2938180	+	AT2TE12815
chr2	10524	13069	-	AT2TE00010
chr2	7289218	7291729	-	AT2TE29725
chr2	3956853	3959397	+	AT2TE16835
chr2	4707148	4709667	-	AT2TE19565
chr2	4084298	4086823	-	AT2TE17275
chr2	514681	517194	+	AT2TE02220
chr2	12091953	12094487	+	AT2TE52670
chr2	5362153	5365114	+	AT2TE21750
chr2	4425637	4428291	+	AT2TE18545
chr2	3973250	3975620	+	AT2TE16885
chr2	4748517	4752465	-	AT2TE19705
chr2	4246239	4249248	-	AT2TE17880
chr2	6248273	6250339	-	AT2TE25470
chr2	6110680	6113207	+	AT2TE24860
chr2	2971056	2973440	+	AT2TE12960
chr2	3152158	3154869	-	AT2TE13635
chr2	11559449	11561789	+	AT2TE50140
chr2	1240985	1243325	+	AT2TE05605
chr2	2092827	2096399	-	AT2TE09570
chr2	6579574	6581820	-	AT2TE26875
chr2	2514799	2517448	-	AT2TE11400
chr2	2932277	2934860	-	AT2TE12810
chr2	5173790	5176138	+	AT2TE21225
chr2	4852584	4856562	+	AT2TE20105
chr2	5262445	5264751	+	AT2TE21455
chr2	5758623	5761055	-	AT2TE23385
chr2	6678408	6680828	-	AT2TE27270
chr2	2492018	2494444	+	AT2TE11340
chr2	13906366	13908806	-	AT2TE61325
chr2	11285067	11287457	-	AT2TE48795
chr2	10018073	10020460	+	AT2TE42855
chr2	12539441	12541817	-	AT2TE54780
chr2	4684653	4687069	+	AT2TE19475
chr2	6680829	6683312	+	AT2TE27275
chr2	4687424	4689870	+	AT2TE19485
chr2	2280055	2282263	+	AT2TE10500
chr2	3728862	3731260	-	AT2TE16180
chr2	5269210	5271410	+	AT2TE21485
chr2	6136292	6139070	+	AT2TE24960
chr2	2134453	2137255	+	AT2TE09735
chr2	6852468	6855257	-	AT2TE27905
chr2	2593735	2596529	-	AT2TE11665
chr2	2838795	2841583	+	AT2TE12450
chr2	7581422	7584152	+	AT2TE31215
chr2	4186081	4188815	-	AT2TE17660
chr2	3075735	3078570	-	AT2TE13350
chr2	2685674	2688359	+	AT2TE11930
chr2	2818660	2822102	+	AT2TE12390
chr2	5982004	5984954	-	AT2TE24370
chr2	11397208	11400204	-	AT2TE49335
chr2	7066729	7069463	+	AT2TE28755
chr2	3180826	3183686	-	AT2TE13750
chr2	3563212	3566075	+	AT2TE15560
chr2	2649167	2652057	+	AT2TE11820
chr2	5182766	5185651	+	AT2TE21265
chr2	3041988	3044868	-	AT2TE13245
chr2	2625099	2627990	+	AT2TE11770
chr2	3770957	3773386	-	AT2TE16265
chr2	3234486	3237360	-	AT2TE13970
chr2	3655720	3658240	-	AT2TE15925
chr2	10167087	10169886	-	AT2TE43485
chr2	18652626	18655464	-	AT2TE84695
chr2	6084948	6087762	-	AT2TE24760
chr2	3089469	3092288	-	AT2TE13390
chr2	10036535	10040268	+	AT2TE42940
chr2	4091290	4093895	-	AT2TE17305
chr2	707023	710196	+	AT2TE03055
chr2	2174523	2177129	-	AT2TE10005
chr2	3145311	3147937	+	AT2TE13595
chr2	1673605	1676235	+	AT2TE07765
chr2	4465950	4468547	+	AT2TE18720
chr2	1829457	1832048	-	AT2TE08385
chr2	1435379	1437967	+	AT2TE06620
chr2	1824683	1827270	-	AT2TE08360
chr2	2849744	2852332	+	AT2TE12475
chr2	4126642	4129340	-	AT2TE17420
chr2	3981130	3984836	-	AT2TE16910
chr2	7292884	7295592	+	AT2TE29730
chr2	2652445	2655100	-	AT2TE11840
chr2	6476070	6478710	+	AT2TE26470
chr2	1788911	1791547	-	AT2TE08255
chr2	3595723	3597855	-	AT2TE15660
chr2	6508853	6510920	+	AT2TE26610
chr2	5057720	5059782	-	AT2TE20810
chr2	4474211	4476280	+	AT2TE18760
chr2	6728745	6730806	-	AT2TE27490
chr2	31487	33553	+	AT2TE00035
chr2	9191656	9193725	-	AT2TE38905
chr2	871079	873128	-	AT2TE03875
chr2	34380	36436	+	AT2TE00045
chr2	4351512	4353557	-	AT2TE18305
chr2	5095495	5097553	-	AT2TE20945
chr2	4153428	4155437	+	AT2TE17570
chr2	3832853	3835797	-	AT2TE16485
chr2	2443914	2445960	-	AT2TE11125
chr2	4422871	4425447	+	AT2TE18530
chr2	9313146	9315252	+	AT2TE39520
chr2	7881639	7883747	+	AT2TE32635
chr2	2655850	2657963	-	AT2TE11860
chr2	4848499	4850618	-	AT2TE20085
chr2	3203757	3205871	-	AT2TE13850
chr2	5610303	5612406	+	AT2TE22690
chr2	4186050	4188832	-	AT2TE17655
chr2	13266916	13269004	+	AT2TE58200
chr2	15595121	15597210	+	AT2TE69630
chr2	6128815	6130916	+	AT2TE24935
chr2	3977964	3980063	-	AT2TE16895
chr2	3309016	3311366	-	AT2TE14330
chr2	3192626	3195997	+	AT2TE13800
chr2	6134199	6136291	+	AT2TE24955
chr2	5840706	5842706	-	AT2TE23815
chr2	9447388	9449390	+	AT2TE40165
chr2	2318504	2322143	+	AT2TE10690
chr2	4398157	4401873	+	AT2TE18435
chr2	7813436	7816137	-	AT2TE32315
chr2	5729798	5732119	+	AT2TE23185
chr2	2868064	2870091	-	AT2TE12530
chr2	6468806	6470844	+	AT2TE26425
chr2	5383094	5385098	-	AT2TE21805
chr2	7166978	7169782	-	AT2TE29180
chr2	2131035	2133043	-	AT2TE09710
chr2	2724612	2727590	-	AT2TE12060
chr2	65071	67094	-	AT2TE00120
chr2	2771096	2773118	+	AT2TE12230
chr2	4691254	4693499	-	AT2TE19505
chr2	3946038	3948281	+	AT2TE16815
chr2	3914162	3916406	+	AT2TE16695
chr2	5727403	5729656	+	AT2TE23180
chr2	1423165	1425427	+	AT2TE06550
chr2	4775630	4777898	-	AT2TE19845
chr2	7973101	7975332	+	AT2TE33080
chr2	5112092	5114332	-	AT2TE20975
chr2	5869426	5872143	-	AT2TE23905
chr2	4402023	4404336	+	AT2TE18445
chr2	1458342	1461262	-	AT2TE06750
chr2	4262020	4265049	-	AT2TE17960
chr2	3821228	3823532	-	AT2TE16445
chr2	6206185	6208507	+	AT2TE25260
chr2	1670444	1672763	+	AT2TE07745
chr2	6626568	6630300	-	AT2TE26995
chr2	4942791	4945075	+	AT2TE20295
chr2	7176726	7179021	+	AT2TE29225
chr2	5327070	5329572	+	AT2TE21680
chr2	8379698	8381945	-	AT2TE34910
chr2	2153889	2157853	+	AT2TE09885
chr2	4419881	4422099	-	AT2TE18505
chr2	2964620	2966774	+	AT2TE12930
chr2	4536651	4538819	+	AT2TE18935
chr2	17299407	17301578	+	AT2TE78030
chr2	14553742	14555904	+	AT2TE64500
chr2	4781422	4783565	-	AT2TE19855
chr2	7022286	7024429	+	AT2TE28580
chr2	1963667	1965808	+	AT2TE09070
chr2	1649686	1651890	-	AT2TE07640
chr2	6327406	6329611	+	AT2TE25830
chr2	2815730	2817935	+	AT2TE12375
chr2	6521400	6523618	-	AT2TE26670
chr2	3975744	3977958	+	AT2TE16890
chr2	17253101	17255275	-	AT2TE77780
chr2	2539101	2541787	-	AT2TE11500
chr2	6296501	6298693	+	AT2TE25695
chr2	4991763	4993953	-	AT2TE20445
chr2	1326796	1330532	+	AT2TE06040
chr2	2800665	2804388	+	AT2TE12320
chr2	5709609	5713343	-	AT2TE23120
chr2	5123403	5127170	-	AT2TE21025
chr2	9057251	9059623	-	AT2TE38245
chr2	4371541	4375322	+	AT2TE18385
chr2	4442069	4445835	+	AT2TE18665
chr2	4283926	4287689	-	AT2TE18005
chr2	1321647	1325404	+	AT2TE06025
chr2	1921520	1925282	-	AT2TE08840
chr2	5900868	5904548	-	AT2TE24035
chr2	4585888	4589538	+	AT2TE19025
chr2	3767234	3770915	-	AT2TE16255
chr2	6550567	6554398	+	AT2TE26785
chr2	2500633	2504274	-	AT2TE11355
chr2	2782038	2785706	+	AT2TE12270
chr2	4415925	4419880	-	AT2TE18495
chr2	7173004	7176725	+	AT2TE29220
chr2	4190638	4194323	-	AT2TE17695
chr2	9121958	9125818	+	AT2TE38575
chr2	10950317	10952384	+	AT2TE47130
chr2	4296359	4300305	+	AT2TE18035
chr2	2739759	2743696	-	AT2TE12115
chr2	13334472	13338272	-	AT2TE58530
chr2	2378391	2382180	-	AT2TE10955
chr2	4709690	4713536	+	AT2TE19575
chr2	926131	929956	-	AT2TE04130
chr2	2164243	2167690	+	AT2TE09955
chr2	6446778	6450277	+	AT2TE26315
chr2	4430981	4434605	+	AT2TE18605
chr2	2827404	2831332	+	AT2TE12425
chr2	4353788	4357222	-	AT2TE18320
chr2	6659671	6663104	+	AT2TE27165
chr2	1613978	1617960	+	AT2TE07460
chr2	4513698	4517287	-	AT2TE18885
chr2	3854812	3858388	-	AT2TE16545
chr2	10488229	10491804	-	AT2TE45020
chr2	6373489	6377064	+	AT2TE25970
chr2	3859319	3862946	-	AT2TE16560
chr2	4695878	4699577	+	AT2TE19535
chr2	4812329	4815931	-	AT2TE19970
chr2	3879090	3882525	-	AT2TE16595
chr2	4404337	4407935	-	AT2TE18450
chr2	1862443	1865975	-	AT2TE08575
chr2	6922611	6926139	-	AT2TE28205
chr2	4777902	4781421	-	AT2TE19850
chr2	6719934	6723443	+	AT2TE27465
chr2	2678105	2681641	-	AT2TE11920
chr2	3799777	3803531	-	AT2TE16340
chr2	8075979	8078202	-	AT2TE33540
chr2	5523654	5527606	-	AT2TE22335
chr2	5271963	5275944	+	AT2TE21505
chr2	8247077	8249250	+	AT2TE34310
chr2	1793707	1796054	+	AT2TE08275
chr2	3875679	3879089	-	AT2TE16580
chr2	6009674	6012673	-	AT2TE24460
chr2	1087331	1090322	+	AT2TE04900
chr2	3175490	3178727	+	AT2TE13735
chr2	4252665	4255848	-	AT2TE17925
chr2	5266200	5269203	+	AT2TE21480
chr2	4604977	4607996	+	AT2TE19075
chr2	3804226	3808133	-	AT2TE16365
chr2	3681191	3684152	-	AT2TE16010
chr2	3922475	3925831	+	AT2TE16725
chr2	5250333	5253680	+	AT2TE21420
chr2	393578	396843	-	AT2TE01630
chr2	2517532	2520502	+	AT2TE11410
chr2	2660936	2664200	+	AT2TE11890
chr2	3652586	3655719	-	AT2TE15920
chr2	12800222	12803322	+	AT2TE55980
chr2	6429399	6433343	-	AT2TE26255
chr2	6674118	6676685	+	AT2TE27235
chr2	4071511	4074675	-	AT2TE17205
chr2	4366863	4370201	-	AT2TE18375
chr2	4434902	4438078	+	AT2TE18625
chr2	6229357	6232388	+	AT2TE25400
chr2	4170812	4173975	-	AT2TE17610
chr2	6099362	6103251	+	AT2TE24820
chr2	13064501	13068100	+	AT2TE57230
chr2	4818885	4822043	+	AT2TE19995
chr2	3919162	3922206	+	AT2TE16710
chr2	5259432	5262437	+	AT2TE21450
chr2	1229455	1232487	+	AT2TE05540
chr2	6023868	6027026	-	AT2TE24520
chr2	6115892	6119142	+	AT2TE24880
chr2	3809218	3812552	-	AT2TE16390
chr2	6881261	6884610	+	AT2TE28020
chr2	1883380	1886726	+	AT2TE08665
chr2	4792834	4795747	-	AT2TE19885
chr2	4933932	4937269	+	AT2TE20260
chr2	6105584	6108510	-	AT2TE24850
chr2	1665233	1668533	+	AT2TE07725
chr2	3541819	3545190	+	AT2TE15440
chr2	2632430	2635807	+	AT2TE11805
chr2	2709965	2712861	-	AT2TE12025
chr2	2338864	2341762	-	AT2TE10785
chr2	3722411	3725767	-	AT2TE16160
chr2	3183722	3186659	+	AT2TE13755
chr2	5453328	5456816	-	AT2TE22075
chr3	22548416	22551263	-	AT3TE91870
chr3	15062423	15064823	+	AT3TE61385
chr3	17055553	17057941	+	AT3TE69130
chr3	12526589	12528988	+	AT3TE51630
chr3	13544042	13546419	+	AT3TE55140
chr3	11618614	11621527	+	AT3TE48285
chr3	12744893	12747271	+	AT3TE52435
chr3	7994672	7997039	+	AT3TE33545
chr3	15941184	15943552	-	AT3TE64495
chr3	15373288	15375658	+	AT3TE62440
chr3	16061210	16064128	-	AT3TE65005
chr3	15313429	15316169	-	AT3TE62230
chr3	12135209	12137591	-	AT3TE50455
chr3	14444126	14446639	+	AT3TE59210
chr3	8093489	8095938	+	AT3TE33960
chr3	13671116	13673564	-	AT3TE55440
chr3	14113075	14115968	+	AT3TE57835
chr3	4869718	4872168	-	AT3TE20540
chr3	18410893	18413336	+	AT3TE74700
chr3	16041156	16043667	+	AT3TE64920
chr3	15702541	15705516	+	AT3TE63500
chr3	13194552	13196981	-	AT3TE53975
chr3	16057713	16060181	+	AT3TE64985
chr3	15484057	15486524	-	AT3TE62750
chr3	9784929	9787388	-	AT3TE40735
chr3	14971686	14975169	+	AT3TE61035
chr3	15007226	15009647	-	AT3TE61200
chr3	10583594	10586029	-	AT3TE44010
chr3	17298840	17301277	-	AT3TE70130
chr3	13243335	13245774	+	AT3TE54185
chr3	8146031	8148464	+	AT3TE34180
chr3	16669866	16672298	-	AT3TE67540
chr3	19621942	19624005	+	AT3TE79695
chr3	14574284	14576915	+	AT3TE59670
chr3	14064626	14067617	-	AT3TE57660
chr3	12930774	12932808	+	AT3TE53060
chr3	14401221	14403652	+	AT3TE59075
chr3	11200484	11202772	-	AT3TE46655
chr3	13600530	13602817	+	AT3TE55330
chr3	13495944	13498413	-	AT3TE54950
chr3	13973824	13976103	+	AT3TE57360
chr3	16826343	16828630	+	AT3TE68145
chr3	14766078	14768866	-	AT3TE60385
chr3	10509521	10511764	+	AT3TE43660
chr3	6940415	6942653	-	AT3TE29145
chr3	13609416	13611757	+	AT3TE55345
chr3	13268515	13270988	-	AT3TE54275
chr3	8708785	8711124	-	AT3TE36505
chr3	14448998	14451354	+	AT3TE59230
chr3	12508966	12511291	+	AT3TE51550
chr3	14643846	14647067	+	AT3TE59895
chr3	14933061	14935396	-	AT3TE60915
chr3	15129257	15131988	+	AT3TE61585
chr3	14004583	14006941	+	AT3TE57470
chr3	11883806	11885981	+	AT3TE49470
chr3	14348303	14350633	+	AT3TE58900
chr3	13209957	13212639	+	AT3TE54005
chr3	10943855	10946188	-	AT3TE45515
chr3	11389555	11391889	+	AT3TE47500
chr3	12683435	12685549	-	AT3TE52180
chr3	15976780	15979108	-	AT3TE64675
chr3	12474745	12477424	-	AT3TE51500
chr3	11842040	11844720	-	AT3TE49275
chr3	14433055	14435742	+	AT3TE59185
chr3	14730252	14732936	-	AT3TE60245
