chr	start	end	DMR_number	cumulative_pos
chr1	24700001	24800000	22	24750000
chr1	24800001	24900000	29	24850000
chr1	24900001	25000000	25	24950000
chr1	25000001	25100000	15	25050000
chr1	25100001	25200000	17	25150000
chr1	25200001	25300000	22	25250000
chr1	25300001	25400000	24	25350000
chr1	25400001	25500000	34	25450000
chr1	25500001	25600000	30	25550000
chr1	25600001	25700000	19	25650000
chr1	25700001	25800000	25	25750000
chr1	25800001	25900000	22	25850000
chr1	25900001	26000000	24	25950000
chr1	26000001	26100000	29	26050000
chr1	26100001	26200000	25	26150000
chr1	26200001	26300000	23	26250000
chr1	26300001	26400000	21	26350000
chr1	26400001	26500000	24	26450000
chr1	26500001	26600000	24	26550000
chr1	26600001	26700000	24	26650000
chr1	26700001	26800000	30	26750000
chr1	26800001	26900000	34	26850000
chr1	26900001	27000000	31	26950000
chr1	27000001	27100000	21	27050000
chr1	27100001	27200000	31	27150000
chr1	27200001	27300000	23	27250000
chr1	27300001	27400000	31	27350000
chr1	27400001	27500000	31	27450000
chr1	27500001	27600000	31	27550000
chr1	27600001	27700000	28	27650000
chr1	27700001	27800000	29	27750000
chr1	27800001	27900000	28	27850000
chr1	27900001	28000000	34	27950000
chr1	28000001	28100000	25	28050000
chr1	28100001	28200000	34	28150000
chr1	28200001	28300000	29	28250000
chr1	28300001	28400000	19	28350000
chr1	28400001	28500000	26	28450000
chr1	28500001	28600000	33	28550000
chr1	28600001	28700000	27	28650000
chr1	28700001	28800000	24	28750000
chr1	28800001	28900000	22	28850000
chr1	28900001	29000000	29	28950000
chr1	29000001	29100000	26	29050000
chr1	29100001	29200000	26	29150000
chr1	29200001	29300000	27	29250000
chr1	29300001	29400000	20	29350000
chr1	29400001	29500000	26	29450000
chr1	29500001	29600000	30	29550000
chr1	29600001	29700000	33	29650000
chr1	29700001	29800000	26	29750000
chr1	29800001	29900000	23	29850000
chr1	29900001	30000000	24	29950000
chr1	30000001	30100000	29	30050000
chr1	30100001	30200000	32	30150000
chr1	30200001	30300000	27	30250000
chr1	30300001	30400000	32	30350000
chr1	30400001	30427671	9	30413836
chr2	1	100000	13	30477671
chr2	100001	200000	29	30577671
chr2	200001	300000	25	30677671
chr2	300001	400000	23	30777671
chr2	400001	500000	23	30877671
chr2	500001	600000	18	30977671
chr2	600001	700000	27	31077671
chr2	700001	800000	22	31177671
chr2	800001	900000	22	31277671
chr2	900001	1000000	22	31377671
chr2	1000001	1100000	32	31477671
chr2	1100001	1200000	27	31577671
chr2	1200001	1300000	14	31677671
chr2	1300001	1400000	17	31777671
chr2	1400001	1500000	10	31877671
chr2	1500001	1600000	26	31977671
chr2	1600001	1700000	19	32077671
chr2	1700001	1800000	16	32177671
chr2	1800001	1900000	10	32277671
chr2	1900001	2000000	18	32377671
chr2	2000001	2100000	13	32477671
chr2	2100001	2200000	8	32577671
chr2	2200001	2300000	11	32677671
chr2	2300001	2400000	11	32777671
chr2	2400001	2500000	4	32877671
chr2	2500001	2600000	6	32977671
chr2	2600001	2700000	4	33077671
chr2	2700001	2800000	2	33177671
chr2	2800001	2900000	7	33277671
chr2	2900001	3000000	12	33377671
chr2	3000001	3100000	9	33477671
chr2	3100001	3200000	3	33577671
chr2	3200001	3300000	19	33677671
chr2	3300001	3400000	19	33777671
chr2	3400001	3500000	24	33877671
chr2	3500001	3600000	6	33977671
chr2	3600001	3700000	3	34077671
chr2	3700001	3800000	6	34177671
chr2	3800001	3900000	0	34277671
chr2	3900001	4000000	2	34377671
chr2	4000001	4100000	4	34477671
chr2	4100001	4200000	4	34577671
chr2	4200001	4300000	0	34677671
chr2	4300001	4400000	12	34777671
chr2	4400001	4500000	3	34877671
chr2	4500001	4600000	2	34977671
chr2	4600001	4700000	7	35077671
chr2	4700001	4800000	4	35177671
chr2	4800001	4900000	5	35277671
chr2	4900001	5000000	3	35377671
chr2	5000001	5100000	7	35477671
chr2	5100001	5200000	3	35577671
chr2	5200001	5300000	4	35677671
chr2	5300001	5400000	5	35777671
chr2	5400001	5500000	5	35877671
chr2	5500001	5600000	10	35977671
chr2	5600001	5700000	17	36077671
chr2	5700001	5800000	10	36177671
chr2	5800001	5900000	6	36277671
chr2	5900001	6000000	11	36377671
chr2	6000001	6100000	12	36477671
chr2	6100001	6200000	9	36577671
chr2	6200001	6300000	12	36677671
chr2	6300001	6400000	14	36777671
chr2	6400001	6500000	9	36877671
chr2	6500001	6600000	11	36977671
chr2	6600001	6700000	18	37077671
chr2	6700001	6800000	16	37177671
chr2	6800001	6900000	19	37277671
chr2	6900001	7000000	22	37377671
chr2	7000001	7100000	19	37477671
chr2	7100001	7200000	21	37577671
chr2	7200001	7300000	21	37677671
chr2	7300001	7400000	20	37777671
chr2	7400001	7500000	25	37877671
chr2	7500001	7600000	24	37977671
chr2	7600001	7700000	26	38077671
chr2	7700001	7800000	23	38177671
chr2	7800001	7900000	26	38277671
chr2	7900001	8000000	30	38377671
chr2	8000001	8100000	24	38477671
chr2	8100001	8200000	26	38577671
chr2	8200001	8300000	22	38677671
chr2	8300001	8400000	24	38777671
chr2	8400001	8500000	27	38877671
chr2	8500001	8600000	26	38977671
chr2	8600001	8700000	24	39077671
chr2	8700001	8800000	23	39177671
chr2	8800001	8900000	37	39277671
chr2	8900001	9000000	34	39377671
chr2	9000001	9100000	34	39477671
chr2	9100001	9200000	23	39577671
chr2	9200001	9300000	32	39677671
chr2	9300001	9400000	34	39777671
chr2	9400001	9500000	25	39877671
chr2	9500001	9600000	23	39977671
chr2	9600001	9700000	18	40077671
chr2	9700001	9800000	27	40177671
chr2	9800001	9900000	32	40277671
chr2	9900001	10000000	21	40377671
chr2	10000001	10100000	20	40477671
chr2	10100001	10200000	21	40577671
chr2	10200001	10300000	25	40677671
chr2	10300001	10400000	30	40777671
chr2	10400001	10500000	26	40877671
chr2	10500001	10600000	22	40977671
chr2	10600001	10700000	20	41077671
chr2	10700001	10800000	27	41177671
chr2	10800001	10900000	25	41277671
chr2	10900001	11000000	23	41377671
chr2	11000001	11100000	26	41477671
chr2	11100001	11200000	25	41577671
chr2	11200001	11300000	27	41677671
chr2	11300001	11400000	19	41777671
chr2	11400001	11500000	20	41877671
chr2	11500001	11600000	22	41977671
chr2	11600001	11700000	25	42077671
chr2	11700001	11800000	32	42177671
chr2	11800001	11900000	25	42277671
chr2	11900001	12000000	22	42377671
chr2	12000001	12100000	18	42477671
chr2	12100001	12200000	24	42577671
chr2	12200001	12300000	16	42677671
chr2	12300001	12400000	20	42777671
chr2	12400001	12500000	21	42877671
chr2	12500001	12600000	22	42977671
chr2	12600001	12700000	41	43077671
chr2	12700001	12800000	29	43177671
chr2	12800001	12900000	23	43277671
chr2	12900001	13000000	29	43377671
chr2	13000001	13100000	25	43477671
chr2	13100001	13200000	31	43577671
chr2	13200001	13300000	25	43677671
chr2	13300001	13400000	29	43777671
chr2	13400001	13500000	30	43877671
chr2	13500001	13600000	25	43977671
chr2	13600001	13700000	32	44077671
chr2	13700001	13800000	26	44177671
chr2	13800001	13900000	27	44277671
chr2	13900001	14000000	26	44377671
chr2	14000001	14100000	31	44477671
chr2	14100001	14200000	31	44577671
chr2	14200001	14300000	31	44677671
chr2	14300001	14400000	26	44777671
chr2	14400001	14500000	31	44877671
chr2	14500001	14600000	33	44977671
chr2	14600001	14700000	18	45077671
chr2	14700001	14800000	30	45177671
chr2	14800001	14900000	31	45277671
chr2	14900001	15000000	29	45377671
chr2	15000001	15100000	29	45477671
chr2	15100001	15200000	31	45577671
chr2	15200001	15300000	26	45677671
chr2	15300001	15400000	27	45777671
chr2	15400001	15500000	23	45877671
chr2	15500001	15600000	27	45977671
chr2	15600001	15700000	28	46077671
chr2	15700001	15800000	28	46177671
chr2	15800001	15900000	32	46277671
chr2	15900001	16000000	21	46377671
chr2	16000001	16100000	28	46477671
chr2	16100001	16200000	34	46577671
chr2	16200001	16300000	27	46677671
chr2	16300001	16400000	21	46777671
chr2	16400001	16500000	31	46877671
chr2	16500001	16600000	27	46977671
chr2	16600001	16700000	24	47077671
chr2	16700001	16800000	29	47177671
chr2	16800001	16900000	27	47277671
chr2	16900001	17000000	29	47377671
chr2	17000001	17100000	29	47477671
chr2	17100001	17200000	32	47577671
chr2	17200001	17300000	28	47677671
chr2	17300001	17400000	21	47777671
chr2	17400001	17500000	24	47877671
chr2	17500001	17600000	32	47977671
chr2	17600001	17700000	26	48077671
chr2	17700001	17800000	26	48177671
chr2	17800001	17900000	30	48277671
chr2	17900001	18000000	29	48377671
chr2	18000001	18100000	36	48477671
chr2	18100001	18200000	34	48577671
chr2	18200001	18300000	36	48677671
chr2	18300001	18400000	32	48777671
chr2	18400001	18500000	29	48877671
chr2	18500001	18600000	23	48977671
chr2	18600001	18700000	28	49077671
chr2	18700001	18800000	29	49177671
chr2	18800001	18900000	28	49277671
chr2	18900001	19000000	34	49377671
chr2	19000001	19100000	32	49477671
chr2	19100001	19200000	23	49577671
chr2	19200001	19300000	27	49677671
chr2	19300001	19400000	27	49777671
chr2	19400001	19500000	26	49877671
chr2	19500001	19600000	35	49977671
chr2	19600001	19698289	31	50076816
chr3	1	100000	34	50175960
chr3	100001	200000	33	50275960
chr3	200001	300000	37	50375960
chr3	300001	400000	36	50475960
chr3	400001	500000	27	50575960
chr3	500001	600000	37	50675960
chr3	600001	700000	34	50775960
chr3	700001	800000	32	50875960
chr3	800001	900000	31	50975960
chr3	900001	1000000	28	51075960
chr3	1000001	1100000	31	51175960
chr3	1100001	1200000	31	51275960
chr3	1200001	1300000	30	51375960
chr3	1300001	1400000	35	51475960
chr3	1400001	1500000	26	51575960
chr3	1500001	1600000	29	51675960
chr3	1600001	1700000	29	51775960
chr3	1700001	1800000	31	51875960
chr3	1800001	1900000	33	51975960
chr3	1900001	2000000	23	52075960
chr3	2000001	2100000	22	52175960
chr3	2100001	2200000	32	52275960
chr3	2200001	2300000	29	52375960
chr3	2300001	2400000	32	52475960
chr3	2400001	2500000	32	52575960
chr3	2500001	2600000	29	52675960
chr3	2600001	2700000	32	52775960
chr3	2700001	2800000	32	52875960
chr3	2800001	2900000	29	52975960
chr3	2900001	3000000	34	53075960
chr3	3000001	3100000	31	53175960
chr3	3100001	3200000	30	53275960
chr3	3200001	3300000	27	53375960
chr3	3300001	3400000	34	53475960
chr3	3400001	3500000	36	53575960
chr3	3500001	3600000	30	53675960
chr3	3600001	3700000	26	53775960
chr3	3700001	3800000	30	53875960
chr3	3800001	3900000	29	53975960
chr3	3900001	4000000	37	54075960
chr3	4000001	4100000	32	54175960
chr3	4100001	4200000	24	54275960
chr3	4200001	4300000	27	54375960
chr3	4300001	4400000	28	54475960
chr3	4400001	4500000	31	54575960
chr3	4500001	4600000	27	54675960
chr3	4600001	4700000	26	54775960
chr3	4700001	4800000	24	54875960
chr3	4800001	4900000	23	54975960
chr3	4900001	5000000	29	55075960
chr3	5000001	5100000	30	55175960
chr3	5100001	5200000	32	55275960
chr3	5200001	5300000	29	55375960
chr3	5300001	5400000	32	55475960
chr3	5400001	5500000	30	55575960
chr3	5500001	5600000	26	55675960
chr3	5600001	5700000	29	55775960
chr3	5700001	5800000	30	55875960
chr3	5800001	5900000	27	55975960
chr3	5900001	6000000	28	56075960
chr3	6000001	6100000	35	56175960
chr3	6100001	6200000	27	56275960
chr3	6200001	6300000	32	56375960
chr3	6300001	6400000	27	56475960
chr3	6400001	6500000	28	56575960
chr3	6500001	6600000	25	56675960
chr3	6600001	6700000	26	56775960
chr3	6700001	6800000	28	56875960
chr3	6800001	6900000	29	56975960
chr3	6900001	7000000	21	57075960
chr3	7000001	7100000	32	57175960
chr3	7100001	7200000	31	57275960
chr3	7200001	7300000	22	57375960
chr3	7300001	7400000	27	57475960
chr3	7400001	7500000	25	57575960
chr3	7500001	7600000	29	57675960
chr3	7600001	7700000	29	57775960
chr3	7700001	7800000	33	57875960
chr3	7800001	7900000	24	57975960
chr3	7900001	8000000	25	58075960
chr3	8000001	8100000	33	58175960
chr3	8100001	8200000	20	58275960
chr3	8200001	8300000	25	58375960
chr3	8300001	8400000	22	58475960
chr3	8400001	8500000	22	58575960
chr3	8500001	8600000	21	58675960
chr3	8600001	8700000	31	58775960
chr3	8700001	8800000	23	58875960
chr3	8800001	8900000	15	58975960
chr3	8900001	9000000	28	59075960
chr3	9000001	9100000	23	59175960
chr3	9100001	9200000	35	59275960
chr3	9200001	9300000	28	59375960
chr3	9300001	9400000	21	59475960
chr3	9400001	9500000	26	59575960
chr3	9500001	9600000	31	59675960
chr3	9600001	9700000	26	59775960
chr3	9700001	9800000	23	59875960
chr3	9800001	9900000	22	59975960
chr3	9900001	10000000	31	60075960
chr3	10000001	10100000	22	60175960
chr3	10100001	10200000	27	60275960
chr3	10200001	10300000	24	60375960
chr3	10300001	10400000	25	60475960
chr3	10400001	10500000	16	60575960
chr3	10500001	10600000	23	60675960
chr3	10600001	10700000	20	60775960
chr3	10700001	10800000	25	60875960
chr3	10800001	10900000	12	60975960
chr3	10900001	11000000	15	61075960
chr3	11000001	11100000	18	61175960
chr3	11100001	11200000	13	61275960
chr3	11200001	11300000	19	61375960
chr3	11300001	11400000	9	61475960
chr3	11400001	11500000	6	61575960
chr3	11500001	11600000	9	61675960
chr3	11600001	11700000	5	61775960
chr3	11700001	11800000	7	61875960
chr3	11800001	11900000	8	61975960
chr3	11900001	12000000	14	62075960
chr3	12000001	12100000	2	62175960
chr3	12100001	12200000	5	62275960
chr3	12200001	12300000	1	62375960
chr3	12300001	12400000	3	62475960
chr3	12400001	12500000	6	62575960
chr3	12500001	12600000	4	62675960
chr3	12600001	12700000	4	62775960
chr3	12700001	12800000	5	62875960
chr3	12800001	12900000	1	62975960
chr3	12900001	13000000	2	63075960
chr3	13000001	13100000	8	63175960
chr3	13100001	13200000	7	63275960
chr3	13200001	13300000	3	63375960
chr3	13300001	13400000	2	63475960
chr3	13400001	13500000	6	63575960
chr3	13500001	13600000	2	63675960
chr3	13600001	13700000	0	63775960
chr3	13700001	13800000	0	63875960
chr3	13800001	13900000	0	63975960
chr3	13900001	14000000	0	64075960
chr3	14000001	14100000	7	64175960
chr3	14100001	14200000	1	64275960
chr3	14200001	14300000	3	64375960
chr3	14300001	14400000	7	64475960
chr3	14400001	14500000	1	64575960
chr3	14500001	14600000	3	64675960
chr3	14600001	14700000	6	64775960
chr3	14700001	14800000	6	64875960
chr3	14800001	14900000	6	64975960
chr3	14900001	15000000	6	65075960
chr3	15000001	15100000	8	65175960
chr3	15100001	15200000	9	65275960
chr3	15200001	15300000	10	65375960
chr3	15300001	15400000	11	65475960
chr3	15400001	15500000	8	65575960
chr3	15500001	15600000	10	65675960
chr3	15600001	15700000	11	65775960
chr3	15700001	15800000	17	65875960
chr3	15800001	15900000	18	65975960
chr3	15900001	16000000	16	66075960
chr3	16000001	16100000	14	66175960
chr3	16100001	16200000	12	66275960
chr3	16200001	16300000	15	66375960
chr3	16300001	16400000	22	66475960
chr3	16400001	16500000	19	66575960
chr3	16500001	16600000	20	66675960
chr3	16600001	16700000	23	66775960
chr3	16700001	16800000	25	66875960
chr3	16800001	16900000	24	66975960
chr3	16900001	17000000	29	67075960
chr3	17000001	17100000	20	67175960
chr3	17100001	17200000	26	67275960
chr3	17200001	17300000	29	67375960
chr3	17300001	17400000	26	67475960
chr3	17400001	17500000	21	67575960
chr3	17500001	17600000	26	67675960
chr3	17600001	17700000	23	67775960
chr3	17700001	17800000	23	67875960
chr3	17800001	17900000	23	67975960
chr3	17900001	18000000	23	68075960
chr3	18000001	18100000	26	68175960
chr3	18100001	18200000	29	68275960
chr3	18200001	18300000	28	68375960
chr3	18300001	18400000	30	68475960
chr3	18400001	18500000	31	68575960
chr3	18500001	18600000	29	68675960
chr3	18600001	18700000	24	68775960
chr3	18700001	18800000	22	68875960
chr3	18800001	18900000	29	68975960
chr3	18900001	19000000	33	69075960
chr3	19000001	19100000	34	69175960
chr3	19100001	19200000	33	69275960
chr3	19200001	19300000	26	69375960
chr3	19300001	19400000	33	69475960
chr3	19400001	19500000	27	69575960
chr3	19500001	19600000	30	69675960
chr3	19600001	19700000	32	69775960
chr3	19700001	19800000	31	69875960
chr3	19800001	19900000	30	69975960
chr3	19900001	20000000	31	70075960
chr3	20000001	20100000	29	70175960
chr3	20100001	20200000	28	70275960
chr3	20200001	20300000	26	70375960
chr3	20300001	20400000	26	70475960
chr3	20400001	20500000	25	70575960
chr3	20500001	20600000	27	70675960
chr3	20600001	20700000	28	70775960
chr3	20700001	20800000	30	70875960
chr3	20800001	20900000	30	70975960
chr3	20900001	21000000	33	71075960
chr3	21000001	21100000	34	71175960
chr3	21100001	21200000	29	71275960
chr3	21200001	21300000	24	71375960
chr3	21300001	21400000	24	71475960
chr3	21400001	21500000	30	71575960
chr3	21500001	21600000	32	71675960
chr3	21600001	21700000	27	71775960
chr3	21700001	21800000	35	71875960
chr3	21800001	21900000	26	71975960
chr3	21900001	22000000	32	72075960
chr3	22000001	22100000	24	72175960
chr3	22100001	22200000	30	72275960
chr3	22200001	22300000	23	72375960
chr3	22300001	22400000	26	72475960
chr3	22400001	22500000	31	72575960
chr3	22500001	22600000	17	72675960
chr3	22600001	22700000	34	72775960
chr3	22700001	22800000	30	72875960
chr3	22800001	22900000	31	72975960
chr3	22900001	23000000	30	73075960
chr3	23000001	23100000	36	73175960
chr3	23100001	23200000	25	73275960
chr3	23200001	23300000	37	73375960
chr3	23300001	23400000	30	73475960
chr3	23400001	23459830	20	73555875
chr4	1	100000	27	73635790
chr4	100001	200000	29	73735790
chr4	200001	300000	30	73835790
chr4	300001	400000	26	73935790
chr4	400001	500000	27	74035790
chr4	500001	600000	30	74135790
chr4	600001	700000	19	74235790
chr4	700001	800000	26	74335790
chr4	800001	900000	27	74435790
chr4	900001	1000000	25	74535790
chr4	1000001	1100000	26	74635790
chr4	1100001	1200000	24	74735790
chr4	1200001	1300000	26	74835790
chr4	1300001	1400000	26	74935790
chr4	1400001	1500000	26	75035790
chr4	1500001	1600000	22	75135790
chr4	1600001	1700000	9	75235790
chr4	1700001	1800000	3	75335790
chr4	1800001	1900000	6	75435790
chr4	1900001	2000000	7	75535790
chr4	2000001	2100000	6	75635790
chr4	2100001	2200000	8	75735790
chr4	2200001	2300000	11	75835790
chr4	2300001	2400000	15	75935790
chr4	2400001	2500000	21	76035790
chr4	2500001	2600000	24	76135790
chr4	2600001	2700000	24	76235790
chr4	2700001	2800000	21	76335790
chr4	2800001	2900000	5	76435790
chr4	2900001	3000000	5	76535790
chr4	3000001	3100000	2	76635790
chr4	3100001	3200000	1	76735790
chr4	3200001	3300000	0	76835790
chr4	3300001	3400000	3	76935790
chr4	3400001	3500000	0	77035790
chr4	3500001	3600000	2	77135790
chr4	3600001	3700000	2	77235790
chr4	3700001	3800000	1	77335790
chr4	3800001	3900000	0	77435790
chr4	3900001	4000000	2	77535790
chr4	4000001	4100000	3	77635790
chr4	4100001	4200000	4	77735790
chr4	4200001	4300000	2	77835790
